geo,time,children_per_woman_total_fertility
cri,1835,6.93
cri,1836,6.93
cri,1837,6.93
cri,1838,6.93
cri,1839,6.93
cri,1840,6.93
cri,1841,6.93
cri,1842,6.93
cri,1843,6.93
cri,1844,6.93
cri,1845,6.93
cri,1846,6.93
cri,1847,6.93
cri,1848,6.93
cri,1849,6.93
cri,1850,6.93
cri,1851,6.93
cri,1852,6.93
cri,1853,6.93
cri,1854,6.93
cri,1855,6.93
cri,1856,6.93
cri,1857,6.93
cri,1858,6.93
cri,1859,6.93
cri,1860,6.93
cri,1861,6.93
cri,1862,6.93
cri,1863,6.93
cri,1864,6.93
cri,1865,6.93
cri,1866,6.93
cri,1867,6.93
cri,1868,6.93
cri,1869,6.93
cri,1870,6.93
cri,1871,6.93
cri,1872,6.93
cri,1873,6.93
cri,1874,6.93
cri,1875,6.93
cri,1876,6.93
cri,1877,6.93
cri,1878,6.93
cri,1879,6.93
cri,1880,6.93
cri,1881,6.93
cri,1882,6.93
cri,1883,6.92
cri,1884,6.92
cri,1885,6.92
cri,1886,6.92
cri,1887,6.91
cri,1888,6.91
cri,1889,6.91
cri,1890,6.91
cri,1891,6.9
cri,1892,6.9
cri,1893,6.92
cri,1894,6.94
cri,1895,6.96
cri,1896,6.98
cri,1897,7.01
cri,1898,7.01
cri,1899,7.02
cri,1900,7.02
cri,1901,7.03
cri,1902,7.04
cri,1903,7.07
cri,1904,7.11
cri,1905,7.15
cri,1906,7.19
cri,1907,7.23
cri,1908,7.25
cri,1909,7.27
cri,1910,7.29
cri,1911,7.31
cri,1912,7.34
cri,1913,7.21
cri,1914,7.08
cri,1915,6.96
cri,1916,6.83
cri,1917,6.71
cri,1918,6.71
cri,1919,6.72
cri,1920,6.72
cri,1921,6.73
cri,1922,6.74
cri,1923,6.77
cri,1924,6.81
cri,1925,6.85
cri,1926,6.89
cri,1927,6.93
cri,1928,6.88
cri,1929,6.83
cri,1930,6.79
cri,1931,6.74
cri,1932,6.69
cri,1933,6.65
cri,1934,6.61
cri,1935,6.57
cri,1936,6.53
cri,1937,6.5
cri,1938,6.6
cri,1939,6.7
cri,1940,6.8
cri,1941,6.84
cri,1942,6.89
cri,1943,6.93
cri,1944,6.98
cri,1945,7.02
cri,1946,6.93
cri,1947,6.83
cri,1948,6.74
cri,1949,6.64
cri,1950,6.55
cri,1951,6.59
cri,1952,6.68
cri,1953,6.77
cri,1954,6.86
cri,1955,6.95
cri,1956,7.05
cri,1957,7.14
cri,1958,7.22
cri,1959,7.28
cri,1960,7.31
cri,1961,7.3
cri,1962,7.22
cri,1963,7.09
cri,1964,6.89
cri,1965,6.63
cri,1966,6.33
cri,1967,6
cri,1968,5.66
cri,1969,5.32
cri,1970,5.01
cri,1971,4.73
cri,1972,4.49
cri,1973,4.28
cri,1974,4.11
cri,1975,3.97
cri,1976,3.86
cri,1977,3.78
cri,1978,3.72
cri,1979,3.67
cri,1980,3.62
cri,1981,3.58
cri,1982,3.54
cri,1983,3.52
cri,1984,3.49
cri,1985,3.46
cri,1986,3.43
cri,1987,3.38
cri,1988,3.32
cri,1989,3.25
cri,1990,3.18
cri,1991,3.09
cri,1992,3
cri,1993,2.92
cri,1994,2.84
cri,1995,2.76
cri,1996,2.69
cri,1997,2.62
cri,1998,2.55
cri,1999,2.48
cri,2000,2.41
cri,2001,2.35
cri,2002,2.28
cri,2003,2.2
cri,2004,2.13
cri,2005,2.07
cri,2006,2.01
cri,2007,1.95
cri,2008,1.91
cri,2009,1.87
cri,2010,1.85
cri,2011,1.83
cri,2012,1.81
cri,2013,1.8
cri,2014,1.78
cri,2015,1.77
civ,1800,6.78
civ,1801,6.78
civ,1802,6.78
civ,1803,6.78
civ,1804,6.78
civ,1805,6.78
civ,1806,6.78
civ,1807,6.78
civ,1808,6.78
civ,1809,6.78
civ,1810,6.78
civ,1811,6.78
civ,1812,6.78
civ,1813,6.78
civ,1814,6.78
civ,1815,6.78
civ,1816,6.78
civ,1817,6.78
civ,1818,6.78
civ,1819,6.78
civ,1820,6.78
civ,1821,6.78
civ,1822,6.78
civ,1823,6.78
civ,1824,6.78
civ,1825,6.78
civ,1826,6.78
civ,1827,6.78
civ,1828,6.78
civ,1829,6.78
civ,1830,6.78
civ,1831,6.78
civ,1832,6.78
civ,1833,6.78
civ,1834,6.78
civ,1835,6.78
civ,1836,6.78
civ,1837,6.78
civ,1838,6.78
civ,1839,6.78
civ,1840,6.78
civ,1841,6.78
civ,1842,6.78
civ,1843,6.78
civ,1844,6.78
civ,1845,6.78
civ,1846,6.78
civ,1847,6.78
civ,1848,6.78
civ,1849,6.78
civ,1850,6.78
civ,1851,6.78
civ,1852,6.78
civ,1853,6.78
civ,1854,6.78
civ,1855,6.78
civ,1856,6.78
civ,1857,6.78
civ,1858,6.78
civ,1859,6.78
civ,1860,6.78
civ,1861,6.78
civ,1862,6.78
civ,1863,6.78
civ,1864,6.78
civ,1865,6.78
civ,1866,6.78
civ,1867,6.78
civ,1868,6.78
civ,1869,6.78
civ,1870,6.78
civ,1871,6.78
civ,1872,6.78
civ,1873,6.78
civ,1874,6.78
civ,1875,6.78
civ,1876,6.78
civ,1877,6.78
civ,1878,6.78
civ,1879,6.78
civ,1880,6.78
civ,1881,6.78
civ,1882,6.78
civ,1883,6.78
civ,1884,6.78
civ,1885,6.78
civ,1886,6.78
civ,1887,6.78
civ,1888,6.78
civ,1889,6.78
civ,1890,6.78
civ,1891,6.78
civ,1892,6.78
civ,1893,6.78
civ,1894,6.78
civ,1895,6.78
civ,1896,6.78
civ,1897,6.78
civ,1898,6.78
civ,1899,6.78
civ,1900,6.78
civ,1901,6.78
civ,1902,6.78
civ,1903,6.78
civ,1904,6.78
civ,1905,6.78
civ,1906,6.78
civ,1907,6.78
civ,1908,6.78
civ,1909,6.78
civ,1910,6.78
civ,1911,6.78
civ,1912,6.78
civ,1913,6.78
civ,1914,6.78
civ,1915,6.78
civ,1916,6.78
civ,1917,6.78
civ,1918,6.78
civ,1919,6.78
civ,1920,6.78
civ,1921,6.78
civ,1922,6.78
civ,1923,6.78
civ,1924,6.78
civ,1925,6.78
civ,1926,6.77
civ,1927,6.77
civ,1928,6.76
civ,1929,6.75
civ,1930,6.75
civ,1931,6.74
civ,1932,6.74
civ,1933,6.73
civ,1934,6.72
civ,1935,6.72
civ,1936,6.71
civ,1937,6.7
civ,1938,6.7
civ,1939,6.69
civ,1940,6.69
civ,1941,6.68
civ,1942,6.67
civ,1943,6.67
civ,1944,6.66
civ,1945,6.65
civ,1946,6.65
civ,1947,6.64
civ,1948,6.63
civ,1949,6.63
civ,1950,6.62
civ,1951,6.66
civ,1952,6.74
civ,1953,6.81
civ,1954,6.89
civ,1955,6.97
civ,1956,7.04
civ,1957,7.12
civ,1958,7.2
civ,1959,7.27
civ,1960,7.35
civ,1961,7.43
civ,1962,7.5
civ,1963,7.57
civ,1964,7.64
civ,1965,7.7
civ,1966,7.76
civ,1967,7.81
civ,1968,7.85
civ,1969,7.88
civ,1970,7.91
civ,1971,7.93
civ,1972,7.94
civ,1973,7.94
civ,1974,7.93
civ,1975,7.92
civ,1976,7.88
civ,1977,7.84
civ,1978,7.77
civ,1979,7.7
civ,1980,7.6
civ,1981,7.5
civ,1982,7.38
civ,1983,7.26
civ,1984,7.14
civ,1985,7.01
civ,1986,6.88
civ,1987,6.75
civ,1988,6.62
civ,1989,6.49
civ,1990,6.36
civ,1991,6.23
civ,1992,6.11
civ,1993,6.01
civ,1994,5.9
civ,1995,5.81
civ,1996,5.72
civ,1997,5.63
civ,1998,5.55
civ,1999,5.46
civ,2000,5.38
civ,2001,5.29
civ,2002,5.21
civ,2003,5.13
civ,2004,5.06
civ,2005,5
civ,2006,4.96
civ,2007,4.93
civ,2008,4.91
civ,2009,4.91
civ,2010,4.91
civ,2011,4.91
civ,2012,4.89
civ,2013,4.87
civ,2014,4.82
civ,2015,4.76
hrv,1800,5.75
hrv,1801,5.75
hrv,1802,5.75
hrv,1803,5.75
hrv,1804,5.75
hrv,1805,5.75
hrv,1806,5.75
hrv,1807,5.75
hrv,1808,5.75
hrv,1809,5.75
hrv,1810,5.75
hrv,1811,5.75
hrv,1812,5.75
hrv,1813,5.75
hrv,1814,5.75
hrv,1815,5.75
hrv,1816,5.75
hrv,1817,5.75
hrv,1818,5.75
hrv,1819,5.75
hrv,1820,5.75
hrv,1821,5.75
hrv,1822,5.75
hrv,1823,5.75
hrv,1824,5.75
hrv,1825,5.75
hrv,1826,5.75
hrv,1827,5.75
hrv,1828,5.75
hrv,1829,5.75
hrv,1830,5.75
hrv,1831,5.75
hrv,1832,5.75
hrv,1833,5.75
hrv,1834,5.75
hrv,1835,5.75
hrv,1836,5.75
hrv,1837,5.75
hrv,1838,5.75
hrv,1839,5.75
hrv,1840,5.75
hrv,1841,5.75
hrv,1842,5.75
hrv,1843,5.75
hrv,1844,5.75
hrv,1845,5.75
hrv,1846,5.75
hrv,1847,5.75
hrv,1848,5.75
hrv,1849,5.75
hrv,1850,5.75
hrv,1851,5.75
hrv,1852,5.75
hrv,1853,5.75
hrv,1854,5.75
hrv,1855,5.75
hrv,1856,5.75
hrv,1857,5.75
hrv,1858,5.75
hrv,1859,5.75
hrv,1860,5.75
hrv,1861,5.75
hrv,1862,5.75
hrv,1863,5.75
hrv,1864,5.75
hrv,1865,5.75
hrv,1866,5.75
hrv,1867,5.75
hrv,1868,5.75
hrv,1869,5.75
hrv,1870,5.75
hrv,1871,5.75
hrv,1872,5.75
hrv,1873,5.75
hrv,1874,5.75
hrv,1875,5.75
hrv,1876,5.75
hrv,1877,5.75
hrv,1878,5.75
hrv,1879,5.75
hrv,1880,5.75
hrv,1881,5.75
hrv,1882,5.86
hrv,1883,5.96
hrv,1884,6.07
hrv,1885,6.18
hrv,1886,6
hrv,1887,5.83
hrv,1888,5.65
hrv,1889,5.48
hrv,1890,5.31
hrv,1891,5.42
hrv,1892,5.53
hrv,1893,5.64
hrv,1894,5.76
hrv,1895,5.87
hrv,1896,5.79
hrv,1897,5.7
hrv,1898,5.62
hrv,1899,5.54
hrv,1900,5.45
hrv,1901,5.41
hrv,1902,5.38
hrv,1903,5.34
hrv,1904,5.3
hrv,1905,5.26
hrv,1906,5.22
hrv,1907,5.18
hrv,1908,5.14
hrv,1909,5.1
hrv,1910,5.06
hrv,1911,5.02
hrv,1912,4.98
hrv,1913,4.94
hrv,1914,4.9
hrv,1915,5
hrv,1916,5.09
hrv,1917,5.19
hrv,1918,5.28
hrv,1919,5.37
hrv,1920,5.31
hrv,1921,5.26
hrv,1922,5.2
hrv,1923,5.14
hrv,1924,5.08
hrv,1925,4.98
hrv,1926,4.87
hrv,1927,4.77
hrv,1928,4.67
hrv,1929,4.57
hrv,1930,4.47
hrv,1931,4.36
hrv,1932,4.26
hrv,1933,4.16
hrv,1934,4.06
hrv,1935,3.96
hrv,1936,3.85
hrv,1937,3.75
hrv,1938,3.65
hrv,1939,3.55
hrv,1940,3.45
hrv,1941,3.34
hrv,1942,3.24
hrv,1943,3.14
hrv,1944,3.04
hrv,1945,2.94
hrv,1946,2.83
hrv,1947,2.73
hrv,1948,2.87
hrv,1949,3.1
hrv,1950,2.95
hrv,1951,2.9
hrv,1952,2.8
hrv,1953,2.71
hrv,1954,2.63
hrv,1955,2.56
hrv,1956,2.5
hrv,1957,2.45
hrv,1958,2.4
hrv,1959,2.37
hrv,1960,2.33
hrv,1961,2.3
hrv,1962,2.27
hrv,1963,2.24
hrv,1964,2.21
hrv,1965,2.18
hrv,1966,2.14
hrv,1967,2.1
hrv,1968,2.07
hrv,1969,2.04
hrv,1970,2.01
hrv,1971,1.99
hrv,1972,1.98
hrv,1973,1.97
hrv,1974,1.98
hrv,1975,1.99
hrv,1976,2
hrv,1977,2.01
hrv,1978,2.01
hrv,1979,2.01
hrv,1980,2
hrv,1981,1.99
hrv,1982,1.98
hrv,1983,1.96
hrv,1984,1.94
hrv,1985,1.92
hrv,1986,1.89
hrv,1987,1.84
hrv,1988,1.79
hrv,1989,1.73
hrv,1990,1.67
hrv,1991,1.62
hrv,1992,1.57
hrv,1993,1.54
hrv,1994,1.52
hrv,1995,1.52
hrv,1996,1.51
hrv,1997,1.51
hrv,1998,1.49
hrv,1999,1.47
hrv,2000,1.44
hrv,2001,1.42
hrv,2002,1.39
hrv,2003,1.38
hrv,2004,1.37
hrv,2005,1.38
hrv,2006,1.4
hrv,2007,1.41
hrv,2008,1.43
hrv,2009,1.45
hrv,2010,1.47
hrv,2011,1.48
hrv,2012,1.49
hrv,2013,1.5
hrv,2014,1.51
hrv,2015,1.52
cub,1800,5.78
cub,1801,5.78
cub,1802,5.78
cub,1803,5.78
cub,1804,5.78
cub,1805,5.78
cub,1806,5.78
cub,1807,5.78
cub,1808,5.78
cub,1809,5.78
cub,1810,5.78
cub,1811,5.78
cub,1812,5.78
cub,1813,5.78
cub,1814,5.78
cub,1815,5.78
cub,1816,5.78
cub,1817,5.78
cub,1818,5.78
cub,1819,5.78
cub,1820,5.78
cub,1821,5.78
cub,1822,5.78
cub,1823,5.78
cub,1824,5.78
cub,1825,5.78
cub,1826,5.78
cub,1827,5.78
cub,1828,5.78
cub,1829,5.78
cub,1830,5.78
cub,1831,5.78
cub,1832,5.78
cub,1833,5.78
cub,1834,5.78
cub,1835,5.78
cub,1836,5.78
cub,1837,5.78
cub,1838,5.78
cub,1839,5.78
cub,1840,5.78
cub,1841,5.78
cub,1842,5.78
cub,1843,5.78
cub,1844,5.78
cub,1845,5.78
cub,1846,5.78
cub,1847,5.78
cub,1848,5.78
cub,1849,5.78
cub,1850,5.78
cub,1851,5.78
cub,1852,5.78
cub,1853,5.78
cub,1854,5.78
cub,1855,5.78
cub,1856,5.78
cub,1857,5.78
cub,1858,5.78
cub,1859,5.78
cub,1860,5.78
cub,1861,5.78
cub,1862,5.78
cub,1863,5.78
cub,1864,5.78
cub,1865,5.78
cub,1866,5.78
cub,1867,5.78
cub,1868,5.78
cub,1869,5.78
cub,1870,5.78
cub,1871,5.78
cub,1872,5.78
cub,1873,5.78
cub,1874,5.78
cub,1875,5.78
cub,1876,5.78
cub,1877,5.78
cub,1878,5.78
cub,1879,5.78
cub,1880,5.78
cub,1881,5.78
cub,1882,5.78
cub,1883,5.78
cub,1884,5.78
cub,1885,5.78
cub,1886,5.78
cub,1887,5.78
cub,1888,5.78
cub,1889,5.78
cub,1890,5.78
cub,1891,5.58
cub,1892,5.39
cub,1893,5.19
cub,1894,4.99
cub,1895,4.8
cub,1896,4.6
cub,1897,4.4
cub,1898,4.21
cub,1899,4.01
cub,1900,4.55
cub,1901,5.09
cub,1902,5.63
cub,1903,5.67
cub,1904,5.7
cub,1905,5.74
cub,1906,5.78
cub,1907,5.82
cub,1908,5.82
cub,1909,5.81
cub,1910,5.81
cub,1911,5.81
cub,1912,5.8
cub,1913,5.8
cub,1914,5.8
cub,1915,5.79
cub,1916,5.79
cub,1917,5.79
cub,1918,5.78
cub,1919,5.78
cub,1920,5.67
cub,1921,5.57
cub,1922,5.46
cub,1923,5.35
cub,1924,5.25
cub,1925,5.14
cub,1926,5.03
cub,1927,4.93
cub,1928,4.82
cub,1929,4.71
cub,1930,4.61
cub,1931,4.5
cub,1932,4.46
cub,1933,4.42
cub,1934,4.38
cub,1935,4.33
cub,1936,4.29
cub,1937,4.25
cub,1938,4.21
cub,1939,4.17
cub,1940,4.13
cub,1941,4.08
cub,1942,4.04
cub,1943,4
cub,1944,4.11
cub,1945,4.22
cub,1946,4.32
cub,1947,4.43
cub,1948,4.54
cub,1949,4.65
cub,1950,4.76
cub,1951,4.56
cub,1952,4.22
cub,1953,3.96
cub,1954,3.78
cub,1955,3.68
cub,1956,3.67
cub,1957,3.72
cub,1958,3.84
cub,1959,4
cub,1960,4.18
cub,1961,4.36
cub,1962,4.51
cub,1963,4.61
cub,1964,4.64
cub,1965,4.62
cub,1966,4.54
cub,1967,4.43
cub,1968,4.31
cub,1969,4.18
cub,1970,4.03
cub,1971,3.86
cub,1972,3.65
cub,1973,3.4
cub,1974,3.13
cub,1975,2.84
cub,1976,2.57
cub,1977,2.33
cub,1978,2.13
cub,1979,1.99
cub,1980,1.89
cub,1981,1.84
cub,1982,1.83
cub,1983,1.83
cub,1984,1.83
cub,1985,1.84
cub,1986,1.84
cub,1987,1.83
cub,1988,1.81
cub,1989,1.79
cub,1990,1.75
cub,1991,1.72
cub,1992,1.68
cub,1993,1.65
cub,1994,1.63
cub,1995,1.61
cub,1996,1.61
cub,1997,1.61
cub,1998,1.62
cub,1999,1.62
cub,2000,1.63
cub,2001,1.63
cub,2002,1.62
cub,2003,1.61
cub,2004,1.59
cub,2005,1.57
cub,2006,1.55
cub,2007,1.52
cub,2008,1.5
cub,2009,1.48
cub,2010,1.47
cub,2011,1.46
cub,2012,1.45
cub,2013,1.45
cub,2014,1.45
cub,2015,1.45
cyp,1800,6.03
cyp,1801,6.03
cyp,1802,6.03
cyp,1803,6.03
cyp,1804,6.03
cyp,1805,6.03
cyp,1806,6.03
cyp,1807,6.03
cyp,1808,6.03
cyp,1809,6.03
cyp,1810,6.03
cyp,1811,6.03
cyp,1812,6.03
cyp,1813,6.03
cyp,1814,6.03
cyp,1815,6.03
cyp,1816,6.03
cyp,1817,6.03
cyp,1818,6.03
cyp,1819,6.03
cyp,1820,6.03
cyp,1821,6.03
cyp,1822,6.03
cyp,1823,6.03
cyp,1824,6.03
cyp,1825,6.03
cyp,1826,6.03
cyp,1827,6.03
cyp,1828,6.03
cyp,1829,6.03
cyp,1830,6.03
cyp,1831,6.03
cyp,1832,6.03
cyp,1833,6.03
cyp,1834,6.03
cyp,1835,6.03
cyp,1836,6.03
cyp,1837,6.03
cyp,1838,6.03
cyp,1839,6.03
cyp,1840,6.03
cyp,1841,6.03
cyp,1842,6.03
cyp,1843,6.03
cyp,1844,6.03
cyp,1845,6.03
cyp,1846,6.03
cyp,1847,6.03
cyp,1848,6.03
cyp,1849,6.03
cyp,1850,6.03
cyp,1851,6.03
cyp,1852,6.03
cyp,1853,6.03
cyp,1854,6.03
cyp,1855,6.03
cyp,1856,6.03
cyp,1857,6.03
cyp,1858,6.03
cyp,1859,6.03
cyp,1860,6.03
cyp,1861,6.03
cyp,1862,6.03
cyp,1863,6.03
cyp,1864,6.03
cyp,1865,6.03
cyp,1866,6.03
cyp,1867,6.03
cyp,1868,6.03
cyp,1869,6.03
cyp,1870,6.03
cyp,1871,6.03
cyp,1872,6.03
cyp,1873,6.03
cyp,1874,6.03
cyp,1875,6.03
cyp,1876,5.96
cyp,1877,5.88
cyp,1878,5.81
cyp,1879,5.73
cyp,1880,5.66
cyp,1881,5.58
cyp,1882,5.51
cyp,1883,5.44
cyp,1884,5.36
cyp,1885,5.29
cyp,1886,5.21
cyp,1887,5.14
cyp,1888,5.07
cyp,1889,4.99
cyp,1890,4.92
cyp,1891,4.84
cyp,1892,4.77
cyp,1893,4.69
cyp,1894,4.62
cyp,1895,4.55
cyp,1896,4.47
cyp,1897,4.4
cyp,1898,4.32
cyp,1899,4.25
cyp,1900,4.17
cyp,1901,4.1
cyp,1902,4.07
cyp,1903,4.03
cyp,1904,4
cyp,1905,3.97
cyp,1906,4.03
cyp,1907,4.1
cyp,1908,4.17
cyp,1909,4.23
cyp,1910,4.3
cyp,1911,4.36
cyp,1912,4.42
cyp,1913,4.48
cyp,1914,4.54
cyp,1915,4.6
cyp,1916,4.48
cyp,1917,4.36
cyp,1918,4.25
cyp,1919,4.13
cyp,1920,4.01
cyp,1921,3.9
cyp,1922,3.78
cyp,1923,3.66
cyp,1924,3.55
cyp,1925,3.43
cyp,1926,3.6
cyp,1927,3.78
cyp,1928,3.95
cyp,1929,4.13
cyp,1930,4.3
cyp,1931,4.31
cyp,1932,4.31
cyp,1933,4.32
cyp,1934,4.32
cyp,1935,4.33
cyp,1936,4.35
cyp,1937,4.37
cyp,1938,4.39
cyp,1939,4.41
cyp,1940,4.44
cyp,1941,4.37
cyp,1942,4.3
cyp,1943,4.23
cyp,1944,4.16
cyp,1945,4.09
cyp,1946,4.04
cyp,1947,3.99
cyp,1948,3.95
cyp,1949,3.9
cyp,1950,3.85
cyp,1951,3.81
cyp,1952,3.73
cyp,1953,3.66
cyp,1954,3.61
cyp,1955,3.57
cyp,1956,3.55
cyp,1957,3.53
cyp,1958,3.52
cyp,1959,3.51
cyp,1960,3.5
cyp,1961,3.47
cyp,1962,3.42
cyp,1963,3.35
cyp,1964,3.25
cyp,1965,3.13
cyp,1966,3.01
cyp,1967,2.89
cyp,1968,2.78
cyp,1969,2.69
cyp,1970,2.61
cyp,1971,2.55
cyp,1972,2.49
cyp,1973,2.44
cyp,1974,2.39
cyp,1975,2.35
cyp,1976,2.32
cyp,1977,2.31
cyp,1978,2.31
cyp,1979,2.33
cyp,1980,2.35
cyp,1981,2.39
cyp,1982,2.42
cyp,1983,2.44
cyp,1984,2.45
cyp,1985,2.46
cyp,1986,2.46
cyp,1987,2.45
cyp,1988,2.44
cyp,1989,2.43
cyp,1990,2.41
cyp,1991,2.38
cyp,1992,2.34
cyp,1993,2.28
cyp,1994,2.21
cyp,1995,2.12
cyp,1996,2.04
cyp,1997,1.95
cyp,1998,1.86
cyp,1999,1.78
cyp,2000,1.71
cyp,2001,1.66
cyp,2002,1.61
cyp,2003,1.58
cyp,2004,1.55
cyp,2005,1.53
cyp,2006,1.51
cyp,2007,1.5
cyp,2008,1.49
cyp,2009,1.49
cyp,2010,1.48
cyp,2011,1.47
cyp,2012,1.47
cyp,2013,1.46
cyp,2014,1.46
cyp,2015,1.46
cze,1800,5.33
cze,1801,5.32
cze,1802,5.31
cze,1803,5.3
cze,1804,5.3
cze,1805,5.29
cze,1806,5.28
cze,1807,5.28
cze,1808,5.27
cze,1809,5.26
cze,1810,5.25
cze,1811,5.25
cze,1812,5.24
cze,1813,5.23
cze,1814,5.22
cze,1815,5.22
cze,1816,5.21
cze,1817,5.2
cze,1818,5.19
cze,1819,5.19
cze,1820,5.18
cze,1821,5.17
cze,1822,5.16
cze,1823,5.16
cze,1824,5.15
cze,1825,5.14
cze,1826,5.14
cze,1827,5.14
cze,1828,5.14
cze,1829,5.14
cze,1830,5.14
cze,1831,5.14
cze,1832,5.14
cze,1833,5.14
cze,1834,5.14
cze,1835,5.14
cze,1836,5.14
cze,1837,5.14
cze,1838,5.14
cze,1839,5.14
cze,1840,5.14
cze,1841,5.15
cze,1842,5.15
cze,1843,5.15
cze,1844,5.15
cze,1845,5.15
cze,1846,5.15
cze,1847,5.15
cze,1848,5.15
cze,1849,5.15
cze,1850,5.15
cze,1851,5.14
cze,1852,5.13
cze,1853,5.12
cze,1854,5.11
cze,1855,5.11
cze,1856,5.1
cze,1857,5.09
cze,1858,5.08
cze,1859,5.07
cze,1860,5.07
cze,1861,5.07
cze,1862,5.08
cze,1863,5.09
cze,1864,5.1
cze,1865,5.1
cze,1866,5.11
cze,1867,5.12
cze,1868,5.13
cze,1869,5.14
cze,1870,5.14
cze,1871,5.14
cze,1872,5.13
cze,1873,5.12
cze,1874,5.11
cze,1875,5.1
cze,1876,5.09
cze,1877,5.08
cze,1878,5.07
cze,1879,5.07
cze,1880,5.06
cze,1881,5.04
cze,1882,5.03
cze,1883,5.02
cze,1884,5
cze,1885,4.99
cze,1886,4.97
cze,1887,4.96
cze,1888,4.95
cze,1889,4.93
cze,1890,4.92
cze,1891,4.91
cze,1892,4.9
cze,1893,4.9
cze,1894,4.89
cze,1895,4.88
cze,1896,4.88
cze,1897,4.87
cze,1898,4.86
cze,1899,4.85
cze,1900,4.85
cze,1901,4.76
cze,1902,4.68
cze,1903,4.6
cze,1904,4.52
cze,1905,4.44
cze,1906,4.36
cze,1907,4.27
cze,1908,4.19
cze,1909,4.11
cze,1910,4.03
cze,1911,3.92
cze,1912,3.82
cze,1913,3.71
cze,1914,3.6
cze,1915,3.5
cze,1916,3.39
cze,1917,3.28
cze,1918,3.18
cze,1919,3.07
cze,1920,2.96
cze,1921,3.04
cze,1922,2.88
cze,1923,2.77
cze,1924,2.59
cze,1925,2.48
cze,1926,2.39
cze,1927,2.24
cze,1928,2.21
cze,1929,2.12
cze,1930,2.15
cze,1931,2.03
cze,1932,1.97
cze,1933,1.83
cze,1934,1.77
cze,1935,1.68
cze,1936,1.66
cze,1937,1.69
cze,1938,1.82
cze,1939,1.94
cze,1940,2.21
cze,1941,2.26
cze,1942,2.42
cze,1943,2.78
cze,1944,2.8
cze,1945,2.67
cze,1946,3.25
cze,1947,3.05
cze,1948,2.89
cze,1949,2.74
cze,1950,2.85
cze,1951,2.8
cze,1952,2.71
cze,1953,2.63
cze,1954,2.56
cze,1955,2.5
cze,1956,2.45
cze,1957,2.4
cze,1958,2.37
cze,1959,2.34
cze,1960,2.3
cze,1961,2.27
cze,1962,2.23
cze,1963,2.18
cze,1964,2.12
cze,1965,2.07
cze,1966,2.03
cze,1967,2
cze,1968,1.99
cze,1969,2.01
cze,1970,2.05
cze,1971,2.1
cze,1972,2.15
cze,1973,2.21
cze,1974,2.26
cze,1975,2.29
cze,1976,2.31
cze,1977,2.3
cze,1978,2.28
cze,1979,2.23
cze,1980,2.18
cze,1981,2.12
cze,1982,2.07
cze,1983,2.02
cze,1984,1.99
cze,1985,1.97
cze,1986,1.95
cze,1987,1.93
cze,1988,1.91
cze,1989,1.87
cze,1990,1.82
cze,1991,1.76
cze,1992,1.68
cze,1993,1.59
cze,1994,1.49
cze,1995,1.39
cze,1996,1.31
cze,1997,1.23
cze,1998,1.18
cze,1999,1.14
cze,2000,1.13
cze,2001,1.14
cze,2002,1.17
cze,2003,1.2
cze,2004,1.25
cze,2005,1.3
cze,2006,1.35
cze,2007,1.39
cze,2008,1.43
cze,2009,1.47
cze,2010,1.5
cze,2011,1.53
cze,2012,1.55
cze,2013,1.57
cze,2014,1.58
cze,2015,1.6
dnk,1800,4.04
dnk,1801,4.04
dnk,1802,4.05
dnk,1803,4.05
dnk,1804,4.06
dnk,1805,4.06
dnk,1806,4.07
dnk,1807,4.07
dnk,1808,4.08
dnk,1809,4.09
dnk,1810,4.09
dnk,1811,4.1
dnk,1812,4.11
dnk,1813,4.12
dnk,1814,4.13
dnk,1815,4.14
dnk,1816,4.14
dnk,1817,4.15
dnk,1818,4.16
dnk,1819,4.17
dnk,1820,4.18
dnk,1821,4.19
dnk,1822,4.2
dnk,1823,4.21
dnk,1824,4.22
dnk,1825,4.23
dnk,1826,4.16
dnk,1827,4.1
dnk,1828,4.03
dnk,1829,3.97
dnk,1830,3.9
dnk,1831,3.92
dnk,1832,3.94
dnk,1833,3.96
dnk,1834,3.98
dnk,1835,4
dnk,1836,4.02
dnk,1837,4.04
dnk,1838,4.06
dnk,1839,4.08
dnk,1840,4.1
dnk,1841,4.12
dnk,1842,4.13
dnk,1843,4.15
dnk,1844,4.16
dnk,1845,4.17
dnk,1846,4.19
dnk,1847,4.2
dnk,1848,4.22
dnk,1849,4.23
dnk,1850,4.24
dnk,1851,4.06
dnk,1852,4.48
dnk,1853,4.27
dnk,1854,4.41
dnk,1855,4.31
dnk,1856,4.37
dnk,1857,4.44
dnk,1858,4.48
dnk,1859,4.53
dnk,1860,4.4
dnk,1861,4.27
dnk,1862,4.17
dnk,1863,4.17
dnk,1864,4.06
dnk,1865,4.21
dnk,1866,4.32
dnk,1867,4.09
dnk,1868,4.18
dnk,1869,3.96
dnk,1870,4.1
dnk,1871,4.06
dnk,1872,4.09
dnk,1873,4.16
dnk,1874,4.17
dnk,1875,4.31
dnk,1876,4.4
dnk,1877,4.36
dnk,1878,4.27
dnk,1879,4.3
dnk,1880,4.28
dnk,1881,4.34
dnk,1882,4.36
dnk,1883,4.29
dnk,1884,4.5
dnk,1885,4.39
dnk,1886,4.37
