geo,time,child_mortality_0_5_year_olds_dying_per_1000_born
dom,1984,75.5
dom,1985,72.7
dom,1986,70.1
dom,1987,67.5
dom,1988,65
dom,1989,62.6
dom,1990,60.2
dom,1991,57.8
dom,1992,55.5
dom,1993,53.3
dom,1994,51.2
dom,1995,49.2
dom,1996,47.3
dom,1997,45.6
dom,1998,44
dom,1999,42.5
dom,2000,41.3
dom,2001,40.1
dom,2002,39.1
dom,2003,38.3
dom,2004,37.5
dom,2005,36.8
dom,2006,36.1
dom,2007,35.5
dom,2008,35
dom,2009,34.4
dom,2010,33.9
dom,2011,33.4
dom,2012,32.9
dom,2013,32.3
dom,2014,31.6
dom,2015,30.9
ecu,1800,406
ecu,1801,406
ecu,1802,406
ecu,1803,406
ecu,1804,406
ecu,1805,406
ecu,1806,406
ecu,1807,406
ecu,1808,406
ecu,1809,406
ecu,1810,406
ecu,1811,406
ecu,1812,406
ecu,1813,406
ecu,1814,406
ecu,1815,406
ecu,1816,406
ecu,1817,406
ecu,1818,406
ecu,1819,406
ecu,1820,406
ecu,1821,406
ecu,1822,406
ecu,1823,406
ecu,1824,406
ecu,1825,406
ecu,1826,406
ecu,1827,406
ecu,1828,406
ecu,1829,406
ecu,1830,406
ecu,1831,406
ecu,1832,406
ecu,1833,406
ecu,1834,406
ecu,1835,406
ecu,1836,406
ecu,1837,406
ecu,1838,406
ecu,1839,406
ecu,1840,406
ecu,1841,406
ecu,1842,406
ecu,1843,406
ecu,1844,406
ecu,1845,406
ecu,1846,406
ecu,1847,406
ecu,1848,406
ecu,1849,406
ecu,1850,406
ecu,1851,406
ecu,1852,406
ecu,1853,406
ecu,1854,406
ecu,1855,406
ecu,1856,406
ecu,1857,406
ecu,1858,406
ecu,1859,406
ecu,1860,406
ecu,1861,406
ecu,1862,406
ecu,1863,406
ecu,1864,406
ecu,1865,406
ecu,1866,406
ecu,1867,406
ecu,1868,406
ecu,1869,406
ecu,1870,406
ecu,1871,406
ecu,1872,406
ecu,1873,406
ecu,1874,406
ecu,1875,406
ecu,1876,406
ecu,1877,406
ecu,1878,406
ecu,1879,406
ecu,1880,406
ecu,1881,406
ecu,1882,406
ecu,1883,406
ecu,1884,406
ecu,1885,406
ecu,1886,406
ecu,1887,406
ecu,1888,406
ecu,1889,406
ecu,1890,406
ecu,1891,406
ecu,1892,406
ecu,1893,406
ecu,1894,405.9
ecu,1895,405.9
ecu,1896,405.9
ecu,1897,405.8
ecu,1898,405.6
ecu,1899,405.4
ecu,1900,405.1
ecu,1901,404.7
ecu,1902,404.3
ecu,1903,403.9
ecu,1904,403.3
ecu,1905,402.7
ecu,1906,402
ecu,1907,401.3
ecu,1908,400.5
ecu,1909,399.7
ecu,1910,398.8
ecu,1911,397.9
ecu,1912,396.9
ecu,1913,396
ecu,1914,395
ecu,1915,394.1
ecu,1916,393.2
ecu,1917,392.3
ecu,1918,391.5
ecu,1919,390.6
ecu,1920,389.7
ecu,1921,388.9
ecu,1922,388
ecu,1923,387.1
ecu,1924,386.3
ecu,1925,385.4
ecu,1926,384.6
ecu,1927,383.7
ecu,1928,382.8
ecu,1929,381.9
ecu,1930,381.1
ecu,1931,380.2
ecu,1932,379.3
ecu,1933,378.5
ecu,1934,377.6
ecu,1935,376.7
ecu,1936,375.9
ecu,1937,375
ecu,1938,374.1
ecu,1939,373.2
ecu,1940,357.5
ecu,1941,342.2
ecu,1942,327.4
ecu,1943,313
ecu,1944,299
ecu,1945,285.4
ecu,1946,276.4
ecu,1947,267.8
ecu,1948,259.4
ecu,1949,251.3
ecu,1950,243.5
ecu,1951,235.9
ecu,1952,228.5
ecu,1953,221.4
ecu,1954,214.5
ecu,1955,207.8
ecu,1956,201.7
ecu,1957,195.8
ecu,1958,190.1
ecu,1959,184.5
ecu,1960,179.2
ecu,1961,174.1
ecu,1962,169.2
ecu,1963,164.3
ecu,1964,159.9
ecu,1965,155.6
ecu,1966,151.8
ecu,1967,148.2
ecu,1968,144.9
ecu,1969,141.4
ecu,1970,138
ecu,1971,134.3
ecu,1972,130.3
ecu,1973,126
ecu,1974,121.3
ecu,1975,116.6
ecu,1976,111.8
ecu,1977,107.2
ecu,1978,102.6
ecu,1979,98.3
ecu,1980,93.9
ecu,1981,89.5
ecu,1982,85
ecu,1983,80.7
ecu,1984,76.6
ecu,1985,72.7
ecu,1986,69.1
ecu,1987,65.7
ecu,1988,62.6
ecu,1989,59.7
ecu,1990,56.9
ecu,1991,54.1
ecu,1992,51.5
ecu,1993,48.8
ecu,1994,46.3
ecu,1995,43.9
ecu,1996,41.6
ecu,1997,39.6
ecu,1998,37.7
ecu,1999,35.9
ecu,2000,34.4
ecu,2001,33.1
ecu,2002,31.9
ecu,2003,30.9
ecu,2004,30
ecu,2005,29.1
ecu,2006,28.3
ecu,2007,27.5
ecu,2008,26.8
ecu,2009,26
ecu,2010,25.2
ecu,2011,24.5
ecu,2012,23.7
ecu,2013,23
ecu,2014,22.3
ecu,2015,21.6
egy,1800,404.7
egy,1801,404.7
egy,1802,404.7
egy,1803,404.7
egy,1804,404.7
egy,1805,404.7
egy,1806,404.7
egy,1807,404.7
egy,1808,404.7
egy,1809,404.7
egy,1810,404.7
egy,1811,404.7
egy,1812,404.7
egy,1813,404.7
egy,1814,404.7
egy,1815,404.7
egy,1816,404.7
egy,1817,404.7
egy,1818,404.7
egy,1819,404.7
egy,1820,404.7
egy,1821,404.7
egy,1822,404.7
egy,1823,404.7
egy,1824,404.7
egy,1825,404.7
egy,1826,404.7
egy,1827,404.7
egy,1828,404.7
egy,1829,404.7
egy,1830,404.7
egy,1831,404.7
egy,1832,404.7
egy,1833,404.7
egy,1834,404.7
egy,1835,404.7
egy,1836,404.7
egy,1837,404.7
egy,1838,404.7
egy,1839,404.7
egy,1840,404.7
egy,1841,404.7
egy,1842,404.7
egy,1843,404.7
egy,1844,404.7
egy,1845,404.7
egy,1846,404.7
egy,1847,404.7
egy,1848,404.7
egy,1849,404.7
egy,1850,404.7
egy,1851,404.7
egy,1852,404.7
egy,1853,404.7
egy,1854,404.7
egy,1855,404.7
egy,1856,404.7
egy,1857,404.7
egy,1858,404.7
egy,1859,404.7
egy,1860,404.7
egy,1861,404.7
egy,1862,404.7
egy,1863,404.7
egy,1864,404.7
egy,1865,404.7
egy,1866,404.7
egy,1867,404.7
egy,1868,404.7
egy,1869,404.7
egy,1870,404.7
egy,1871,404.7
egy,1872,404.7
egy,1873,404.7
egy,1874,404.7
egy,1875,404.7
egy,1876,404.7
egy,1877,404.7
egy,1878,404.7
egy,1879,404.7
egy,1880,404.7
egy,1881,404.7
egy,1882,404.7
egy,1883,404.7
egy,1884,404.7
egy,1885,404.7
egy,1886,404.7
egy,1887,404.7
egy,1888,404.7
egy,1889,404.7
egy,1890,404.7
egy,1891,404.7
egy,1892,404.7
egy,1893,404.7
egy,1894,404.7
egy,1895,404.6
egy,1896,404.6
egy,1897,404.5
egy,1898,404.3
egy,1899,404.1
egy,1900,403.8
egy,1901,403.5
egy,1902,403.1
egy,1903,402.6
egy,1904,402
egy,1905,401.4
egy,1906,400.8
egy,1907,400.1
egy,1908,399.3
egy,1909,398.4
egy,1910,397.5
egy,1911,396.6
egy,1912,395.7
egy,1913,394.7
egy,1914,393.8
egy,1915,392.8
egy,1916,392.1
egy,1917,391.4
egy,1918,390.7
egy,1919,390
egy,1920,389.2
egy,1921,388.5
egy,1922,387.8
egy,1923,387.1
egy,1924,386.4
egy,1925,385.6
egy,1926,384.9
egy,1927,384.2
egy,1928,411.7
egy,1929,412.1
egy,1930,354.2
egy,1931,387.3
egy,1932,404.8
egy,1933,388.2
egy,1934,397.1
egy,1935,376
egy,1936,398
egy,1937,359.6
egy,1938,355.4
egy,1939,341.4
egy,1940,358.6
egy,1941,343.4
egy,1942,403.1
egy,1943,410.9
egy,1944,367.1
egy,1945,379.1
egy,1946,377.2
egy,1947,375.3
egy,1948,373.4
egy,1949,371.6
egy,1950,369.7
egy,1951,367.8
egy,1952,366
egy,1953,364.1
egy,1954,362.3
egy,1955,360.5
egy,1956,350.8
egy,1957,341.3
egy,1958,331.7
egy,1959,322.2
egy,1960,312.8
egy,1961,302.9
egy,1962,293.1
egy,1963,283.5
egy,1964,274.8
egy,1965,266.9
egy,1966,260.3
egy,1967,254.8
egy,1968,250.2
egy,1969,246.4
egy,1970,242.9
egy,1971,239.4
egy,1972,235.2
egy,1973,229.7
egy,1974,222.9
egy,1975,214.7
egy,1976,205.7
egy,1977,196.2
egy,1978,186.6
egy,1979,177
egy,1980,167.6
egy,1981,158.1
egy,1982,148.4
egy,1983,138.5
egy,1984,128.5
egy,1985,118.8
egy,1986,110.1
egy,1987,102.5
egy,1988,96
egy,1989,90.6
egy,1990,85.9
egy,1991,81.7
egy,1992,77.5
egy,1993,73.3
egy,1994,68.9
egy,1995,64.6
egy,1996,60.4
egy,1997,56.5
egy,1998,52.8
egy,1999,49.5
egy,2000,46.5
egy,2001,43.8
egy,2002,41.4
egy,2003,39.2
egy,2004,37.3
egy,2005,35.6
egy,2006,34.1
egy,2007,32.7
egy,2008,31.4
egy,2009,30.2
egy,2010,29
egy,2011,27.9
egy,2012,26.8
egy,2013,25.8
egy,2014,24.8
egy,2015,24
slv,1800,461.6
slv,1801,461.6
slv,1802,461.6
slv,1803,461.6
slv,1804,461.6
slv,1805,461.6
slv,1806,461.6
slv,1807,461.6
slv,1808,461.6
slv,1809,461.6
slv,1810,461.6
slv,1811,461.6
slv,1812,461.6
slv,1813,461.6
slv,1814,461.6
slv,1815,461.6
slv,1816,461.6
slv,1817,461.6
slv,1818,461.6
slv,1819,461.6
slv,1820,461.6
slv,1821,461.6
slv,1822,461.6
slv,1823,461.6
slv,1824,461.6
slv,1825,461.6
slv,1826,461.6
slv,1827,461.6
slv,1828,461.6
slv,1829,461.6
slv,1830,461.6
slv,1831,461.6
slv,1832,461.6
slv,1833,461.6
slv,1834,461.6
slv,1835,461.6
slv,1836,461.6
slv,1837,461.6
slv,1838,461.6
slv,1839,461.6
slv,1840,461.6
slv,1841,461.6
slv,1842,461.6
slv,1843,461.6
slv,1844,461.6
slv,1845,461.6
slv,1846,461.6
slv,1847,461.6
slv,1848,461.6
slv,1849,461.6
slv,1850,461.6
slv,1851,461.6
slv,1852,461.6
slv,1853,461.6
slv,1854,461.6
slv,1855,461.6
slv,1856,461.6
slv,1857,461.6
slv,1858,461.6
slv,1859,461.6
slv,1860,461.6
slv,1861,461.6
slv,1862,461.6
slv,1863,461.6
slv,1864,461.6
slv,1865,461.6
slv,1866,461.6
slv,1867,461.6
slv,1868,461.6
slv,1869,461.6
slv,1870,461.6
slv,1871,461.6
slv,1872,461.6
slv,1873,461.6
slv,1874,461.6
slv,1875,461.6
slv,1876,461.6
slv,1877,461.6
slv,1878,461.6
slv,1879,461.6
slv,1880,461.6
slv,1881,461.6
slv,1882,461.6
slv,1883,461.6
slv,1884,461.6
slv,1885,461.6
slv,1886,461.6
slv,1887,461.6
slv,1888,461.6
slv,1889,461.6
slv,1890,461.6
slv,1891,461.6
slv,1892,461.6
slv,1893,461.6
slv,1894,461.6
slv,1895,461.6
slv,1896,461.5
slv,1897,461.4
slv,1898,461.2
slv,1899,460.9
slv,1900,460.6
slv,1901,460.2
slv,1902,459.7
slv,1903,459.2
slv,1904,458.6
slv,1905,457.9
slv,1906,457.1
slv,1907,456.3
slv,1908,455.4
slv,1909,454.4
slv,1910,453.4
slv,1911,452.4
slv,1912,451.3
slv,1913,450.2
slv,1914,449.1
slv,1915,448.1
slv,1916,446.9
slv,1917,445.9
slv,1918,444.7
slv,1919,443.6
slv,1920,442.5
slv,1921,441.4
slv,1922,440.3
slv,1923,439.2
slv,1924,438.1
slv,1925,437
slv,1926,435.9
slv,1927,434.8
slv,1928,433.6
slv,1929,432.5
slv,1930,431.4
slv,1931,421.3
slv,1932,410.2
slv,1933,400.5
slv,1934,390.9
slv,1935,381.6
slv,1936,371.3
slv,1937,362.3
slv,1938,353.4
slv,1939,343.7
slv,1940,335.1
slv,1941,326.8
slv,1942,318.6
slv,1943,309.4
slv,1944,301.5
slv,1945,293.7
slv,1946,283.8
slv,1947,274.2
slv,1948,264.9
slv,1949,256
slv,1950,247.3
slv,1951,239
slv,1952,230.9
slv,1953,223.1
slv,1954,215.6
slv,1955,208.3
slv,1956,204
slv,1957,199.5
slv,1958,195.1
slv,1959,191
slv,1960,186.9
slv,1961,183.3
slv,1962,179.6
slv,1963,176
slv,1964,172.7
slv,1965,169.5
slv,1966,166.4
slv,1967,163.5
slv,1968,160.7
slv,1969,158
slv,1970,155.1
slv,1971,152.1
slv,1972,148.9
slv,1973,145.5
slv,1974,141.7
slv,1975,137.4
slv,1976,132.7
slv,1977,127.8
slv,1978,122.4
slv,1979,116.7
slv,1980,110.7
slv,1981,104.5
slv,1982,98.2
slv,1983,92
slv,1984,86
slv,1985,80.4
slv,1986,75.2
slv,1987,70.6
slv,1988,66.5
slv,1989,62.8
slv,1990,59.4
slv,1991,56.3
slv,1992,53.2
slv,1993,50.3
slv,1994,47.4
slv,1995,44.5
slv,1996,41.7
slv,1997,39.1
slv,1998,36.6
slv,1999,34.4
slv,2000,32.4
slv,2001,30.6
slv,2002,29
slv,2003,27.5
slv,2004,26.1
slv,2005,24.8
slv,2006,23.6
slv,2007,22.6
slv,2008,21.6
slv,2009,20.8
slv,2010,20
slv,2011,19.3
slv,2012,18.6
slv,2013,18
slv,2014,17.4
slv,2015,16.8
gnq,1800,446.5
gnq,1801,446.5
gnq,1802,446.5
gnq,1803,446.5
gnq,1804,446.5
gnq,1805,446.5
gnq,1806,446.5
gnq,1807,446.5
gnq,1808,446.5
gnq,1809,446.5
gnq,1810,446.5
gnq,1811,446.5
gnq,1812,446.5
gnq,1813,446.5
gnq,1814,446.5
gnq,1815,446.5
gnq,1816,446.5
gnq,1817,446.5
gnq,1818,446.5
gnq,1819,446.5
gnq,1820,446.5
gnq,1821,446.5
gnq,1822,446.5
gnq,1823,446.5
gnq,1824,446.5
gnq,1825,446.5
gnq,1826,446.5
gnq,1827,446.5
gnq,1828,446.5
gnq,1829,446.5
gnq,1830,446.5
gnq,1831,446.5
gnq,1832,446.5
gnq,1833,446.5
gnq,1834,446.5
gnq,1835,446.5
gnq,1836,446.5
gnq,1837,446.5
gnq,1838,446.5
gnq,1839,446.5
gnq,1840,446.5
gnq,1841,446.5
gnq,1842,446.5
gnq,1843,446.5
gnq,1844,446.5
gnq,1845,446.5
gnq,1846,446.5
gnq,1847,446.5
gnq,1848,446.5
gnq,1849,446.5
gnq,1850,446.5
gnq,1851,446.5
gnq,1852,446.5
gnq,1853,446.5
gnq,1854,446.5
gnq,1855,446.5
gnq,1856,446.5
gnq,1857,446.5
gnq,1858,446.5
gnq,1859,446.5
gnq,1860,446.5
gnq,1861,446.5
gnq,1862,446.5
gnq,1863,446.5
gnq,1864,446.5
gnq,1865,446.5
gnq,1866,446.5
gnq,1867,446.5
gnq,1868,446.5
gnq,1869,446.5
gnq,1870,446.5
gnq,1871,446.5
gnq,1872,446.5
gnq,1873,446.5
gnq,1874,446.5
gnq,1875,446.5
gnq,1876,446.5
gnq,1877,446.5
gnq,1878,446.5
gnq,1879,446.5
gnq,1880,446.5
gnq,1881,446.5
gnq,1882,446.5
gnq,1883,446.5
gnq,1884,446.5
gnq,1885,446.5
gnq,1886,446.5
gnq,1887,446.5
gnq,1888,446.5
gnq,1889,446.5
gnq,1890,446.5
gnq,1891,446.5
gnq,1892,446.5
gnq,1893,446.5
gnq,1894,446.5
gnq,1895,446.5
gnq,1896,446.4
gnq,1897,446.3
gnq,1898,446.1
gnq,1899,445.9
gnq,1900,445.6
gnq,1901,445.2
gnq,1902,444.7
gnq,1903,444.2
gnq,1904,443.6
gnq,1905,442.9
gnq,1906,442.2
gnq,1907,441.4
gnq,1908,440.5
gnq,1909,439.6
gnq,1910,438.6
gnq,1911,437.6
gnq,1912,436.6
gnq,1913,435.5
gnq,1914,434.5
gnq,1915,433.4
gnq,1916,432.4
gnq,1917,431.3
gnq,1918,430.3
gnq,1919,429.2
gnq,1920,428.2
gnq,1921,427.1
gnq,1922,426.1
gnq,1923,425
gnq,1924,424
gnq,1925,422.9
gnq,1926,421.9
gnq,1927,420.8
gnq,1928,419.8
gnq,1929,418.8
gnq,1930,417.7
gnq,1931,416.6
gnq,1932,415.6
gnq,1933,414.6
gnq,1934,413.5
gnq,1935,412.5
gnq,1936,411.4
gnq,1937,410.4
gnq,1938,409.3
gnq,1939,408.3
gnq,1940,407.2
gnq,1941,406.2
gnq,1942,405.1
gnq,1943,404.2
gnq,1944,403.2
gnq,1945,402.3
gnq,1946,391.7
gnq,1947,381.4
gnq,1948,371.2
gnq,1949,360.1
gnq,1950,350.4
gnq,1951,348.4
gnq,1952,344.4
gnq,1953,339.9
gnq,1954,334.9
gnq,1955,329.6
gnq,1956,324
gnq,1957,317.9
gnq,1958,311.6
gnq,1959,305.3
gnq,1960,299
gnq,1961,292.8
gnq,1962,286.7
gnq,1963,280.6
gnq,1964,274.5
gnq,1965,268.4
gnq,1966,262.3
gnq,1967,256.2
gnq,1968,250.4
gnq,1969,244.2
gnq,1970,239.2
gnq,1971,234.5
gnq,1972,230.2
gnq,1973,229.3
gnq,1974,228.5
gnq,1975,227.6
gnq,1976,226.8
gnq,1977,225.9
gnq,1978,225.1
gnq,1979,224.3
gnq,1980,234.8
gnq,1981,228.7
gnq,1982,221.8
gnq,1983,217.5
gnq,1984,213.1
gnq,1985,209.1
gnq,1986,205.1
gnq,1987,201.4
gnq,1988,197.5
gnq,1989,193.6
gnq,1990,189.5
gnq,1991,185.8
gnq,1992,182
gnq,1993,178.3
gnq,1994,174.6
gnq,1995,171.2
gnq,1996,167.6
gnq,1997,163.9
gnq,1998,160.1
gnq,1999,156.1
gnq,2000,152.1
gnq,2001,147.9
gnq,2002,143.8
gnq,2003,139.6
gnq,2004,135.4
gnq,2005,131.2
gnq,2006,126.9
gnq,2007,122.7
gnq,2008,118.4
gnq,2009,114.6
gnq,2010,110.9
gnq,2011,107.3
gnq,2012,103.7
gnq,2013,100.3
gnq,2014,97.4
gnq,2015,94.1
eri,1800,441.1
eri,1801,441.1
eri,1802,441.1
eri,1803,441.1
eri,1804,441.1
eri,1805,441.1
eri,1806,441.1
eri,1807,441.1
eri,1808,441.1
eri,1809,441.1
eri,1810,441.1
eri,1811,441.1
eri,1812,441.1
eri,1813,441.1
eri,1814,441.1
eri,1815,441.1
eri,1816,441.1
eri,1817,441.1
eri,1818,441.1
eri,1819,441.1
eri,1820,441.1
eri,1821,441.1
eri,1822,441.1
eri,1823,441.1
eri,1824,441.1
eri,1825,441.1
eri,1826,441.1
eri,1827,441.1
eri,1828,441.1
eri,1829,441.1
eri,1830,441.1
eri,1831,441.1
eri,1832,441.1
eri,1833,441.1
eri,1834,441.1
eri,1835,441.1
eri,1836,441.1
eri,1837,441.1
eri,1838,441.1
eri,1839,441.1
eri,1840,441.1
eri,1841,441.1
eri,1842,441.1
eri,1843,441.1
eri,1844,441.1
eri,1845,441.1
eri,1846,441.1
eri,1847,441.1
eri,1848,441.1
eri,1849,441.1
eri,1850,441.1
eri,1851,441.1
eri,1852,441.1
eri,1853,441.1
eri,1854,441.1
eri,1855,441.1
eri,1856,441.1
eri,1857,441.1
eri,1858,441.1
eri,1859,441.1
eri,1860,441.1
eri,1861,441.1
eri,1862,441.1
eri,1863,441.1
eri,1864,441.1
eri,1865,441.1
eri,1866,441.1
eri,1867,441.1
eri,1868,441.1
eri,1869,441.1
eri,1870,441.1
eri,1871,441.1
eri,1872,441.1
eri,1873,441.1
eri,1874,441.1
eri,1875,441.1
eri,1876,441.1
eri,1877,441.1
eri,1878,441.1
eri,1879,441.1
eri,1880,441.1
eri,1881,441.1
eri,1882,441.1
eri,1883,441.1
eri,1884,441.1
eri,1885,441.1
eri,1886,441.1
eri,1887,441.1
eri,1888,441.1
eri,1889,441.1
eri,1890,441.1
eri,1891,441.1
eri,1892,441.1
eri,1893,441.1
eri,1894,441.1
eri,1895,441.1
eri,1896,441
eri,1897,440.9
eri,1898,440.7
eri,1899,440.5
eri,1900,440.2
eri,1901,439.8
eri,1902,439.3
eri,1903,438.8
eri,1904,438.2
eri,1905,437.6
eri,1906,436.9
eri,1907,436.1
eri,1908,435.2
eri,1909,434.3
eri,1910,433.3
eri,1911,432.3
eri,1912,431.3
eri,1913,430.3
eri,1914,429.2
eri,1915,428.2
eri,1916,427.1
eri,1917,426.1
eri,1918,425.1
eri,1919,424
eri,1920,423
eri,1921,422
eri,1922,420.9
eri,1923,419.9
eri,1924,418.9
eri,1925,417.8
eri,1926,416.8
eri,1927,415.8
eri,1928,414.7
eri,1929,413.7
eri,1930,412.7
eri,1931,411.6
eri,1932,410.6
eri,1933,409.6
eri,1934,408.5
eri,1935,407.7
eri,1936,406.9
eri,1937,406.1
eri,1938,405.3
eri,1939,404.5
eri,1940,403.7
eri,1941,402.9
eri,1942,402.1
eri,1943,401.3
eri,1944,400.5
eri,1945,399.6
eri,1946,385.7
eri,1947,373.2
eri,1948,359.9
eri,1949,348
eri,1950,335.4
eri,1951,333.6
eri,1952,331.9
eri,1953,328.6
eri,1954,324.9
eri,1955,320.9
eri,1956,316.5
eri,1957,311.6
eri,1958,306.4
eri,1959,301.3
eri,1960,292.4
eri,1961,283.7
eri,1962,275.3
eri,1963,267.2
eri,1964,259.3
eri,1965,251.6
eri,1966,244.2
eri,1967,236.9
eri,1968,229.9
eri,1969,223.1
eri,1970,221.4
eri,1971,219.5
eri,1972,217.7
eri,1973,215.5
eri,1974,213.1
eri,1975,208.8
eri,1976,204.7
eri,1977,200.8
eri,1978,197.1
eri,1979,193.9
eri,1980,191
eri,1981,188.2
eri,1982,185.3
eri,1983,182.3
eri,1984,179.1
eri,1985,175.7
eri,1986,171.8
eri,1987,167.5
eri,1988,162.7
eri,1989,157.3
eri,1990,151.4
eri,1991,145
eri,1992,138.2
eri,1993,131.2
eri,1994,124.1
eri,1995,117.3
eri,1996,110.8
eri,1997,104.8
eri,1998,99.2
eri,1999,94
eri,2000,89.1
eri,2001,84.6
eri,2002,80.4
eri,2003,76.5
eri,2004,72.9
eri,2005,69.5
eri,2006,66.3
eri,2007,63.2
eri,2008,60.4
eri,2009,57.9
eri,2010,55.6
eri,2011,53.5
eri,2012,51.6
eri,2013,49.7
eri,2014,48.1
eri,2015,46.5
est,1800,362.1
est,1801,362.1
est,1802,362.1
est,1803,362.1
est,1804,362.1
est,1805,362.1
est,1806,362.1
est,1807,362.1
est,1808,362.1
est,1809,362.1
est,1810,362.1
est,1811,362.1
est,1812,362.1
est,1813,362.1
est,1814,362.1
est,1815,362.1
est,1816,362.1
est,1817,362.1
est,1818,362.1
est,1819,362.1
est,1820,362.1
est,1821,362.1
est,1822,362.1
est,1823,362.1
est,1824,362.1
est,1825,362.1
est,1826,362.1
est,1827,362.1
est,1828,362.1
est,1829,362.1
est,1830,362.1
est,1831,362.1
est,1832,362.1
est,1833,362.1
est,1834,362.1
est,1835,362.1
est,1836,362.1
est,1837,362.1
est,1838,362.1
est,1839,362.1
est,1840,362.1
est,1841,362.1
est,1842,362.1
est,1843,362.1
est,1844,362.1
est,1845,362.1
est,1846,362.1
est,1847,362.1
est,1848,362.1
est,1849,362.1
est,1850,362.1
est,1851,362.1
est,1852,362.1
est,1853,362.1
est,1854,362.1
est,1855,362.1
est,1856,362.1
est,1857,362.1
est,1858,362.1
est,1859,362.1
est,1860,362.1
est,1861,359.8
est,1862,357.4
est,1863,356.3
est,1864,354
est,1865,351.7
est,1866,349.4
est,1867,348.2
est,1868,345.9
est,1869,343.6
est,1870,341.4
est,1871,340.2
est,1872,338
est,1873,335.7
est,1874,333.5
est,1875,332.4
est,1876,330.1
est,1877,327.9
est,1878,325.7
est,1879,324.6
est,1880,322.4
est,1881,320.2
est,1882,318
est,1883,317
est,1884,314.8
est,1885,312.6
est,1886,310.4
est,1887,309.4
est,1888,307.2
est,1889,305.1
est,1890,303
est,1891,301.9
est,1892,299.8
est,1893,297.7
est,1894,295.6
est,1895,294.5
est,1896,292.4
est,1897,290.2
est,1898,290.1
est,1899,288.9
est,1900,288.7
est,1901,284.4
est,1902,280
est,1903,275.6
est,1904,271.2
est,1905,266.8
est,1906,263.4
est,1907,259
est,1908,254.6
est,1909,250.2
est,1910,245.8
est,1911,241.5
est,1912,237.2
est,1913,232.9
est,1914,228.7
est,1915,224.5
est,1916,220.3
est,1917,217.1
est,1918,213.1
est,1919,209.1
est,1920,205.1
est,1921,201.1
est,1922,197.2
est,1923,193.4
est,1924,190.4
est,1925,186.6
est,1926,183.6
est,1927,179.9
est,1928,177
est,1929,173.4
est,1930,170.6
est,1931,167
est,1932,164.3
est,1933,160.8
est,1934,158.1
est,1935,154.6
est,1936,150.5
est,1937,145.7
est,1938,141.6
est,1939,137.7
est,1940,133
est,1941,129.2
est,1942,125.4
est,1943,121
est,1944,117.3
est,1945,113
est,1946,109.5
est,1947,106
est,1948,101.9
est,1949,98.5
est,1950,91.06
est,1951,84.17
est,1952,77.81
est,1953,71.93
est,1954,66.5
est,1955,61.47
est,1956,56.82
est,1957,52.53
est,1958,48.56
est,1959,44.89
est,1960,45.06
est,1961,39.87
est,1962,35.88
est,1963,35.58
est,1964,36.22
est,1965,29.98
est,1966,28.76
est,1967,27.82
est,1968,28
est,1969,25.93
est,1970,27.16
est,1971,26.31
est,1972,24.14
est,1973,24.33
est,1974,26.68
est,1975,26.22
est,1976,26.44
est,1977,27.2
est,1978,25.52
est,1979,27.69
est,1980,27.1
est,1981,26.2
est,1982,25.3
est,1983,24.5
est,1984,23.8
est,1985,23.1
est,1986,22.6
est,1987,22
est,1988,21.5
est,1989,20.9
est,1990,20.2
est,1991,19.5
est,1992,18.7
est,1993,17.8
est,1994,16.8
est,1995,15.8
est,1996,14.8
est,1997,13.8
est,1998,12.8
est,1999,11.9
est,2000,11
est,2001,10.2
est,2002,9.4
est,2003,8.6
est,2004,7.9
est,2005,7.3
est,2006,6.7
est,2007,6.1
est,2008,5.5
est,2009,5
est,2010,4.5
est,2011,4.1
est,2012,3.7
est,2013,3.4
est,2014,3.2
est,2015,3
eth,1800,447.9
eth,1801,447.9
eth,1802,447.9
eth,1803,447.9
eth,1804,447.9
eth,1805,447.9
eth,1806,447.9
eth,1807,447.9
eth,1808,447.9
eth,1809,447.9
eth,1810,447.9
eth,1811,447.9
eth,1812,447.9
eth,1813,447.9
eth,1814,447.9
eth,1815,447.9
eth,1816,447.9
eth,1817,447.9
eth,1818,447.9
eth,1819,447.9
eth,1820,447.9
eth,1821,447.9
eth,1822,447.9
eth,1823,447.9
eth,1824,447.9
eth,1825,447.9
eth,1826,447.9
eth,1827,447.9
eth,1828,447.9
eth,1829,447.9
eth,1830,447.9
eth,1831,447.9
eth,1832,447.9
eth,1833,447.9
eth,1834,447.9
eth,1835,447.9
eth,1836,447.9
eth,1837,447.9
eth,1838,447.9
eth,1839,447.9
eth,1840,447.9
eth,1841,447.9
eth,1842,447.9
eth,1843,447.9
eth,1844,447.9
eth,1845,447.9
eth,1846,447.9
eth,1847,447.9
eth,1848,447.9
eth,1849,447.9
eth,1850,447.9
eth,1851,447.9
eth,1852,447.9
eth,1853,447.9
eth,1854,447.9
eth,1855,447.9
eth,1856,447.9
eth,1857,447.9
eth,1858,447.9
eth,1859,447.9
eth,1860,447.9
eth,1861,447.9
eth,1862,447.9
eth,1863,447.9
eth,1864,447.9
eth,1865,447.9
eth,1866,447.9
eth,1867,447.9
eth,1868,447.9
eth,1869,447.9
eth,1870,447.9
eth,1871,447.9
eth,1872,447.9
eth,1873,447.9
eth,1874,447.9
eth,1875,447.9
eth,1876,447.9
eth,1877,447.9
eth,1878,447.9
