SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016
040,3,5,24,Maryland,5773552,5773786,5788584,5843603,5889651,5931129,5967295,5994983,6016447,14798,55019,46048,41478,36166,27688,21464,18462,73541,72732,72355,72756,73859,73321,10626,43675,43464,45739,44753,48446,50036,7836,29866,29268,26616,28003,25413,23285,6294,25655,25599,23876,26088,27472,26408,788,527,-8270,-9192,-16232,-24906,-26232,7082,26182,17329,14684,9856,2566,176,-120,-1029,-549,178,-1693,-291,-1997,12.644397825,12.397583825,12.242000951,12.2295188,12.348651319,12.208538034,7.5093359486,7.4086864565,7.7387448206,7.5225088634,8.099795039,8.331397677,5.1350618762,4.9888973681,4.5032561303,4.7070099368,4.2488562797,3.8771403571,4.4110363769,4.3634954123,4.0396657412,4.385118567,4.5931050925,4.3971450527,0.0906106479,-1.409668622,-1.55522732,-2.728428572,-4.164089816,-4.367839633,4.5016470248,2.9538267901,2.4844384212,1.6566899952,0.4290152762,0.0293054199
040,1,1,25,Massachusetts,6547629,6547813,6565524,6611923,6658008,6706786,6749911,6784240,6811779,17711,46399,46085,48778,43125,34329,27539,18644,73191,72214,72162,71940,71945,72024,12290,54026,52418,54804,54741,56119,57563,6354,19165,19796,17358,17199,15826,14461,7581,34572,35460,35960,40091,41526,40898,3720,-4679,-8675,-3709,-11569,-22087,-25606,11301,29893,26785,32251,28522,19439,15292,56,-2659,-496,-831,-2596,-936,-2214,11.108525043,10.883854633,10.798819645,10.692073991,10.631623661,10.594866041,8.1997673753,7.9002671529,8.2012487435,8.1358746504,8.2929472266,8.4676257072,2.9087576676,2.9835874806,2.5975709016,2.5561993407,2.3386764342,2.1272403341,5.2471468866,5.344413622,5.3813025476,5.9585201331,6.1364765326,6.0161728224,-0.710152733,-1.307467236,-0.555040355,-1.719441257,-3.26389147,-3.766690823,4.5369941537,4.0369463865,4.826262193,4.2390788765,2.8725850628,2.2494819991
040,2,3,26,Michigan,9883640,9884129,9877495,9876213,9887238,9898982,9915767,9917715,9928300,-6634,-1282,11025,11744,16785,1948,10585,29105,113974,113077,113012,114527,113735,113437,22101,89856,89064,92325,91841,94319,94353,7004,24118,24013,20687,22686,19416,19084,3893,17731,19239,19958,22052,22969,22511,-18075,-43442,-32306,-29395,-26045,-38770,-27839,-14182,-25711,-13067,-9437,-3993,-15801,-5328,544,311,79,494,-1908,-1667,-3171,11.539504381,11.443042007,11.423303693,11.559772975,11.468989661,11.431715637,9.0976337202,9.0130008165,9.3322524464,9.2699635004,9.5110883707,9.5085083832,2.4418706604,2.4300411907,2.0910512468,2.2898094748,1.9579012904,1.9232072534,1.7952072593,1.9469271839,2.0173635995,2.2258167388,2.316184319,2.2685662588,-4.398364094,-3.269267093,-2.971259796,-2.628849853,-3.909550527,-2.805500248,-2.603156835,-1.322339909,-0.953896196,-0.403033114,-1.593366208,-0.536933989
040,2,4,27,Minnesota,5303925,5303924,5311147,5348562,5380285,5418521,5453109,5482435,5519952,7223,37415,31723,38236,34588,29326,37517,17499,68369,68052,68968,69886,69466,69190,9336,39985,39320,41327,40831,41577,41938,8163,28384,28732,27641,29055,27889,27252,3018,12369,12071,12004,13247,13853,13644,-3899,-3326,-8864,-1828,-6258,-12241,-1762,-881,9043,3207,10176,6989,1612,11882,-59,-12,-216,419,-1456,-175,-1617,12.827554673,12.685799322,12.773264007,12.856581764,12.704626308,12.577270732,7.5020809668,7.3297717826,7.6539943397,7.5114771198,7.6040112865,7.6234366233,5.3254737066,5.3560275396,5.1192696674,5.3451046439,5.100615022,4.9538341089,2.3207012499,2.250195198,2.223208751,2.4369850703,2.5335730897,2.4801890717,-0.624032044,-1.652367678,-0.338555948,-1.151253308,-2.238754652,-0.320294133,1.6966692055,0.5978275205,1.8846528033,1.2857317624,0.2948184379,2.1598949392
040,3,6,28,Mississippi,2967297,2968103,2970322,2978162,2984945,2990482,2992400,2989390,2988726,2219,7840,6783,5537,1918,-3010,-664,9420,39747,39420,38492,38712,38304,37880,6646,29129,29018,30639,30582,30203,31006,2774,10618,10402,7853,8130,8101,6874,583,1834,2774,2088,2251,2543,2223,-1035,-5610,-6583,-4248,-8641,-13502,-9690,-452,-3776,-3809,-2160,-6390,-10959,-7467,-103,998,190,-156,178,-152,-71,13.363741081,13.221295543,12.883430757,12.940920446,12.806868847,12.672888917,9.7937558544,9.7325102501,10.25499935,10.223166695,10.098315053,10.373167734,3.5699852265,3.4887852926,2.6284314075,2.7177537515,2.7085537941,2.2997211831,0.6166276988,0.9303874641,0.6988621901,0.7524801592,0.8502471668,0.7437125676,-1.886194869,-2.2079094,-1.421823076,-2.888574436,-4.514367773,-3.241824013,-1.26956717,-1.277521936,-0.722960886,-2.136094277,-3.664120606,-2.498111445
040,2,4,29,Missouri,5988927,5988928,5996118,6010717,6025415,6042711,6060930,6076204,6093000,7190,14599,14698,17296,18219,15274,16796,19012,76249,75424,75174,75788,74731,74423,13171,55985,55637,57589,57141,58255,58723,5841,20264,19787,17585,18647,16476,15700,1917,7519,8670,7590,8343,8880,8413,-281,-13328,-13498,-7392,-7785,-9602,-6250,1636,-5809,-4828,198,558,-722,2163,-287,144,-261,-487,-986,-480,-1067,12.700932427,12.532930014,12.458272312,12.523173812,12.314439307,12.231366982,9.3255216716,9.2449966484,9.5439838795,9.4419522192,9.599465574,9.6510831768,3.3754107556,3.287933366,2.9142884322,3.0812215927,2.7149737327,2.5802838049,1.2524532901,1.4406621662,1.2578589252,1.3785934332,1.463277904,1.382670551,-2.220068819,-2.242913255,-1.225045214,-1.286389773,-1.582251625,-1.027183043,-0.967615529,-0.802251089,0.0328137111,0.09220366,-0.118973721,0.3554875076
040,4,8,30,Montana,989415,989414,990641,997821,1005196,1014314,1022867,1032073,1042520,1227,7180,7375,9118,8553,9206,10447,3067,12003,12036,12201,12387,12519,12431,2387,9128,8961,9448,9380,9228,9597,680,2875,3075,2753,3007,3291,2834,205,621,753,565,586,646,569,412,3493,3515,5678,4742,5035,6853,617,4114,4268,6243,5328,5681,7422,-70,191,32,122,218,234,191,12.072647101,12.017871042,12.083129076,12.160922373,12.184297352,11.984037351,9.180964987,8.9475026922,9.3567251462,9.2088037342,8.9812841251,9.2519351989,2.8916821141,3.0703683493,2.7264039297,2.9521186385,3.2030132267,2.7321021521,0.6246033366,0.7518658104,0.559541671,0.5753047962,0.6287288193,0.5485413283,3.5132680433,3.5097056091,5.6231462087,4.6554528046,4.900386386,6.606597053,4.13787138,4.2615714195,6.1826878797,5.2307576008,5.5291152053,7.1551383814
040,2,4,31,Nebraska,1826341,1826334,1830051,1842283,1855725,1868559,1881145,1893765,1907116,3717,12232,13442,12834,12586,12620,13351,6515,25725,25756,26023,26463,26651,26553,3656,15621,15218,16171,15706,15168,15355,2859,10104,10538,9852,10757,11483,11198,814,3205,3857,3739,4111,4390,4187,131,-1162,-861,-571,-2204,-2920,-2144,945,2043,2996,3168,1907,1470,2043,-87,85,-92,-186,-78,-333,110,14.010163564,13.929661591,13.974766693,14.114714121,14.120071737,13.972023854,8.5073961138,8.230377003,8.6840853168,8.3771945732,8.036218082,8.0797057314,5.5027674498,5.6992845878,5.2906813766,5.7375195482,6.0838536548,5.8923181231,1.7454839347,2.0859879157,2.0079027271,2.192706411,2.3258832661,2.2031734222,-0.632840041,-0.465656105,-0.306636121,-1.175559457,-1.547056751,-1.128159498,1.1126438935,1.6203318111,1.7012666059,1.0171469535,0.7788265151,1.0750139244
040,4,8,32,Nevada,2700551,2700691,2703284,2718379,2752565,2786464,2833013,2883758,2940058,2593,15095,34186,33899,46549,50745,56300,8891,35847,34712,35084,35226,36286,36462,4944,20200,20412,21267,21280,23053,23771,3947,15647,14300,13817,13946,13233,12691,1507,6432,6153,6220,7163,7727,7392,-2859,-6661,13649,13342,23610,28376,34575,-1352,-229,19802,19562,30773,36103,41967,-2,-323,84,520,1830,1409,1642,13.223617919,12.68958337,12.667924288,12.53710977,12.69457881,12.521686812,7.4515881935,7.4619663444,7.6789632262,7.5736585451,8.0650423115,8.1633760407,5.7720297259,5.2276170255,4.9889610616,4.9634512251,4.6295364988,4.3583107708,2.3727037258,2.2493375915,2.2458810019,2.5493475638,2.7032742784,2.5385417396,-2.457179651,4.9896325022,4.8174508565,8.402917211,9.9272823767,11.873658096,-0.084475926,7.2389700936,7.0633318583,10.952264775,12.630556655,14.412199836
040,1,1,33,New Hampshire,1316470,1316461,1316872,1318473,1321182,1322687,1328743,1330111,1334795,411,1601,2709,1505,6056,1368,4684,3270,12991,12370,12593,12220,12285,12274,2519,10737,10508,10874,11099,11489,11572,751,2254,1862,1719,1121,796,702,445,1802,1850,1927,2153,2235,2175,-773,-2206,-938,-2337,2854,-1570,2187,-328,-404,912,-410,5007,665,4362,-12,-249,-65,196,-72,-93,-380,9.8590507125,9.3724369283,9.5261905942,9.2176674474,9.2408233021,9.211581947,8.1484587407,7.961646503,8.2258235941,8.3720860064,8.642069102,8.6847340957,1.7105919718,1.4107904253,1.300367,0.845581441,0.5987542001,0.5268478513,1.3675628808,1.401698328,1.4577121635,1.6240292974,1.6811754237,1.6323277444,-1.674164104,-0.710698936,-1.767863688,2.1528005642,-1.180959917,1.6413336906,-0.306601223,0.690999392,-0.310151524,3.7768298616,0.5002155064,3.273661435
040,1,2,34,New Jersey,8791894,8791953,8803729,8841243,8873211,8899162,8925001,8935421,8944469,11776,37514,31968,25951,25839,10420,9048,26536,106685,104521,103464,103327,102362,102166,17100,71078,69031,72492,70478,72904,74762,9436,35607,35490,30972,32849,29458,27404,11197,46987,45202,43980,48842,50929,50087,-8811,-44374,-48342,-46367,-55009,-66665,-66791,2386,2613,-3140,-2387,-6167,-15736,-16704,-46,-706,-382,-2634,-843,-3302,-1652,12.092396633,11.800645958,11.643239763,11.594036702,11.462439129,11.428034513,8.0564593698,7.79374854,8.1578301333,7.9081413248,8.1637488745,8.3626912694,4.035937263,4.0068974183,3.4854096299,3.685895377,3.2986902549,3.0653432432,5.3258231297,5.1034031306,4.9492546662,5.4804256447,5.7030007466,5.6026071749,-5.029648106,-5.457915892,-5.217873831,-6.172407647,-7.465109167,-7.471075046,0.2961750237,-0.354512761,-0.268619165,-0.691982002,-1.762108421,-1.868467871
040,4,8,35,New Mexico,2059179,2059198,2064756,2077756,2083784,2085193,2083024,2080328,2081015,5558,13000,6028,1409,-2169,-2696,687,6645,27799,27043,26738,26357,25650,25491,3809,16380,16467,16803,17138,17742,17799,2836,11419,10576,9935,9219,7908,7692,528,1736,2629,2183,2571,2899,2637,2093,84,-7116,-10541,-14067,-13668,-9748,2621,1820,-4487,-8358,-11496,-10769,-7111,101,-239,-61,-168,108,165,106,13.421325032,12.996631055,12.827127614,12.646654433,12.32180224,12.251333284,7.9082450455,7.9138972592,8.0609703532,8.2231803191,8.5229401694,8.5544498495,5.5130799862,5.0827337957,4.7661572611,4.4234741138,3.7988620708,3.696883434,0.8381387911,1.2634745791,1.0472593157,1.2336209943,1.3926278633,1.2673793052,0.0405551028,-3.41988783,-5.056876063,-6.749648591,-6.565863276,-4.685025964,0.8786938939,-2.156413251,-4.009616748,-5.516027596,-5.173235412,-3.417646659
040,1,2,36,New York,19378102,19378110,19402640,19519529,19602769,19673546,19718515,19747183,19745289,24530,116889,83240,70777,44969,28668,-1894,61424,243116,239920,239861,237034,237898,236507,35124,149759,146910,152607,148798,155230,160713,26300,93357,93010,87254,88236,82668,75794,23691,108528,107880,104541,115680,120650,118478,-24320,-83457,-116357,-110066,-159490,-161612,-191367,-629,25071,-8477,-5525,-43810,-40962,-72889,-1141,-1539,-1293,-10952,543,-13038,-4799,12.492417881,12.265128189,12.214027716,12.034607684,12.055937792,11.97732064,7.6953059836,7.5102950241,7.7709428698,7.5547202265,7.8665782118,8.1389182222,4.7971118978,4.7548331645,4.4430848464,4.4798874575,4.1893595801,3.8384024176,5.5766676312,5.5150134586,5.323360911,5.8732646662,6.114170336,6.0000295753,-4.28840438,-5.94837246,-5.60470095,-8.097570726,-8.189998312,-9.691315347,1.2882632517,-0.433359002,-0.281340039,-2.22430606,-2.075827976,-3.691285772
040,3,5,37,North Carolina,9535483,9535688,9558915,9650963,9746175,9841590,9934399,10035186,10146788,23227,92048,95212,95415,92809,100787,111602,29913,121032,119577,119386,120197,120935,120778,18674,79944,79510,84326,83485,87724,89721,11239,41088,40067,35060,36712,33211,31057,5216,17202,22704,19204,20444,22822,20494,6752,31277,31764,37912,33991,41003,59584,11968,48479,54468,57116,54435,63825,80078,20,2481,677,3239,1662,3751,467,12.601017039,12.329344669,12.189854228,12.155852231,12.111919201,11.968898582,8.3232178778,8.19811665,8.6100685811,8.443066994,8.785760946,8.8912016238,4.2777991615,4.1312280193,3.5797856468,3.7127852367,3.3261582552,3.0776969587,1.7909535917,2.3409639092,1.960815846,2.0675577843,2.2856759417,2.0309212568,3.2563455114,3.2751223402,3.8709878335,3.4376030448,4.1065450284,5.9046751324,5.0472991031,5.6160862494,5.8318036795,5.5051608291,6.39222097,7.9355963891
040,2,4,38,North Dakota,672591,672591,674526,685476,702087,724019,739904,756835,757952,1935,10950,16611,21932,15885,16931,1117,2338,9210,9872,10253,10976,11615,11824,1494,6054,5935,6229,6205,5963,6172,844,3156,3937,4024,4771,5652,5652,290,1046,1721,1516,1592,1735,1575,840,6266,10759,16434,9072,9684,-6259,1130,7312,12480,17950,10664,11419,-4684,-39,482,194,-42,450,-140,149,13.544097729,14.229263824,14.379015305,14.995324208,15.520408034,15.611435799,8.9029280839,8.5545665314,8.7356760297,8.4772218211,7.9679890749,8.1490004865,4.6411696453,5.674697293,5.6433392749,6.5181023865,7.5524189588,7.4624353127,1.538233032,2.4806080877,2.1260691702,2.1749777823,2.3183734773,2.0795002862,9.2146923313,15.507764332,23.04737516,12.394094498,12.940131847,-8.263868121,10.752925363,17.98837242,25.17344433,14.56907228,15.258505324,-6.184367835
040,2,3,39,Ohio,11536504,11536727,11540983,11544824,11550839,11570022,11594408,11605090,11614373,4256,3841,6015,19183,24386,10682,9283,34806,137930,137688,139092,139547,138418,138012,26463,110724,111390,114477,111816,115380,115938,8343,27206,26298,24615,27731,23038,22074,3734,15886,16817,17239,19253,20072,19591,-7690,-37837,-37289,-22250,-18487,-31871,-27558,-3956,-21951,-20472,-5011,766,-11799,-7967,-131,-1414,189,-421,-4111,-557,-4824,11.949333199,11.923277543,12.031731863,12.048386254,11.932844409,11.887613422,9.5923872187,9.645966864,9.9024858979,9.6541119294,9.9467669516,9.9862774604,2.3569459798,2.2773106795,2.1292459654,2.3942743249,1.9860774574,1.9013359611,1.3762568491,1.456290733,1.4912074425,1.6622899851,1.7303822695,1.6874636593,-3.277944756,-3.229091107,-1.924668809,-1.596154104,-2.747559452,-2.373698306,-1.901687907,-1.772800374,-0.433461366,0.0661358816,-1.017177182,-0.686234647
040,3,7,40,Oklahoma,3751351,3751615,3759603,3786274,3817054,3852415,3877499,3907414,3923561,7988,26671,30780,35361,25084,29915,16147,13145,52558,52340,53353,53072,53460,53175,8168,37683,36986,38656,38653,38834,39588,4977,14875,15354,14697,14419,14626,13587,1254,4735,6311,5974,6619,7195,6716,1671,6319,9011,14002,4761,7671,-3822,2925,11054,15322,19976,11380,14866,2894,86,742,104,688,-715,423,-334,13.930256218,13.767655427,13.913088377,13.731588734,13.734257531,13.580684398,9.987705869,9.7288976617,10.080489275,10.000887461,9.9767332018,10.11061841,3.942550349,4.038757765,3.8325991017,3.730701273,3.7575243294,3.470065988,1.2549899766,1.660062541,1.557865349,1.7125675654,1.8484471182,1.7152398009,1.6748218928,2.3702778573,3.6513610004,1.2318377669,1.9707349331,-0.976123663,2.9298118694,4.0303403983,5.2092263493,2.9444053323,3.8191820512,0.7391161382
040,4,9,41,Oregon,3831074,3831072,3838048,3868031,3899116,3925751,3968371,4024634,4093465,6976,29983,31085,26635,42620,56263,68831,11879,45396,44907,45003,45467,45805,46198,7801,32512,32959,33425,33825,34678,35371,4078,12884,11948,11578,11642,11127,10827,1470,5533,5485,5726,6660,7109,6934,1543,11373,13736,9064,23560,35973,50038,3013,16906,19221,14790,30220,43082,56972,-115,193,-84,267,758,2054,1032,11.781867276,11.563319196,11.502559724,11.519203782,11.461271449,11.38148229,8.4380136773,8.4867712688,8.5432761988,8.5696674057,8.677087028,8.7141090543,3.3438535992,3.0765479268,2.9592835252,2.9495363766,2.7841844213,2.667373236,1.4360091559,1.4123590039,1.4635392525,1.6873314094,1.7788053429,1.7082817049,2.9516956678,3.5369486376,2.3167166931,5.9689981989,9.0011203546,12.327516577,4.3877048237,4.9493076415,3.7802559456,7.6563296083,10.779925698,14.035798282
040,1,2,42,Pennsylvania,12702379,12702857,12712343,12744293,12771854,12781338,12790565,12791904,12784227,9486,31950,27561,9484,9227,1339,-7677,36120,142966,142119,141825,142227,141276,140897,30127,127777,125513,130755,126603,130530,133053,5993,15189,16606,11070,15624,10746,7844,5794,26854,29193,29791,33818,34910,34678,-1581,-7450,-17463,-31138,-35353,-45064,-45565,4213,19404,11730,-1347,-1535,-10154,-10887,-720,-2643,-775,-239,-4862,747,-4634,11.232120379,11.139534507,11.100374466,11.123693063,11.044750997,11.01785098,10.038796957,9.8379273328,10.233946507,9.9017269071,10.204644438,10.404466571,1.1933234226,1.3016071745,0.8664279594,1.2219661556,0.8401065589,0.6133844091,2.1097838693,2.2881981359,2.3316852157,2.6449341686,2.7292127277,2.7117471364,-0.585309072,-1.368780326,-2.437112358,-2.764987807,-3.523037593,-3.563087787,1.5244747971,0.9194178102,-0.105427142,-0.120053639,-0.793824865,-0.85134065
040,1,1,44,Rhode Island,1052567,1052940,1053337,1052451,1052901,1053033,1054480,1055607,1056426,397,-886,450,132,1447,1127,819,2875,11004,11008,10870,10729,10838,10770,2336,9764,9323,9638,9709,9818,9849,539,1240,1685,1232,1020,1020,921,964,3968,4007,3764,4147,4353,4203,-1126,-6032,-5255,-5058,-3167,-4143,-3784,-162,-2064,-1248,-1294,980,210,419,20,-62,13,194,-553,-103,-521,10.451194517,10.457158708,10.323210509,10.181669105,10.272562221,10.198704282,9.2734881194,8.8564762567,9.1531833381,9.2137035454,9.3057774395,9.326558818,1.1777063978,1.6006824512,1.1700271708,0.9679655594,0.9667847819,0.8721454636,3.7686604729,3.8064893661,3.5746609343,3.9354442891,4.1258962308,3.9800514481,-5.728971767,-4.992039336,-4.803569343,-3.005438163,-3.926852305,-3.583277345,-1.960311294,-1.18554997,-1.228908408,0.9300061257,0.1990439257,0.3967741034
040,3,5,45,South Carolina,4625364,4625410,4635943,4672637,4720760,4767894,4828430,4894834,4961119,10533,36694,48123,47134,60536,66404,66285,14181,57471,57525,56575,57293,57852,57926,9679,42036,42080,44670,44520,46646,47514,4502,15435,15445,11905,12773,11206,10412,1610,5117,6673,5382,5790,6631,5760,4354,14844,25814,28785,39272,46745,47084,5964,19961,32487,34167,45062,53376,52844,67,1298,191,1062,2701,1822,3029,12.347962847,12.247965246,11.924768255,11.940613927,11.899707752,11.754520339,9.0316675583,8.959485051,9.4154555535,9.2785529126,9.594720456,9.6416855884,3.3162952889,3.2884801952,2.5093127013,2.6620610142,2.3049872964,2.1128347507,1.0994158078,1.4207852601,1.1344074723,1.2067120702,1.363945276,1.1688367426,3.1893156636,5.4962012145,6.0672462079,8.1848007633,9.6150839883,9.5544286788,4.2887314714,6.9169864746,7.2016536803,9.3915128335,10.979029264,10.723265421
040,2,4,46,South Dakota,814180,814195,816325,824398,834441,844922,852561,857919,865454,2130,8073,10043,10481,7639,5358,7535,3034,11786,11894,12050,12444,12156,12114,1922,7296,7431,7290,7172,7300,7296,1112,4490,4463,4760,5272,4856,4818,277,1273,1526,1497,1631,1727,1632,802,2070,4037,4289,454,-1084,941,1079,3343,5563,5786,2085,643,2573,-61,240,17,-65,282,-141,144,14.366837059,14.340149948,14.350679395,14.661707952,14.21355409,14.058477184,8.8936401818,8.9592781457,8.6818633017,8.4501582637,8.5356157336,8.4671165209,5.4731968772,5.3808718025,5.6688160928,6.2115496886,5.6779383565,5.5913606631,1.5517549276,1.8398409972,1.7828188426,1.9216687295,2.0193162153,1.8939602744,2.5232778476,4.8672595713,5.1078891222,0.534909628,-1.267480473,1.0920444965,4.0750327752,6.7071005685,6.8907079649,2.4565783575,0.751835742,2.9860047709
040,3,6,47,Tennessee,6346105,6346298,6356671,6397634,6454306,6494821,6544663,6595056,6651194,10373,40963,56672,40515,49842,50393,56138,19659,78614,80310,80284,80450,81691,81443,14305,60215,60645,63504,63553,64775,65454,5354,18399,19665,16780,16897,16916,15989,1927,7738,9017,8216,9280,9995,9440,3172,15065,27660,14017,23550,21788,30519,5099,22803,36677,22233,32830,31783,39959,-80,-239,330,1502,115,1694,190,12.327445517,12.497724079,12.399909276,12.339445334,12.434208068,12.296763235,9.4423020306,9.4374857025,9.8082287709,9.747778363,9.8594193681,9.8826460319,2.8851434868,3.0602383765,2.5916805048,2.5916669709,2.5747886998,2.414117203,1.2133942226,1.4032122777,1.2689658538,1.4233692069,1.5213415142,1.4253090497,2.3623396179,4.3044085173,2.1649335897,3.6121061232,3.3163570697,4.607945645,3.5757338405,5.707620795,3.4338994436,5.0354753302,4.837698584,6.0332546947
040,3,7,48,Texas,25145561,25146100,25244310,25646389,26071655,26473525,26944751,27429639,27862596,98210,402079,425266,401870,471226,484888,432957,92752,381765,378107,384432,394335,401870,404533,40996,168065,169134,178624,180764,187483,192814,51756,213700,208973,205808,213571,214387,211719,15453,69376,72347,76746,88279,94803,91839,29973,116100,141785,117522,164313,171537,125703,45426,185476,214132,194268,252592,266340,217542,1028,2903,2161,1794,5063,4161,3696,15.003330962,14.621860022,14.632436315,14.76404817,14.781591113,14.632542888,6.6049397356,6.5406185895,6.7988728938,6.7678709811,6.8960037988,6.9743608664,8.3983912267,8.0812414329,7.833563421,7.9961771885,7.8855873142,7.6581820214,2.7264707054,2.7977469527,2.9211432904,3.3051983931,3.4870460156,3.3219492755,4.5627198007,5.4829993184,4.4731790813,6.1519394598,6.3094776787,4.5468590662,7.2891905061,8.2807462711,7.3943223717,9.457137853,9.7965236943,7.8688083417
040,4,8,49,Utah,2763885,2763888,2775326,2816124,2855782,2902663,2941836,2990632,3051217,11438,40798,39658,46881,39173,48796,60585,13755,51921,50440,51854,50840,51206,51444,3708,14868,15270,16036,16101,16601,16447,10047,37053,35170,35818,34739,34605,34997,1058,4621,4768,4807,5432,5839,5634,321,-942,-167,6145,-825,8548,19778,1379,3679,4601,10952,4607,14387,25412,12,66,-113,111,-173,-196,176,18.571569092,17.7859083,18.009723111,17.397556232,17.262967116,17.029224001,5.3181196291,5.3844333809,5.5695591431,5.509796477,5.5966589285,5.4443598309,13.253449463,12.401474919,12.440163968,11.887759755,11.666308187,11.58486417,1.6528807376,1.6812690478,1.6695479422,1.858841964,1.968489337,1.8649919917,-0.336943011,-0.05888673,2.1342567308,-0.282316756,2.8817685995,6.547002416,1.3159377264,1.6223823173,3.803804673,1.5765252077,4.8502579365,8.4119944077
040,1,1,50,Vermont,625741,625741,625982,626730,626444,627140,626984,626088,624594,241,748,-286,696,-156,-896,-1494,1656,6053,6093,5975,6111,6016,6035,1331,5431,5456,5559,5596,5585,5547,325,622,637,416,515,431,488,100,648,730,850,925,988,955,-155,-425,-1639,-609,-1327,-2252,-2865,-55,223,-909,241,-402,-1264,-1910,-29,-97,-14,39,-269,-63,-72,9.6638333472,9.7241085436,9.5326679345,9.7454478186,9.6020021196,9.6507345592,8.6707878587,8.7074899415,8.8689708867,8.9241574198,8.9140927257,8.8703603314,0.9930454885,1.016618602,0.6636970478,0.8212903987,0.6879093939,0.7803742278,1.0345554285,1.165041726,1.3561117564,1.4751332404,1.5769245502,1.5271667778,-0.678527866,-2.615758067,-0.971614188,-2.116218173,-3.594366485,-4.581500333,0.3560275626,-1.450716341,0.3844975686,-0.641084933,-2.017441935,-3.054333556
040,3,5,51,Virginia,8001024,8001041,8025773,8110035,8192048,8262692,8317372,8367587,8411808,24732,84262,82013,70644,54680,50215,44221,25719,102336,102767,102511,102589,103167,102366,14675,60453,60220,63439,62649,64611,66558,11044,41883,42547,39072,39940,38556,35808,7889,28577,34467,30521,32861,35550,32545,5759,11078,5081,2228,-19073,-24144,-25343,13648,39655,39548,32749,13788,11406,7202,40,2724,-82,-1177,952,253,1211,12.684335361,12.60783668,12.459753238,12.374982388,12.366467307,12.201393435,7.4930242105,7.3880129306,7.7107265141,7.5571481509,7.7448197505,7.9333015285,5.191311151,5.2198237489,4.7490267242,4.8178342376,4.6216475569,4.2680919068,3.5420599948,4.2285393836,3.7096909462,3.9639171477,4.2613230275,3.8791625085,1.3730951682,0.6233559233,0.2708034281,-2.300714883,-2.894103606,-3.020728697,4.915155163,4.8518953069,3.9804943743,1.6632022651,1.367219422,0.8584338112
040,4,9,53,Washington,6724540,6724545,6743226,6822520,6895226,6968006,7054196,7160290,7288000,18681,79294,72706,72780,86190,106094,127710,22233,86687,86718,87233,87382,89318,89982,11831,49848,49457,51337,51290,54245,55979,10402,36839,37261,35896,36092,35073,34003,4727,19165,22202,21915,24226,25950,24410,3617,23491,13205,14250,26026,42640,67571,8344,42656,35407,36165,50252,68590,91981,-65,-201,38,719,-154,2431,1726,12.78027762,12.643184966,12.58479985,12.463377721,12.567179707,12.455730055,7.3490982361,7.2106598271,7.4062094611,7.3155414535,7.6323547682,7.7488754725,5.4311793837,5.4325251393,5.1785903893,5.1478362671,4.9348249384,4.7068545828,2.8254988705,3.2369749374,3.1616004118,3.4553774079,3.6512048343,3.3789465743,3.4632817097,1.9252434037,2.0557976668,3.7121131189,5.9995134541,9.3534944274,6.2887805801,5.1622183411,5.2173980786,7.1674905268,9.6507182884,12.732441002
