FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1000807,East Aurora Farmers Market,http://www.eastaurorafarmersmarket.com,https://www.facebook.com/pages/East-Aurora-Farmers-Market/344979390265,,,,123 Grey St,East Aurora,Erie,New York,14052,05/02/2014 to 11/25/2015,Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-78.632801,42.765622,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,3/19/2015 2:52:12 PM
1000542,East Bakersfield Community Health Center CFM,,,,,,815 Dr. Martin Luther King Jr Blvd.,Bakersfield,KERN,California,,,,,,,,,,-118.985,35.3659,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1009909,East Boston Farmers Market,http://ebnhc.org/en/farmers-market.html,https://www.facebook.com/EastBostonFarmersMarket,,,,Sumner Street,East Boston,Suffolk,Massachusetts,02128,07/10/2014 to 10/16/2014,Thu: 3:00 PM-6:30 PM;,,,,,,,-71.039961,42.368533,Other,Y,Y,N,Y,Y,-,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/5/2014 10:34:12 AM
1012086,East Coast Indoor Farmers Market,http://www.eastcoastgardencenter.com/farmers-market.html,https://www.facebook.com/eastcoastgardencenter/,,,,30366 Cordrey Road,Millsboro ,Sussex,Delaware,19966,11/08/2016 to 04/11/2017,Tue: 12:00 PM-3:00 PM;,,,,,,,-75.2181481,38.6162124,,Y,N,N,N,N,-,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,6/28/2016 5:14:56 PM
1003386,East Dubuque,,,,,,470 Sinsinawa Ave.,East Dubuque,Jo Daviess,Illinois,61025,,,,,,,,,-90.6407,42.4908,Private business parking lot,N,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/18/2012 3:58:39 PM
1008129,East End Bazaar,http://charlestoneastend.com/east-end-bazaar/,https://www.facebook.com/EastEndBazaar,,,,1428 Washington Street,"East, Charleston",Barbour,West Virginia,,,,,,,,,,-81.623015,38.343981,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/26/2014 10:52:33 PM
1011673,East End Market,http://eastendfoundation.org,eastendstreetmarket,@EEstreetmarket,,,2600 Navigation Blvd.,Houston,Harris,Texas,77003,01/01/2015 to 12/31/2015,Sun: 10:00 AM-2:00 PM;,,,,,,,-95.342978,29.757511,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,8/22/2015 4:20:38 PM
1003629,East End Market at Bown Crossing,,www.facebook.com/eastendmarketatbowncrossing,,,,South Bown Way,Boise,Ada,Idaho,83706,May to October,sun:10:00 AM - 2:00 PM;,,,,,,,-116.1549,43.57426,Closed-off public street,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/1/2012 6:18:29 PM
1008544,East Falls Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,https://www.facebook.com/FarmToCity,https://twitter.com/FarmtoCity,,,"Under the Route 1 Overpass, between Ridge Ave and Kelly Drive",Philadelphia ,Philadelphia,Pennsylvania,19129,05/24/2014 to 11/22/2014,Sat: 10:00 AM-2:00 PM;,,,,,,,-75.191964,40.007550,Closed-off public street,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/30/2014 2:43:59 PM
1002854,East Goshen Farmers Market,http://www.eastgoshenfarmersmarket.blogspot.com,,,,,"East Goshen Park - Paoli Pike, east of Route 352",West Chester,Chester,Pennsylvania,19380,May to August,Thu:3:00 PM - 3:00 PM;,November to April,Thu:3:00 PM - 5:00 PM;Thu:3:00 PM - 5:00 PM;,September to October,Thu:2:00 PM - 6:00 PM;,,,,,Local government building grounds,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/30/2012 3:45:15 PM
1007709,East Granby Farmers’ Market,,,,,,3 Turkey Hills Road,East Granby,Hartford,Connecticut,,,,,,,,,,-72.7264,41.9431,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1004708,East Greenwich Farmers’ Market,http://www.eastgreenwichfarmersmarket.com,https://www.facebook.com/pages/East-Greenwich-Farmers-Market/326279396311,,,,Church and Rector St,East Greenwich,Kent,Rhode Island,02818,06/03/2013 to 10/07/2013,Mon: 3:00 PM-6:00 PM;,,,,,,,-71.453619,41.660858,Local government building grounds,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 1:17:27 PM
1005776,East Hampton Farmers Market LLC,,https://www.facebook.com/easthamptonfarmersmarket,,,,"Nick & Toni's parking lot, 136 North Main St",East Hampton,Suffolk,New York,11937,05/22/2015 to 09/04/2015,Fri: 9:00 AM-1:00 PM;,,,,,,,-72.181790,40.970168,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,7/29/2015 10:39:17 AM
1004412,East Hanover Farmers Market,http://www.townshipofeasthanover.com,,,,,611 Ridgedale Ave.,E.Hanover,Morris,New Jersey,07936,June to October,Mon:12:00 PM - 6:00 PM;,,,,,,,-74.3469,40.8331,,N,N,N,N,N,-,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:54:34 PM
1006208,East Harlem Farmer's Market,,,,,,104th Street & 3rd Avenue,New York,New York,New York,10029,,,,,,,,,-73.9456,40.7902,Local government building grounds,N,Y,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2011 9:54:58 AM
1007459,East Hartford Farmers Market,,,,,,"840 Main Street, Raymond Memorial Library",Manchester,Hartford,Connecticut,06040,,,,,,,,,-72.5209,41.771,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007482,EAST HAVEN FARMERS’ MARKET,,,,,,East Haven Town Hall,East Haven,Middlesex,Connecticut,,,,,,,,,,-72.8717,41.2777,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010104,East Hill Plaza Farmers' Market,http://www.ithacamarket.com/,https://www.facebook.com/ithacamarket/?fref=ts,,,,380 Pine Tree Road,Ithaca ,Tompkins,New York,14850,06/01/2016 to 10/26/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-76.4663820,42.4383679,,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,7/5/2016 5:03:09 PM
1010734,East Hollywood Certified Farmers' Market,http://thaicdc.org/ourcommunity/east-hollywood-farmers-market/,https://www.facebook.com/EastHollywoodCertifiedFarmersMarket,@EastHollywoodFM,,,5448 Hollywood Boulevard,Los Angeles,Los Angeles,California,90027,01/01/2014 to 12/31/2014,Thu: 3:30 PM-7:30 PM;,,,,,,,-118.309017,34.101499,,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,11/17/2014 6:52:13 PM
1005357,East Holmes Market,,,,,,3824 SR 39,Millersburg,Holmes,Ohio,44654,,,,,,,,,-81.8264,40.5554,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005544,East Jerusalem Fresh Food on the Block Farmers Market,http://www.paffpetal.com,,,,,1009 Rebecca Ave.,Hattiesburg,Forrest,Mississippi,39401,,,,,,,,,-89.28226,31.3188,Local government building grounds,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/28/2013 1:08:04 PM
1010847,East Jordan Farmers Market,,facebook.com/eastjordanfarmersmarket,,,,85 Bridge Street,East Jordan ,Charlevoix,Michigan,49727,05/14/2015 to 10/29/2015,Thu: 9:00 AM-1:00 PM;,,,,,,,-85.130525,45.152834,,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/5/2016 10:06:42 AM
1002933,East Lake Farmers Market,http://www.elfmarket.org,https://www.facebook.com/pages/ELF-Market/101442739896056,https://twitter.com/ELFMarket,elfmarket,,2343 Hosea Williams Drive,Atlanta,DeKalb,Georgia,30317,04/15/2014 to 10/28/2014,Tue: 4:00 PM-8:30 PM;,,,,,,,-84.310406,33.750977,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5/12/2014 3:42:23 PM
1006684,East Lake Farmers Market,http://www.eastlakemarket.org,https://www.facebook.com/EastLakeMarket,https://twitter.com/GSOFarmersMkt,,,"7753 First Avenue, South",Birmingham,Jefferson,Alabama,35206,05/02/2015 to 10/10/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-86.7246,33.5615,,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/19/2015 4:11:02 PM
1005552,East Lake Village Green Market,,,,,,East Lake Village Town Center,Port St. Lucie,St. Lucie,Florida,34952,,,,,,,,,-80.8024,27.5739,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1012255,East Lansing Farmer's Market,http://www.cityofeastlansing.com/farmersmarket,https://www.facebook.com/elfarmersmarket/,https://twitter.com/elfarmersmarket/,,,280 Valley Court,East Lansing,Ingham,Michigan,48823,06/05/2016 to 10/30/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-84.487490,42.737508,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,7/5/2016 3:39:29 PM
1002993,East Los Angeles Farmers Market,http://www.velasfarmersmarkets.org,https://www.facebook.com/pages/East-Los-Angeles-Farmers-Market/484691574934322,https://twitter.com/Vela_ELA?refsrc=email,,,4801 East 3rd Street,Los Angeles,Los Angeles,California,90022,01/01/2013 to 12/31/2013,Sat: 9:00 AM-2:00 PM;,,,,,,,-118.1609,34.03349,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/25/2015 6:57:23 PM
1008271,East Los Angeles WEDNESDAY Farmers Market,http://www.velasfarmersmarkets.org,,,,,4848 East Civic Center Way,East Los Angeles ,Los Angeles,California,90022,05/01/2015 to 09/30/2015,Wed: 10:00 AM-3:00 PM;,,,,,,,-118.168567,34.031506,,Y,Y,Y,Y,Y,-,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/25/2015 6:55:20 PM
1000715,East Military Farmers Market,,,,,,Mr. Movie's parking lot,Colon,,Nebraska,68018,,,,,,,,,-96.6059,41.2975,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001475,East Moline Farmers Market,http://www.growersmarkets.com,,,,,1112 42nd Ave.,East Moline,Rock Island,Illinois,61244,May to October,Wed:8:00 am - 12:00 pm;Sat:8:00 am - 12:00 pm;,,,,,,,-90.4875,41.4798,Private business parking lot,N,N,Y,Y,N,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/20/2011 1:57:21 PM
1011113,East Nashville Farmers Market ,http://www.eastnashvillemarket.com,https://www.facebook.com/eastnashvillefarmersmarket?fref=ts,enfarmersmkt,,ENFarmersMarket,1500 Davidson Street,Nashville,Davidson,Tennessee,TN,05/06/2015 to 10/28/2015,Wed: 3:30 PM-7:00 PM;,,,,,,,-86.7396677,36.1641924,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,5/3/2015 7:06:24 PM
1004162,East New York Farmers' Market,http://www.eastnewyorkfarms.org,,,,,New Lots Ave. and Georgia Ave,Brooklyn,Kings,New York,11207,June to November,Wed:3:30 AM - 6:30 PM;,,,,,,,-73.8949872,40.6610101,Healthcare Institution,N,Y,Y,Y,Y,-,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/2/2012 12:13:29 PM
1004163,East New York Farmers' Market,http://www.eastnewyorkfarms.org,,,,,"Schenck Ave, between New Lots and Livonia",Brooklyn,Kings,New York,11207,June to November,Sat:9:00 AM - 3:00 PM;,,,,,,,-73.88664,40.66545,Closed-off public street,N,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/2/2012 12:13:29 PM
1006288,East Oakland Farmers Market,,,,,,73rd Ave. & International Blvd.,Oakland,Alameda,California,94621,,,,,,,,,-122.187,37.7591,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000412,East Oakland Senior Center,,,,,,9255 Edes Ave.,Oakland,ALAMEDA,California,,,,,,,,,,-122.189,37.7379,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1005342,East Palo Alto Community Farmers Market,http://www.collectiveroots.org,,,,,1798-A Bay Road,East Palo Alto,San Mateo,California,94303,04/09/2014 to 12/17/2014,Wed: 12:00 PM-3:00 PM;,,,,,,,-122.1338564,37.4711160,Healthcare Institution,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 1:03:54 PM
1010324,East Sacramento Farmer's Market,http://www.eastsacfarmersmarket.com,https://www.facebook.com/pages/East-Sacramento-Farmers-Market/589433817782498,,,,3331 Park Way,Sacramento,Sacramento,California,95816,05/17/2014 to ,Sat: 8:00 AM-1:00 PM;,,,,,,,-121.457852,38.576126,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,6/22/2014 1:41:28 PM
1007049,East Side Farmers' Market,,,,,, NE 23rd & Prospect,Oklahoma City,Oklahoma County,Oklahoma,,,,,,,,,,-97.4856,35.4932,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007638,East St. Paul Farmers Market,,,,,,Payne and Sims Avenue,St. Paul,Hennepin,Minnesota,,,,,,,,,,-93.0737,44.9695,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003625,East Tennessee Regional Food Distribution,,,,,,1715 Garden Village Drive,White Pine,Jefferson,Tennessee,37890,,,,,,,,,-83.2927,36.1314,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007162,East Texas Farmers Market,,,,,,1836 S. Jackson,Jacksonville,Cherokee,Texas,75766,,,,,,,,,-95.3009,32.2981,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009904,East Texas State Fair Farmers Market,http://www.etstatefair.com/p/Get-Involved/193,https://www.facebook.com/etstatefair,https://twitter.com/ETSFarmerMarket,,,2112 W. Front St. (South Pavilion) ,Tyler,Smith,Texas,75702,05/03/2014 to 07/26/2014,Tue: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-95.324795,32.344227,,Y,Y,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,6/28/2016 8:51:26 AM
1006337,East TN Farmers Association for Retail Marketing  (F.A.R.M.),http://www.easttnfarmmarkets.org,https://www.facebook.com/pages/FARM-Markets-Knoxville-Oak-Ridge/125470877524884,,,,1001 Ebenezer Road,Knoxville,Knox,Tennessee,37919,,,,,,,,,-84.070230,35.892849,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/22/2014 2:21:46 PM
1006338,East TN Farmers Association for Retail Marketing  (F.A.R.M.),http://www.easttnfarmmarkets.org,https://www.facebook.com/pages/FARM-Markets-Knoxville-Oak-Ridge/125470877524884,,,,3457 Kingston PK. ,Knoxville,Knox,Tennessee,37919,04/11/2014 to 11/14/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,-83.961598,35.947813,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,3/22/2014 2:20:51 PM
1005757,East Town Market,http://www.easttown.com/events/east-town-market,https://www.facebook.com/EastTownMarket,,,,520 E. Wells St.,Milwaukee,Milwaukee,Wisconsin,53202,,Sun: 9:00 AM-1:00 PM;,,,,,,,-87.9050517,43.0418863,,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/19/2015 11:30:40 AM
1007827,East Vassalboro Farmers' Market,http://www.vassalborofarmers.org/,,,,,Rt. 32,East Vassalboro,Kennebec,Maine,04935,,,,,,,,,-69.5414,44.4521,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006657,East Village Long Beach CFM,,,,,,1St Street and Elm St.,LONG BEACH,Los Angeles,California,,,,,,,,,,-118.188,33.7681,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007516,EAST WINDSOR FARMERS’ MARKET,,,,,,"Revay's Garden Center, 266 North Road",East Windsor,Hartford,Connecticut,06016,,,,,,,,,-72.7329,41.8064,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/2012 2:15:41 PM
1003103,Eastbank Saturday Market,http://www.siouxempirefarmersmarket.com,https://www.facebook.com/pages/Sioux-Empire-Farmers-Market/208744942655,https://twitter.com/SiouxEmpire,,,8th and Railroad Center,Sioux Falls,Minnehaha,South Dakota,57105,05/02/2015 to 10/31/2015,Sat: 8:00 AM-1:00 PM;,05/07/2016 to 10/29/2016,Sat: 8:00 AM-1:00 PM;,,,,,-96.722763,43.547619,,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/1/2016 7:50:41 AM
1003175,EASTCHASE FARMERS MARKET,,,,,,7274 EASTCHASE PARKWAY,MONTGOMERY,Montgomery,Alabama,36117,05/17/2014 to 08/30/2014,Sat: 7:00 AM-12:00 PM;,,,,,,,-86.164634,32.359808,Private business parking lot,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,3/15/2014 9:46:26 AM
1000995,Eastern Market,http://www.historiceasternmarket.org,,,,,308 East King Street,Lancaster,Lancaster,Pennsylvania,17602,,,,,,,,,-76.2987,40.0384,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May  6 2010 12:37PM
1008871,Eastern Market,http://www.easternmarket.com,https://www.facebook.com/easternmarketdetroit,https://twitter.com/EasternMarket,,http://instagram.com/easternmarket,2934 Russell Street,Detroit,Wayne,Michigan,48207,01/01/2015 to 12/31/2015,Sat: 6:00 AM-4:00 PM;,06/01/2015 to 10/31/2015,Tue: 9:00 AM-3:00 PM;Sat: 6:00 AM-4:00 PM;Sun: 10:00 AM-4:00 PM;,,,,,-83.040134,42.346768,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,4/6/2015 9:52:18 AM
1001624,Eastern Market Outdoor Farmers Market,http://www.easternmarket-dc.org,https://www.facebook.com/EasternMarketDC,easternmarketdc,,Instagram: easternmarket_dc,225 7th Street SE,Washington,District of Columbia,District of Columbia,20003,01/01/2016 to 12/31/2016,Tue: 1:00 PM-7:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 8:00 AM-5:00 PM;,,,,,,,-76.996336,38.886629,,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,6/28/2016 6:52:50 AM
1001670,Eastern Oklahoma County Farmers Market,http://www.choctawcity.org,,,,,2001 North Harper St.,Choctaw,Oklahoma,Oklahoma,73020,,,,,,,,,-97.2739,35.4888,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002440,Eastern Orange County Farmers' Market,,,,,,Locust Grove Town Center,Spotsylvania,Spotsylvania,Virginia,22553,,,,,,,,,-77.8102,38.3051,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May  9 2010  9:56AM
1009242,Eastern Shore Farmers' Market ,,https://www.facebook.com/EmersonFarmersMarket,,,,5400 Main Street,Grasonville,,Maryland,21638,,,,,,,,,-76.189,38.9606,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1005475,Easthampton Farmers Market,,https://www.FaceBook.com/EasthamptonFarmersMarket,,,,50 Payson Ave,Easthampton,Hampshire,Massachusetts,01027,June to June,Fri:2:00 PM - 7:00 PM;,,,,,,,-72.6696250,42.2654480,Local government building grounds,N,Y,Y,Y,N,-,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5/1/2012 2:16:42 PM
1006029,Eastland Farmers Market,,,,,,1835 E. Saint Louis Street,Springfield,Greene,Missouri,65802,,,,,,,,,-93.2595,37.2085,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun  2 2010  9:28PM
1009934,Easton Farmers Market,http://www.eastonfarmersmarket.org,https://www.facebook.com/EastonFarmersMarketColumbus,,,,Easton Town Square,Columbus,Franklin,Ohio,43219,06/05/2014 to 08/28/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-82.915370,40.049231,Closed-off public street,Y,Y,N,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,4/14/2014 4:10:00 PM
1008007,Easton Farmers Market 15th year,http://www.farmfresh.org/food/farmersmarkets_details.php?market=121,,,,,591 Depot Street,Easton,Bristol,Massachusetts,02356,,,,,,,,,-71.117506,42.027842,Other,Y,N,N,Y,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,4/2/2013 9:38:51 AM
1008059,Easton Farmers Market 15th year,http://www.farmfresh.org/food/farmersmarkets_details.php?market=121,,,,,261  Main St,North Easton,Bristol,Massachusetts,02356,,,,,,,,,-71.0908,42.0654,Private business parking lot,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/2/2013 9:38:51 AM
1007815,Easton Farmers' Market,http://www.theavalonfoundation.com/farmersmarket.html,,,,,Town Parking lot off Harrison Street,Easton,Talbot,Maryland,21601,,,,,,,,,-76.8194,39.0641,Private business parking lot,N,Y,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/9/2011 10:44:04 AM
1009867,Easton Farmers' Market,http://www.EastonFarmersMarket.com,https://www.facebook.com/EastonFarmersMarket,https://twitter.com/buyfresh,,,Centre Square (Intersection of Northampton & Third Streets),Easton ,Northampton,Pennsylvania,18042,05/03/2014 to 11/22/2014,Sat: 9:00 AM-1:00 PM;,06/04/2014 to 09/24/2014,Wed: 4:00 AM-8:00 PM;,,,,,-75.2091145,40.6909524,Local government building grounds,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,4/8/2014 3:58:32 PM
