Stem,Word
rosi,rosie
parad,parade
rose,rose
llanto,llanto
bobbi,bobby
quello,quello
except,except
littl,little
odio,odio
instrument,instrumental
ghetto,ghetto
pile,pile
4,4
iâ,iÂ'm
verso,verso
wär,wär
struck,struck
llorando,llorando
determin,determined
pill,pills
kingdom,kingdom
ditt,ditt
mucho,mucho
rejoic,rejoice
frown,frown
amo,amo
damnat,damnation
ama,ama
por,por
lado,lado
ladi,lady
gonna,gonna
dart,darte
dark,dark
moi,moi
temperatur,temperature
traffic,traffic
pop,pop
mom,mom
darl,darling
libr,libre
railroad,railroad
leva,leva
reap,reap
dare,dare
meat,meat
saniti,sanity
duti,duty
beggin,beggin'
stranger,stranger
wel,wel
kickin,kickin'
twin,twin
shelf,shelf
nu,nu
chamber,chamber
oblivion,oblivion
maker,maker
t,t
hallelujah,hallelujah
whatcha,whatcha
opportun,opportunity
claw,claws
morena,morena
manag,manage
clap,clap
emerg,emergency
fulfil,fulfill
wonderin,wonderin'
doll,doll
soy,soy
iâm,iâm
muscl,muscle
nombr,nombre
naar,naar
root,roots
radiat,radiation
buzz,buzz
freez,freeze
besser,besser
slice,slice
lotta,lotta
drank,drank
easili,easily
noon,no-one
hoje,hoje
slick,slick
legal,legal
moon,moon
meiner,meiner
‘caus,‘cause
teardrop,teardrops
exit,exit
runaway,runaway
är,är
devot,devotion
complic,complicated
knife,knife
power,power
raus,raus
dicen,dicen
garbag,garbage
sido,sido
earn,earn
slaughter,slaughter
quem,quem
broken,broken
habe,habe
nós,nós
throw,throw
nosotro,nosotros
oo,oo
on,on
om,om
ol,ol'
wolv,wolves
abus,abuse
oi,oi
oh,oh
og,og
of,of
ach,aching
ohoh,oh-oh
ob,ob
greater,greater
meal,meal
chop,chop
degre,degree
intens,intense
wolf,wolf
stand,stand
neighbor,neighbors
roam,roam
ow,ow
ou,ou
luck,luck
os,os
or,or
road,road
op,op
routin,routine
anybodi,anybody
esser,essere
press,press
misti,misty
mari,mary
honki,honky
amiga,amiga
strip,strip
effort,effort
uptown,uptown
nurs,nurse
mark,mark
your,your
restless,restless
het,het
scorn,scorn
nein,nein
her,her
gleam,gleam
saudad,saudade
there,there
lon,l'on
hey,hey
start,start
fascin,fascination
starv,starving
low,low
lot,lot
lou,lou
hem,hem
valley,valley
escapar,escapar
yah,yah
gain,gain
lang,lang
bottl,bottle
dormir,dormir
enough,enough
stupid,stupid
regard,regard
amongst,amongst
soledad,soledad
gibt,gibt
gore,gore
dolor,dolor
fighter,fighter
with,with
conclus,conclusion
faster,faster
pull,pull
rush,rush
darken,darkened
dirti,dirty
joint,joint
rage,rage
vice,vice
ember,embers
tellin,tellin'
flirt,flirt
agora,agora
grasp,grasp
grass,grass
rust,rust
connect,connection
gone,gone
ohn,ohne
ab,ab
ohh,ohh
ad,ad
fright,fright
ai,ai
ah,ah
am,am
al,al
deep,deep
nerv,nerve
sacr,sacred
tengo,tengo
intro,intro:
au,au
uit,uit
aw,awful
av,av
ay,ay
deed,deeds
az,az
rearrang,rearrange
flock,flock
film,film
fill,fill
abyss,abyss
jingl,jingle
coração,coração
idiot,idiot
forsak,forsake
repent,repent
rubber,rubber
field,fields
5,5
vad,vad
you,you
trash,trash
babylon,babylon
10,10
poor,poor
shelter,shelter
domani,domani
symbol,symbol
teeth,teeth
drift,drifting
m,m
terra,terra
keepin,keepin'
peak,peak
mentira,mentira
sulla,sulla
lair,l'air
peac,peace
pool,pool
lipstick,lipstick
meadow,meadow
wife,wife
thorn,thorns
flyin,flyin'
mask,mask
mash,mash
moonlight,moonlight
mentr,mentre
u,u
pierc,pierce
castl,castle
alright,alright
escap,escape
apathi,apathy
togeth,together
all,all
diss,diss
liar,liar
forget,forget
cough,cough
ali,ali
forbidden,forbidden
lack,lack
dollar,dollar
correr,correr
fuego,fuego
ciudad,ciudad
dish,dish
follow,follow
sueño,sueño
lace,lace
sung,sung
carpet,carpet
habla,habla
corps,corpse
ty,ty
imma,imma
tu,tu
dieser,dieser
to,to
tail,tail
program,program
ti,ti
crimson,crimson
smile,smile
kvar,kvar
te,te
knot,knot
oss,oss
introduc,introduce
ta,ta
faz,faz
ninguém,ninguém
vers,verse
woman,woman
estaba,estaba
vert,verte
song,song
far,far
horror,horror
fat,fat
sono,sono
vera,veras
we’r,we’re
hypocrit,hypocrite
fai,fais
einmal,einmal
verd,verde
fall,fall
veri,very
ayer,ayer
ticket,ticket
strang,strange
strand,stranded
trigger,trigger
gott,gott
pueblo,pueblo
heaven,heaven
alma,alma
harri,harry
list,list
fatto,fatto
forti,forty
nossa,nossa
sang,sang
sand,sand
sane,sane
small,small
lisa,lisa
buck,buck
stumbl,stumble
ora,ora
quun,qu'un
dimens,dimension
neighborhood,neighborhood
tem,tem
ten,ten
haar,haar
tea,tea
volar,volar
paso,paso
vete,vete
past,past
strung,strung
zero,zero
pressur,pressure
design,design
pass,pass
further,further
ter,ter
tes,tes
mill,mille
ribbon,ribbons
belief,belief
excit,excited
what,what
stood,stood
microphon,microphone
clock,clock
nana,nana
sun,sun
sum,sum
sul,sul
abl,able
quelqu,quelques
sui,suis
fleur,fleurs
crush,crush
public,public
abr,abre
version,version
sus,sus
sur,sur
deepli,deeply
ang,ang
method,method
jede,jede
movement,movement
full,full
themselv,themselves
nena,nena
tragedi,tragedy
vale,vale
kimi,kimi
heb,heb
aquello,aquellos
immort,immortal
trunk,trunk
hast,hast
depend,depend
goodby,goodbye
standard,standard
legend,legend
valu,value
leav,leave
arena,arena
search,searching
graviti,gravity
ahead,ahead
miseri,misery
whine,whine
brutal,brutal
premier,premier
soldier,soldier
base,base
près,près
durch,durch
pick,pick
action,action
narrow,narrow
medicin,medicine
via,via
depart,departed
declin,decline
vez,vez
hogi,hogy
africa,africa
vil,vil
él,él
és,és
ask,ask
voyag,voyage
send,send
famili,family
demis,demise
asi,asi
tutto,tutto
eye,eyes
tutti,tutti
liber,liberate
faint,faint
two,two
mort,mort
pearl,pearls
morn,morning
6,6
taken,taken
fr,fr
minor,minor
more,more
teen,teen
tryna,tryna
flaw,flaws
diamond,diamond
door,door
alltid,alltid
mire,mire
hundr,hundred
hurri,hurry
mira,mira
askin,askin'
terror,terror
flag,flag
stick,stick
broke,broke
aris,arise
known,known
compani,company
doom,doom
komm,komm
estribillo,estribillo
glad,glad
don’t,don’t
town,town
mí,mí
none,none
thread,thread
eden,eden
hous,house
ça,ça
der,der
des,des
det,det
dew,dew
dei,dei
remain,remain
del,del
dem,dem
den,den
learn,learn
abandon,abandoned
male,male
dee,dee
enfant,enfants
mala,mala
explod,explode
orlean,orleans
shark,shark
bam,bam
wieder,wieder
rua,rua
brown,brown
challeng,challenge
share,share
accept,accept
autumn,autumn
fiddl,fiddle
azul,azul
poni,pony
wet,wet
explor,explore
explos,explosion
pone,pone
sharp,sharp
scar,scars
dress,dress
condemn,condemned
toni,tony
siren,sirens
cours,course
court,court
untru,untrue
divid,divide
rather,rather
anoth,another
comfort,comfort
breast,breast
divin,divine
voltar,voltar
fame,fame
musica,musica
cling,cling
calma,calma
vorbei,vorbei
oye,oye
strong,strong
simpl,simple
needl,needle
unabl,unable
plant,plant
okay,okay
eterno,eterno
rude,rude
whirl,whirl
our,our
blacken,blackened
sneak,sneak
reflect,reflection
fa,fa
plane,plane
embrac,embrace
fe,fe
numb,numb
quisiera,quisiera
fi,fi
maar,maar
bloom,bloom
sehen,sehen
fo,fo
a,a
planet,planet
circumst,circumstance
twelv,twelve
kein,kein
read,read
coat,coat
doctor,doctor
children,children
combin,combination
dragon,dragon
caus,'cause
coal,coal
shore,shore
ego,ego
dread,dread
shade,shade
media,media
aller,aller
minuto,minuto
dream,dream
paz,paz
herida,herida
ding,ding
help,help
pant,pants
somo,somos
soon,soon
trade,trade
held,held
paper,paper
through,through
sere,sere
pane,pane
hell,hell
perhap,perhaps
suffer,suffer
realiz,realize
24,24
style,style
meinen,meinen
pens,pense
glide,glide
sopra,sopra
late,late
grade,grade
allt,allt
lucif,lucifer
pena,pena
lontano,lontano
speech,speech
bout,'bout
team,team
might,might
alter,alter
suppli,supply
yi,yi
ant,antes
good,good
return,return
yo,yo
ya,ya
mientra,mientras
pollut,pollution
ye,ye
uhh,uhh
miedo,miedo
ficar,ficar
somebodi,somebody
laiss,laisse
dedo,dedos
farewel,farewell
foot,foot
disgrac,disgrace
musiqu,musique
adventur,adventure
complain,complain
bigger,bigger
virtu,virtue
tuoi,tuoi
fairi,fairy
2x,(2x)
donc,donc
vara,vara
porta,porta
mysteri,mystery
did,did
achiev,achieve
naughti,naughty
eager,eager
teas,tease
ceas,cease
found,found
friendship,friendship
breakdown,breakdown
harm,harm
shock,shock
england,england
mental,mental
weight,weight
meaningless,meaningless
colder,colder
fish,fish
hard,hard
idea,idea
terrifi,terrified
realli,really
heavi,heavy
sober,sober
toda,toda
finish,finish
expect,expect
fist,fist
aldrig,aldrig
into,into
energi,energy
beyond,beyond
todo,todo
nosso,nosso
flower,flowers
safeti,safety
alcohol,alcohol
suprem,supreme
glitter,glitter
dónde,dónde
princ,prince
bubbl,bubble
si,si
health,health
hill,hill
7,7
print,print
tí,tí
san,sans
highway,highway
pum,pum
bald,bald
bass,bass
dirt,dirt
pue,pues
friday,friday
guess,guess
dune,d'une
ness,ness
mmm,mmm
dit,dit
reason,reason
heroin,heroin
será,será
believ,believe
dire,dire
put,put
teach,teach
ash,ashes
pasado,pasado
sidewalk,sidewalk
thrown,thrown
alt,alt
legion,legions
prophet,prophet
fearless,fearless
so,so
voor,voor
struggl,struggle
sicken,sickening
deje,dejes
wither,withered
cloudi,cloudy
w,w
dejo,dejo
heartbeat,heartbeat
lifetim,lifetime
fallen,fallen
virgin,virgin
feed,feed
sympathi,sympathy
major,major
bonito,bonito
dont,dont
hopin,hopin'
wilder,wilderness
feel,feel
nach,nach
number,number
evolut,evolution
feet,feet
cada,cada
sailor,sailor
done,done
dond,donde
dong,dong
blank,blank
guard,guard
mist,mist
miss,miss
fanci,fancy
donn,donne
passer,passer
razor,razor
differ,different
killin,killin'
kom,kom
guest,guest
jet,jet
nome,nome
blossom,blossom
avec,avec
mont,monte
least,least
collar,collar
player,player
contra,contra
stori,story
robe,robe
jeg,jeg
storm,storm
ze,ze
mama,mama
master,master
scheme,scheme
jen,j'en
banana,banana
store,store
pare,pare
parc,parce
saint,saint
para,para
pump,pump
month,months
hotel,hotel
park,park
música,música
asshol,asshole
za,za
mmmm,mmmm
då,då
corpo,corpo
part,part
prend,prends
twenti,twenty
schon,schon
grace,grace
reliev,relieve
king,king
kind,kind
b,b
sta,sta
whenev,whenever
perfum,perfume
remov,remove
sto,sto
dans,danse
aah,aah
vocal,vocal
horizont,horizonte
youth,youth
bride,bride
asham,ashamed
stalk,stalking
esquina,esquina
pienso,pienso
ô,ô
danc,dance
weapon,weapon
contr,contre
outta,outta
atmospher,atmosphere
belli,belly
croi,crois
aussi,aussi
queria,queria
complet,complete
blond,blonde
dedic,dedicated
steht,steht
piensa,piensa
sell,sell
lie,lies
advanc,advance
jour,jour
built,built
dude,dude
blanco,blanco
lil,lil'
blanca,blanca
self,self
euch,euch
couch,couch
lit,lit
also,also
liv,liv
without,without
pasar,pasar
build,build
command,command
waitin,waitin'
play,play
parl,parle
sleepin,sleepin'
tuve,tuve
kad,kad
victim,victim
english,english
reach,reach
chart,charts
essa,essa
perro,perro
virus,virus
3x,(3x)
charm,charm
pari,paris
diferent,diferente
suitcas,suitcase
glück,glück
charg,charge
amaz,amazing
ka,ka
ke,ke
minha,minha
unspoken,unspoken
clear,clear
minä,minä
destruct,destruction
clean,clean
repli,reply
weigh,weigh
barrel,barrel
i`m,i`m
nube,nubes
gleich,gleich
nessuno,nessuno
gold,gold
tener,tener
melodi,melody
flicker,flicker
croir,croire
gefühl,gefühl
golp,golpe
há,há
quedan,quedan
fino,fino
finn,finns
ojo,ojos
font,font
fine,fine
find,find
paus,pause
giant,giant
sayin,sayin'
pretti,pretty
sentenc,sentence
nervous,nervous
bonheur,bonheur
writer,writer
solut,solution
quel,quel
vision,vision
piedra,piedra
beat,beat
jazz,jazz
quer,quer
traum,traum
betray,betrayed
money,money
8,8
unhappi,unhappy
gå,gå
hip,hip
shepherd,shepherds
remedi,remedy
his,his
hit,hit
mein,mein
bend,bend
express,express
estrella,estrellas
famous,famous
grew,grew
hid,hid
stir,stir
compass,compassion
jetzt,jetzt
jsui,j'suis
hij,hij
silk,silk
sunni,sunny
him,him
hin,hin
merci,mercy
appeal,appeal
timeless,timeless
foto,foto
proclaim,proclaim
enemi,enemy
booz,booze
geld,geld
common,common
gotten,gotten
verdad,verdad
nowher,nowhere
hon,hon
sew,sew
seventeen,seventeen
set,set
art,art
ser,ser
delus,delusion
creator,creator
overwhelm,overwhelmed
jade,jaded
vine,vine
around,around
grey,grey
bara,bara
idol,idol
lion,lion
sed,sed
dumb,dumb
are,are
sea,sea
tender,tender
close,close
laat,laat
aunqu,aunque
arm,arms
sei,sei
seh,seh
seal,seal
project,projects
movin,movin'
spiritu,spiritual
fuist,fuiste
dann,dann
someth,something
wail,wail
guitarra,guitarra
case,case
woo,woo
won,won
woh,woh
lei,lei
woe,woe
guilt,guilt
hold,hold
experi,experience
dein,dein
kneel,kneel
concentr,concentrate
soll,soll
makeup,makeup
shinin,shinin'
iron,iron
barrio,barrio
sold,sold
sole,sole
isol,isolation
sola,sola
spray,spray
samba,samba
arrang,arranged
ikk,ikke
jeder,jeder
cristal,cristal
purpl,purple
tres,tres
että,että
sufrir,sufrir
both,both
c,c
toward,towards
last,last
thou,thou
breakin,breakin'
alon,alone
troppo,troppo
foreign,foreign
alor,alors
razón,razón
secreto,secreto
forgotten,forgotten
¿qué,¿qué
bond,bond
afar,afar
blaze,blaze
load,load
gypsi,gypsy
childhood,childhood
simpli,simply
reject,reject
point,point
olla,olla
sweet,sweet
sweep,sweep
rosa,rosa
dancer,dancer
majesti,majesty
church,church
rave,rave
mistak,mistake
pensamiento,pensamiento
bridg,bridge
deceiv,deceive
belt,belt
sonrisa,sonrisa
worthless,worthless
devil,devil
filth,filth
dum,dum
dun,d'un
pu,pu
dub,dub
blink,blink
due,due
empti,empty
miser,miserable
depui,depuis
whom,whom
secret,secret
pa,pa
damn,damn
pe,pe
threaten,threatening
brick,brick
pi,pieds
po,po'
woke,woke
dame,dame
firm,firm
invis,invisible
sweetheart,sweetheart
modern,modern
flight,flight
champion,champion
gay,gay
pronto,pronto
fire,fire
infect,infected
imag,image
aprè,après
gas,gas
gar,gar
demasiado,demasiado
gal,gal
understand,understand
occhi,occhi
vuol,vuole
demand,demand
educ,education
cantar,cantar
funk,funk
convers,conversation
highest,highest
stolen,stolen
ignit,ignite
look,look
tambien,tambien
cur,cur
solid,solid
straight,straight
bill,bill
här,här
crazi,crazy
rope,rope
pace,pace
while,while
caress,caress
kick,kick
abov,above
error,error
fun,fun
fleet,fleeting
sombra,sombra
ruido,ruido
andar,andar
everyon,everyone
pack,pack
grip,grip
gimm,gimme
pound,pound
esperanza,esperanza
readi,ready
mystic,mystic
von,von
demon,demons
voi,vois
rip,rip
feliz,feliz
rio,rio
vow,vow
vor,vor
centuri,century
decay,decay
rid,rid
vanish,vanish
anguish,anguish
ohhhh,ohhhh
voz,voz
chase,chase
wrath,wrath
resurrect,resurrection
importa,importa
starlight,starlight
grant,granted
belong,belong
butcher,butcher
funni,funny
basta,basta
grand,grand
9,9
ray,ray
boom,boom
memphi,memphis
higher,higher
pray,pray
caer,caer
appreci,appreciate
tower,tower
itch,itch
mountain,mountain
camera,camera
defeat,defeat
se,se
haus,haus
moment,moment
000,000
seren,serenity
extrem,extreme
giorni,giorni
mot,mots
giorno,giorno
weird,weird
adentro,adentro
haga,haga
lower,lower
older,older
primavera,primavera
adesso,adesso
spent,spent
hago,hago
person,person
cheer,cheer
chees,cheese
elev,elevator
f,f
y,y
revolv,revolver
tast,taste
spend,spend
howl,howling
mon,mon
i’m,i’m
coup,coup
chord,chords
burden,burden
blur,blur
tanto,tanto
claro,claro
obscur,obscure
nuestra,nuestra
shape,shape
you´r,you´re
world,world
i’v,i’ve
unto,unto
nuestro,nuestro
wage,wage
cut,cut
cup,cup
ciel,ciel
cuz,cuz
calor,calor
havin,havin'
arriba,arriba
grin,grin
voll,voll
snap,snap
hombr,hombre
hater,haters
bin,bin
wil,wil
march,march
maria,maria
amart,amarte
bleibt,bleibt
bid,bid
sittin,sittin'
almighti,almighty
lovin,lovin'
judgement,judgement
game,game
quest,quest
volver,volver
warmth,warmth
bit,bit
awaken,awaken
bir,bir
paint,paint
vino,vino
bruis,bruised
knock,knock
d,d
spine,spine
confront,confront
signal,signal
clay,clay
glove,glove
strife,strife
chorus,chorus
collect,collect
een,een
conceiv,conceive
donna,donna
gloom,gloom
sleigh,sleigh
cruis,cruise
foolish,foolish
parar,parar
mighti,mighty
often,often
mía,mía
mío,mío
spring,spring
christian,christian
creation,creation
some,some
back,back
understood,understood
palm,palm
loser,loser
sight,sight
mirror,mirror
wonderland,wonderland
curious,curious
surpris,surprise
pale,pale
senseless,senseless
rien,rien
scale,scale
chocol,chocolate
maiden,maiden
encuentro,encuentro
schön,schön
pet,pet
peu,peu
ave,ave
shall,shall
medo,medo
per,per
religion,religion
pelo,pelo
sagen,sagen
larg,large
undon,undone
anni,annie
fuori,fuori
vece,veces
pela,pela
kai,kai
anna,anna
either,either
machin,machine
be,be
sixteen,sixteen
run,run
ba,ba
rum,rum
rub,rub
word,words
bo,bo
rug,rug
rue,rue
nuevo,nuevo
bu,bu
step,step
weil,weil
hän,hän
squeez,squeeze
santa,santa
starri,starry
santo,santo
carol,carol
by,by
nueva,nueva
shine,shine
faith,faith
candl,candle
mão,mão
most,most
searchin,searchin'
bist,bist
perd,perd
shini,shiny
brooklyn,brooklyn
valentin,valentine
drama,drama
duda,duda
idl,idle
dine,dine
heel,heels
pudiera,pudiera
wanna,wanna
block,block
sua,sua
miracl,miracle
genocid,genocide
real,real
fan,fan
pero,pero
hermano,hermano
within,within
usual,usually
momma,momma
jimmi,jimmy
fallin,fallin'
chang,change
lesson,lesson
ann,ann
alguém,alguém
stench,stench
holla,holla
desol,desolate
tú,tú
ao,ao
allí,allí
tô,tô
question,question
pierdo,pierdo
submit,submit
liegt,liegt
feu,feu
parec,parece
keinen,keinen
suit,suit
forward,forward
mach,mach
qua,qua
poder,poder
tá,tá
aqu,aqu
mutil,mutilation
himself,himself
an,an
ditch,ditch
ascend,ascend
frost,frost
heartach,heartache
won’t,won’t
carn,carne
cloth,clothes
dulc,dulce
doi,dois
link,link
translat,translation
tenert,tenerte
atom,atomic
line,line
reel,reel
dull,dull
hush,hush
skull,skull
ut,ut
up,up
us,us
ur,ur
um,um
un,un
uh,uh
holler,holler
z,z
ki,ki
bath,bath
necesito,necesito
v,v
freak,freak
curs,curse
youâr,youâre
flow,flow
haunt,haunt
repres,represent
scarlet,scarlet
cure,cure
jétai,j'étais
chat,chat
playin,playin'
curl,curl
hospit,hospital
prevail,prevail
curtain,curtain
kaikki,kaikki
cotton,cotton
cuento,cuento
rainbow,rainbow
peter,peter
gris,gris
nah,nah
nai,n'ai
são,são
nao,nao
cuenta,cuenta
tard,tarde
vou,vou
nas,nas
raini,rainy
yang,yang
bear,bear
recordar,recordar
grind,grind
swirl,swirling
propheci,prophecy
mock,mock
nice,nice
dale,dale
draw,draw
oon,oon
più,più
lend,lend
ritmo,ritmo
missin,missin'
papa,papa
william,williams
drag,drag
est,est
cè,c'è
worm,worm
año,años
leaf,leaf
tua,tua
desert,desert
problema,problema
mood,mood
ago,ago
lane,lane
land,land
e,e
sore,sore
age,age
sve,sve
gehen,gehen
oppress,oppression
depth,depths
enslav,enslaved
hah,hah
restor,restore
fresh,fresh
hello,hello
passé,passé
code,code
anda,anda
edg,edge
ganz,ganz
scratch,scratch
dime,dime
letzt,letzte
quero,quero
alien,alien
ge,ge
gana,ganas
gang,gang
ga,ga
vuelto,vuelto
go,go
psycho,psycho
meinem,meinem
senti,senti
gi,gi
privat,private
espera,espera
coeur,coeur
young,young
llora,llora
nose,nose
oclock,o'clock
alto,alto
becam,became
sens,sense
fatal,fatal
sent,sent
inject,inject
zurück,zurück
aprend,aprender
garden,garden
sempr,sempre
noos,noose
rhyme,rhyme
agua,agua
wave,wave
mous,mouse
forgiven,forgiven
spoon,spoon
disast,disaster
uhhuh,uh-huh
shiver,shiver
wipe,wipe
tri,try
yeux,yeux
magic,magic
wasteland,wasteland
magia,magia
stiff,stiff
zeit,zeit
fur,fur
button,button
gettin,gettin'
michael,michael
eve,eve
mirar,mirar
race,race
déjame,déjame
iba,iba
stomp,stomp
marri,married
pleas,please
someday,someday
zo,zo
fortun,fortune
esté,estés
natur,nature
bug,bug
está,está
vela,vela
jump,jump
crook,crooked
annihil,annihilation
video,video
plead,plead
zu,zu
acid,acid
odd,odds
click,click
folk,folks
się,się
går,går
porqu,porque
compar,compare
chicago,chicago
wore,wore
slight,slightly
sonn,sonne
hardest,hardest
moan,moan
cell,cell
rotten,rotten
indian,indian
cancion,canciones
playa,playa
plug,plug
bird,bird
can,can
involv,involved
vibrat,vibration
led,led
chose,chose
despit,despite
rocknrol,rock'n'roll
sexi,sexy
warum,warum
whoo,whoo
punch,punch
kannst,kannst
sinn,sinn
swim,swim
quell,qu'elle
les,les
let,let
sink,sink
mnie,mnie
sing,sing
sind,sind
palac,palace
fifteen,fifteen
sinc,since
qued,quede
great,great
até,até
northern,northern
dell,delle
sangr,sangre
chant,chant
gent,gente
30,30
vacat,vacation
host,host
chao,chaos
sangu,sangue
fond,fond
cafe,cafe
veut,veut
earli,early
opinion,opinion
climb,climb
meer,meer
honor,honor
chanc,chance
control,control
wie,wie
danger,danger
shake,shake
win,win
sinä,sinä
emot,emotions
foundat,foundation
estamo,estamos
volt,volte
wit,wit
blah,blah
wir,wir
motor,motor
zijn,zijn
voy,voy
cloud,clouds
dejar,dejar
use,used
olvid,olvides
from,from
che,che
usa,usa
&,&
chi,chi
doubl,double
gern,gern
escond,esconde
flat,flat
next,next
dynamit,dynamite
few,few
doubt,doubt
kuin,kuin
toy,toy
clutch,clutch
sort,sort
don´t,don´t
dash,dash
clever,clever
babe,babe
bailando,bailando
porch,porch
babi,baby
caminho,caminho
memoria,memoria
fiend,fiend
impress,impress
stone,stone
posso,posso
trail,trail
train,train
losin,losin'
vuelta,vuelta
ok,ok
gambl,gamble
harvest,harvest
wretch,wretched
women,women
sont,sont
heur,heures
palabra,palabras
ace,ace
devant,devant
spi,spy
this,this
plan,plan
ride,ride
critic,critical
pour,pour
roar,roar
unreal,unreal
obvious,obvious
thin,thin
island,island
shook,shook
meet,meet
coffin,coffin
aliv,alive
sabe,sabes
masquerad,masquerade
qualquer,qualquer
od,od
tap,tap
bent,bent
plate,plate
process,process
lock,locked
weet,weet
rode,rode
loco,loco
high,high
vultur,vultures
tag,tag
bene,bene
taa,taas
slip,slip
tal,tal
tan,tan
martyr,martyr
skirt,skirt
crimin,criminal
rape,rape
cambio,cambio
lamb,lamb
lejo,lejos
surfac,surface
sip,sip
querert,quererte
sit,sit
vibe,vibe
alegría,alegría
six,six
tras,tras
río,río
mujer,mujer
sia,sia
ander,anders
sig,sig
forest,forest
sie,sie
dissolv,dissolve
instead,instead
tak,tak
panic,panic
sin,sin
sim,sim
stock,stock
fare,fare
altar,altar
klar,klar
inhal,inhale
evri,ev'ry
sir,sir
farm,farm
stop,stop
act,act
tief,tief
paralyz,paralyzed
canât,canât
wrist,wrist
attent,attention
ceil,ceiling
industri,industry
physic,physical
somethin,somethin'
assassin,assassin
tanta,tanta
bind,bind
isso,isso
lame,lame
robot,robot
element,elements
mami,mami
primera,primera
entiendo,entiendo
mainten,maintenant
allow,allow
lluvia,lluvia
ainda,ainda
batter,battered
tunnel,tunnel
steve,steve
mieux,mieux
weh,weh
standin,standin'
thigh,thighs
movi,movie
move,move
galaxi,galaxy
desper,desperate
pine,pine
dial,dial
volta,volta
hunter,hunter
stride,stride
bunch,bunch
perfect,perfect
siehst,siehst
le,le
outer,outer
till,till
chosen,chosen
lo,lo
ll,ll
fue,fue
lamp,lamp
li,li
mek,mek
muert,muerte
når,når
puerta,puerta
llega,llega
decad,decade
bye,bye
filthi,filthy
jukebox,jukebox
dad,dad
nadi,nadie
dag,dag
crash,crash
sword,sword
dal,dal
dam,dam
dan,dans
spell,spell
dah,dah
cover,cover
flew,flew
dat,dat
mention,mention
doch,doch
autr,autre
snake,snake
dar,dar
gritar,gritar
front,front
scatter,scattered
surviv,survive
cage,cage
day,day
strive,strive
billi,billy
somewher,somewhere
thrill,thrill
anyth,anything
feast,feast
morir,morir
poetri,poetry
slide,slide
polit,politics
truth,truth
shirt,shirt
kommt,kommt
beneath,beneath
sil,s'il
modo,modo
skate,skate
unwind,unwind
oui,oui
tot,tot
bueno,bueno
knive,knives
vien,viene
über,über
bump,bump
cett,cette
buena,buena
product,product
consum,consume
leavin,leavin'
static,static
tien,tiene
bay,bay
sexual,sexual
wander,wander
special,special
falta,falta
sient,siente
rey,rey
attend,attend
sentiment,sentimental
bag,bag
defend,defend
tuyo,tuyo
från,från
así,así
werden,werden
venom,venom
mate,mate
distract,distraction
cest,c'est
sever,severed
mata,mata
pledg,pledge
wick,wicked
charli,charlie
contigo,contigo
defens,defense
red,red
obsess,obsession
afford,afford
franc,france
shut,shut
await,awaits
insid,inside
southern,southern
cambia,cambia
tempo,tempo
templ,temple
où,où
que,que
york,york
x,x
viejo,viejo
anyhow,anyhow
molli,molly
bleed,bleed
camino,camino
demai,demais
etern,eternal
river,river
yard,yard
deserv,deserve
lone,lonely
guarante,guaranteed
enchant,enchanted
could,could
doy,doy
keep,keep
scari,scary
frent,frente
shred,shreds
chaqu,chaque
outsid,outside
mortal,mortal
jam,jam
scare,scared
south,south
mankind,mankind
frozen,frozen
blown,blown
ihr,ihr
seu,seu
sack,sack
echo,echo
date,date
dautr,d'autres
ihn,ihn
vielä,vielä
ihm,ihm
digniti,dignity
ses,ses
scent,scent
jamá,jamás
fella,fellas
booti,booty
long,long
glisten,glisten
los,los
unknown,unknown
habit,habit
realidad,realidad
tribe,tribe
messag,message
mal,mal
their,their
attack,attack
definit,definitely
ruin,ruin
termin,terminal
espejo,espejo
perché,perché
final,finally
boil,boiling
misunderstood,misunderstood
negra,negra
shell,shell
stomach,stomach
gear,gear
big,big
jesus,jesus
einem,einem
punish,punishment
quando,quando
shallow,shallow
negro,negro
biggest,biggest
maze,maze
sex,sex
herself,herself
shorti,shorty
blind,blind
practic,practice
steel,steel
nun,nun
photograph,photograph
bei,bei
ben,ben
tangl,tangled
bem,bem
rendezv,rendezvous
bother,bother
beg,beg
bed,bed
bee,bee
claim,claim
dai,dai
llevar,llevar
padr,padre
kissin,kissin'
becom,become
lover,lover
pedir,pedir
bare,bare
rate,rate
penetr,penetrate
steer,steer
perchè,perchè
tango,tango
inna,inna
clip,clip
terribl,terrible
journey,journey
niña,niña
acabar,acabar
sonho,sonho
voce,voce
crucifi,crucified
corrupt,corruption
oughta,oughta
blir,blir
faut,faut
rollin,rollin'
have,have
sen,sen
throat,throat
madr,madre
loos,loose
yuh,yuh
border,border
sem,sem
shes,shes
q,q
mij,mij
mim,mim
mil,mil
mio,mio
min,min
mia,mia
respirar,respirar
mic,mic
expos,exposed
mie,mie
you’r,you’re
mig,mig
einfach,einfach
cuatro,cuatro
mix,mix
unawar,unaware
aujourdhui,aujourd'hui
which,which
lindo,lindo
truck,truck
mis,mis
mir,mir
mit,mit
singl,single
vaya,vaya
lugar,lugar
tonight,tonight
unless,unless
limb,limbs
combat,combat
mut,mut
raindrop,raindrops
muev,mueve
who,who
salli,sally
whi,why
discov,discover
presid,president
hound,hound
fragment,fragments
hiphop,hip-hop
satan,satan
eight,eight
but,but
