FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1005622,EPHRATA FARMERS' MARKET,http://www.ephratafarmersmarket.org,nan,nan,nan,nan,Basin/First/Division,Ephrata,Grant,Washington,98823,May to October,Sat:8:00 am - 1:00 pm;,nan,nan,nan,nan,nan,nan,-119.551,47.3209,Local government building grounds,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/5/2011 11:46:26 AM
1007009,Epping Farmers’ Market,nan,nan,nan,nan,nan,16 Main St.,Epping,nan,New Hampshire,nan,nan,nan,nan,nan,nan,nan,nan,nan,-71.0734,43.0325,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007089,Erie Farmers Market,nan,nan,nan,nan,nan,W. 13th and Peach St,Erie,Erie,Pennsylvania,16501,nan,nan,nan,nan,nan,nan,nan,nan,-80.082,42.1221,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004525,Erie Farmers' Market,http://www.naturespointmarkets.com,nan,nan,nan,nan,515 Briggs St,Erie,Weld,Colorado,80516,May to October,Sat:8:30 AM - 1:00 PM;,nan,nan,nan,nan,nan,nan,-105.04742009999998,40.0491741,Private business parking lot,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/31/2012 10:32:39 AM
1002507,Erie Street Farmers Market,nan,nan,nan,nan,nan,500 W Erie St,Chicago,nan,Illinois,60610,nan,nan,nan,nan,nan,nan,nan,nan,-87.6414,41.8939,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003124,Erwin Farmers Market,http://www.erwin-nc.org,nan,nan,nan,nan,"Hwy 421 and intersection Hwy 55 goes into Erwin, 1 mile on the right, around the gazebo across from the Suntrust Bank.",Erwin,Harnett,North Carolina,28339,May to October,Sat:9:00 AM - 1:00 PM;,nan,nan,nan,nan,nan,nan,-78.64734444444441,35.3239944444444,nan,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/29/2012 6:48:42 AM
1001155,Erwin/Unicoi County Farmers Market,nan,nan,nan,nan,nan,Erwin Town Hall,Erwin,Unicoi,Tennessee,37601,January to December,nan,nan,nan,nan,nan,nan,nan,-82.3984,36.1465,Local government building grounds,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/19/2011 12:07:55 PM
1011260,Escalante Farmers Market,nan,https://www.facebook.com/escalantefarmersmarket?ref=hl,nan,nan,nan,Corner of Center and Main Street,Escalante,Garfield,Utah,84726,06/20/2015 to 09/26/2015,Sat: 9:00 AM-11:00 AM;,nan,nan,nan,nan,nan,nan,-111.600279,37.770323499999996,nan,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,6/19/2015 4:46:15 PM
1003784,Escanaba Farmers Market,nan,nan,nan,nan,nan,115 North 9th Street,Escanaba,Delta,Michigan,49829,nan,nan,nan,nan,nan,nan,nan,nan,-87.0604,45.7465,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 11 2010  4:53PM
1002302,Escondido Certified Farmers' Market,http://www.downtownescondido.com,nan,nan,nan,nan,262 East Grand Ave,Escondido,San Diego,California,92025,January to December,Tue:2:30 AM - 6:00 PM;,nan,nan,nan,nan,nan,nan,-117.07901090000001,33.123064299999996,Closed-off public street,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,6/4/2012 5:27:20 PM
1002687,Escondido East Valley Farmers Market,http://www.openairemarkets.com,nan,nan,nan,nan,1868 East Valley Pkwy.,Escondido,San Diego,California,92029,nan,nan,nan,nan,nan,nan,nan,nan,-117.054,33.1363,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006678,Espanola Farmers Market,http://www.espanolafarmersmarket.org,nan,nan,nan,nan,1005 N.Railroad  Avenue,Espanola,Rio Arriba,New Mexico,87532,06/09/2014 to 10/27/2014,Mon: 10:00 AM-5:00 PM;,07/01/2014 to 09/01/2014,Fri: 2:00 PM-7:00 PM;,nan,nan,nan,nan,-106.080229,36.006236,Other,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,3/24/2014 10:38:10 PM
1009320,Essential Eating Farmers Market ,http://www.plymouthfarmersmarket.org/,nan,nan,nan,nan,515 Northern Boulevard (Rt. 6/11),Clarks Summit,nan,Pennsylvania,18411,nan,nan,nan,nan,nan,nan,nan,nan,-75.681,41.4733,nan,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1007457,Essex Farmers Market,nan,nan,nan,nan,nan,"On the Green, Main Street",Essex,Middlesex,Connecticut,06426,nan,nan,nan,nan,nan,nan,nan,nan,-72.399,41.3543,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009864,Essex Farmers Market,http://www.essexfarmersmarket.com,https://www.facebook.com/EssexFarmersMarket,nan,nan,nan,24 Martin Street,Essex ,Essex,Massachusetts,01929,06/21/2014 to 10/18/2014,Sat: 9:00 AM-12:00 PM;,nan,nan,nan,nan,nan,nan,-70.78178100000001,42.631883,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,4/8/2014 2:30:39 PM
1003568,Estacada Farmers Market,http://www.estacadafarmersmarket.com,nan,nan,nan,nan,Third and Broadway,Estacada,Clackamas,Oregon,97023,May to October,nan,nan,nan,nan,nan,nan,nan,-122.335,45.2879,Private business parking lot,N,N,N,N,N,-,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/26/2011 9:08:36 PM
1000189,Ester Community Market,http://www.esteralaska.com,nan,nan,nan,nan,"Ester Community Park, Old Nenana Highway",Ester,Fairbanks North Star,Alaska,99725,nan,nan,nan,nan,nan,nan,nan,nan,-148.01,64.8459,Local government building grounds,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/19/2012 5:16:04 PM
1005654,Estes Valley Farmers Market,nan,https://www.facebook.com/EstesValleyFarmersMarket,nan,nan,nan,1209 Manford Ave.,Estes Park,nan,Colorado,nan,nan,nan,nan,nan,nan,nan,nan,nan,-105.50200000000001,40.3716,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/15/2014 10:04:21 AM
1000494,Esther's Place,http://www.esthersplacefibes.com,nan,nan,nan,nan,201 West Galena Street,Big Rock,Kane,Illinois,60511,April to October,Tue:10:00 AM - 6:00 PM;Wed:10:00 AM - 6:00 PM;Thu:10:00 AM - 6:00 PM;Fri:10:00 AM - 6:00 PM;Sat:10:00 AM - 6:00 PM;,nan,nan,nan,nan,nan,nan,-88.55055209999999,41.7641777,Healthcare Institution,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/17/2012 1:49:01 PM
1005682,Estherville Farmers Market,nan,nan,nan,nan,nan,1226 Central Avenue,Estherville,Emmet,Iowa,51334,06/08/2013 to 10/12/2013,Thu: 5:00 PM-;Sat: 8:00 AM-;,nan,nan,nan,nan,nan,nan,-94.827697,43.402007,Private business parking lot,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/17/2013 9:35:32 PM
1007569,Estill County Farmers’ Market,nan,nan,nan,nan,nan,South Irvine Road,Irvine,Estill,Kentucky,nan,nan,nan,nan,nan,nan,nan,nan,nan,-83.975,37.6874,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009745,Estrella Lakeside Market,http://www.azfarmersmarkets.us ,nan,nan,nan,nan,Elloitt Rd and S Estrella Parkway,Goodyear,Maricopa,Arizona,85338,10/19/2013 to 05/17/2014,Sat: 10:00 AM-2:00 PM;,nan,nan,nan,nan,nan,nan,-112.4278652,33.3555318,nan,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 9:00:34 AM
1011981,Euclid Farmers Market,http://shoreculturalcentre.com/EuclidFarmersMarket,https://www.facebook.com/EuclidFarmersMarket/,nan,nan,nan,291 E 222nd Street,Euclid,Cuyahoga,Ohio,44123,06/03/2016 to 10/07/2016,Fri: 3:00 PM-6:30 PM;,nan,nan,nan,nan,nan,nan,-81.525914,41.607434000000005,nan,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/24/2016 5:04:44 PM
1010933,Eudora's Market On Main,http://www.EudoraMOM.com,Eudora Market On Main,nan,nan,nan,724 Main Street,Eudora,Douglas,Kansas,66025,01/01/2015 to 12/31/2015,Sat: 9:00 AM-12:00 PM;,nan,nan,nan,nan,nan,nan,-95.0985747,38.9457966,nan,Y,N,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,3/18/2015 3:28:58 PM
1006618,Eufaula Farmer's Market,nan,https://www.facebook.com/pages/Eufaula-Oklahoma-Farmers-Market/114645985216791,nan,nan,nan,Across from Posey Park,Eufaula,McIntosh,Oklahoma,74432,05/25/2013 to 08/31/2013,Sat: 8:00 AM-12:00 PM;,nan,nan,nan,nan,nan,nan,-95.586085,35.28883,Other,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/11/2013 6:52:10 PM
1006135,Eureka Farmers Market,nan,nan,nan,nan,nan,Gold St.,Eureka,Eureka,Nevada,89316,"August 2, 2012 to September 27, 2012",Thu:4:00 PM - 6:00 PM;,nan,nan,nan,nan,nan,nan,-115.9609,39.51168,Closed-off public street,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/14/2012 1:43:11 PM
1000410,Eureka Springs Farmers Market,http://www.eurekaspringsfarmersmarket.com,https://www.facebook.com/ESFarmersMarket,nan,nan,nan,2075 E. Van Buren,Eureka Springs,Carroll,Arkansas,72632,04/17/2014 to 11/27/2014,Tue: 7:00 AM-12:00 PM;Thu: 7:00 AM-12:00 PM;,12/04/2014 to 04/16/2015,Thu: 9:00 AM-12:00 PM;,nan,nan,nan,nan,-93.731702,36.391562,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,3/31/2014 7:23:01 PM
1008261,Evans Towne Farmers Market,http://www.evanstownefarmersmarket.com,https://www.facebook.com/EvansTowneFarmersMarket?ref=hl,nan,https://www.youtube.com/watch?v=blS1wHiU-HM,https://www.youtube.com/watch?v=Gv07Bhq6mf0,7022 Evans Town Center Blvd,Evans,Columbia,Georgia,30809,03/20/2014 to 10/30/2014,Thu: 4:30 PM-7:00 PM;,nan,nan,nan,nan,nan,nan,-82.1328615,33.546517800000004,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,3/31/2014 5:01:26 PM
1002729,Evansdale Farmers Market,nan,nan,nan,nan,nan,3524 Lafayette Rd,Evansdale,Black Hawk,Iowa,50707,05/28/2014 to 10/15/2014,Wed: 2:30 PM-5:30 PM;,nan,nan,nan,nan,nan,nan,-92.2902,42.477565000000006,Private business parking lot,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 11:17:53 AM
1009328,Evanston West End Ethnic Farmers Market,nan,https://www.facebook.com/EvanstonWestEndEthnicFarmersMarket,nan,nan,nan,"Dodge Avenue & Church Street (ETHS lot),",Evanston,nan,Wyoming,60202,nan,nan,nan,nan,nan,nan,nan,nan,-110.964,41.2675,nan,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009553,Evanston Wyoming Farmers Market,nan,https://www.facebook.com/EvanstonWyomingFarmersMarket?ref=br_tf,nan,nan,nan,Depot Square,Evanston ,nan,Wyoming,60202,nan,nan,nan,nan,nan,nan,nan,nan,-110.964,41.2675,nan,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1003809,Evansville Farmers Market,http://www.evansvillefarmersmarket.com,nan,nan,nan,nan,102 Maple St.,Evansville,Rock,Wisconsin,53536,May to October,Sat:9:00 AM - 1:00 PM;,nan,nan,nan,nan,nan,nan,-89.29807640000001,42.7789873,Closed-off public street,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/7/2012 1:03:48 PM
1010195,Evart Farmers' Market- Evart DDA,http://evart.org/business/dda/farmers-market/,https://www.facebook.com/pages/Evart-Farmers-Market/173877975995896,nan,nan,nan,200 South Main Street,Evart,Osceola,Michigan,49631,06/11/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,nan,nan,nan,nan,nan,nan,-85.259592,43.899648,nan,Y,Y,N,Y,Y,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 12:56:29 PM
1000015,Evening Farmer's Market on the Riverwalk,http://www.puebloharp.com,nan,nan,nan,nan,101 S. Union Ave,Pueblo,Pueblo,Colorado,81003,nan,nan,nan,nan,nan,nan,nan,nan,-104.613,38.2651,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 24 2010 12:41PM
1005710,Everedy Square/Shab Row Farmers' Market,http://www.FrederickFarmFresh.com,https://www.facebook.com/WestFrederickFarmersMarket,nan,nan,nan,East and East Church Streets,Frederick,Frederick,Maryland,21701,06/04/2015 to 10/29/2015,Thu: 3:00 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-77.40525,39.415,nan,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,4/9/2015 1:24:24 PM
1010418,Everett Farmers Market,http://everettfarmersmarket.wordpress.com,facebook.com/everettfarmersmarket,@everettmarket,nan,nan,538 Broadway ,Everett,Middlesex,Massachusetts,02149,06/25/2014 to 10/15/2014,Wed: 2:00 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-71.052841,42.410211,Local government building grounds,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,8/5/2014 1:23:57 PM
1003357,Everett Farmers Market LLC,http://www.everettfarmersmarket.net,https://www.facebook.com/TheEverettFarmersMarket,nan,nan,nan,615 13th St,Everett,Snohomish,Washington,98201,05/08/2016 to 10/16/2016,Sun: 11:00 AM-4:00 PM;,nan,nan,nan,nan,nan,nan,-122.22205,48.000172,nan,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,4/26/2016 10:20:17 AM
1005551,Everglades Swamp Market,nan,nan,nan,nan,nan,1B Swamp Harbor Drive,Homestead,Miami-Dade,Florida,33030,nan,nan,nan,nan,nan,nan,nan,nan,-80.4776,25.4687,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr  7 2010  1:39PM
1001957,Evergreen Farmers Market at Bergen Village,http://www.coloradooutdoormarkets.com,nan,nan,nan,nan,The Bergan Village Shopping Center,Evergreen,Jefferson,Colorado,80435,06/02/2015 to 09/29/2015,Tue: 10:00 AM-2:00 PM;,nan,nan,nan,nan,nan,nan,-105.3172146,39.6333213,nan,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,3/19/2015 12:07:54 PM
1011432,Evergreen Farmers' Market,http://www.pcfma.org,www.facebook.com/EvergreenFarmersMarket,www.twitter.com/PacCoastFarmers,nan,nan,4055 Evergreen Village Square,San Jose,Santa Clara,California,nan,01/01/2015 to 12/31/2015,Wed: 9:00 AM-1:00 PM;Sun: 9:00 AM-1:00 PM;,nan,nan,nan,nan,nan,nan,-121.77394299999999,37.313921,nan,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/20/2015 1:03:56 PM
1003241,Evergreen Park Farmers Market,nan,nan,nan,nan,nan,8900 S Kedzie Ave,Evergreen Park,Cook,Illinois,60805,June to October,Thu:7:00 am - 1:00 pm;,nan,nan,nan,nan,nan,nan,-87.7022,41.7316,Private business parking lot,N,N,N,N,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 4:06:47 PM
1005771,Everly Farmers Market,nan,nan,nan,nan,nan,"City Park, County Rd. B-24",Everly,Clay,Iowa,513338,nan,nan,nan,nan,nan,nan,nan,nan,-95.3253,43.1597,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009443,Everyone's Harvest - Greenfield,nan,https://www.facebook.com/EssentialEatingFarmersMarket,nan,nan,nan,"Greenfield, Between El Camino Real & 9th Ave.",Greenfield,nan,California,93933,nan,nan,nan,nan,nan,nan,nan,nan,-121.241,36.3186,nan,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009444,Everyone's Harvest - Salinas,nan,https://www.facebook.com/EssentialEatingFarmersMarket,nan,nan,nan,"Natividad, Natividad Medical Center in Salinas,",Salinas,nan,California,93933,nan,nan,nan,nan,nan,nan,nan,nan,-121.633,36.696,nan,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1005267,Ewa Beach Community Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,nan,nan,nan,nan,91-955 North Road,Ewa Beach,Honolulu,Hawaii,96706,01/01/2015 to 12/31/2015,Fri: 9:00 AM-10:00 AM;,nan,nan,nan,nan,nan,nan,-158.007174,21.314954,nan,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,3/25/2015 4:05:09 PM
1004422,Excelsior Farmers' Market,http://www.excelsiorfarmersmarket.com,nan,nan,nan,nan,301 County Road 19,Excelsior,Hennepin,Minnesota,55331,May to October,Thu:2:00 PM - 6:00 PM;,nan,nan,nan,nan,nan,nan,-93.570583,44.901109999999996,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/26/2012 5:17:25 PM
1007132,Exeter Farmers Market,nan,nan,nan,nan,nan,773 Ten Rod Road,nan,WASHINGTON,Rhode Island,nan,nan,nan,nan,nan,nan,nan,nan,nan,-71.4902,41.5773,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007798,Exeter Farmers’ Market,http://www.seacoastgrowers.org,https://www.facebook.com/Market03833,https://twitter.com/market03833,nan,nan,"Swasey Parkway, off Water Street",Exeter,Rockingham,New Hampshire,nan,05/07/2015 to 10/29/2015,Thu: 2:30 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-70.950053,42.983633000000005,nan,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,3/31/2015 4:37:43 PM
1002239,Exit 20 Farmers' Market at Tanger Outlet,nan,nan,nan,nan,nan,Tanger Outlets 120 Laconia Rd,Tilton,Belknap,New Hampshire,03276,June to September,Wed:3:00 PM - 6:00 PM;,nan,nan,nan,nan,nan,nan,-71.56186,43.45818,Private business parking lot,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,4/30/2012 8:29:42 PM
1002247,Extraordinary Farmers Market,nan,nan,nan,nan,nan,19th & O Street,Ord,Valley,Nebraska,68862,June to September,Fri:5:00 PM - 6:30 PM;,nan,nan,nan,nan,nan,nan,-98.931649,41.599928000000006,Local government building grounds,N,N,N,Y,N,-,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5/16/2012 7:35:36 AM
1004875,Eyota Farmers Market,http://www.eyota.govoffice.com,https://www.facebook.com/pages/Eyota-Farmers-Market/224735830876812,nan,nan,nan,303 Fifth St SW,Eyota,Olmsted,Minnesota,55934,05/21/2013 to 10/08/2013,Tue: 4:00 PM-7:00 PM;,nan,nan,nan,nan,nan,nan,-92.238327,43.985033,Other,N,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/17/2013 11:33:24 AM
1005313,Fair Food Farmstand,http://www.foodtrustmarkets.org/markets.html,nan,nan,nan,nan,51 N 12th Street,Philadelphia,Philadelphia,Pennsylvania,19107,nan,nan,nan,nan,nan,nan,nan,nan,-75.1594,39.9535,Private business parking lot,N,Y,Y,Y,N,-,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/2013 12:23:53 PM
1001549,Fair Grove Farmers' Market,http://www.fairgrovefarmersmarket.com,https://www.facebook.com/FairGroveFarmersMarket,nan,nan,nan,Hwy 125 & Main Street,Fair Grove,Greene,Missouri,65648,04/16/2014 to 09/24/2014,Wed: 3:00 PM-6:30 PM;,nan,nan,nan,nan,nan,nan,-93.150849,37.3837,Other,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 4:37:21 PM
1006321,Fair Haven Farmers Market,nan,nan,nan,nan,nan,On the green,Fair Haven,Rutland,Vermont,05743,June to October,Fri:3:00 PM - 6:00 PM;,nan,nan,nan,nan,nan,nan,-73.2665,43.593999999999994,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 9:17:06 PM
1000199,Fairbanks Downtown Market,http://www.downtownfairbanks.com,https://www.facebook.com/downtownfairbanks,https://twitter.com/DTFairbanksAK,nan,nan,1st Avenue,Fairbanks,Fairbanks North Star,Alaska,99701,06/02/2014 to 09/08/2014,Mon: 4:00 PM-8:00 PM;,nan,nan,nan,nan,nan,nan,-147.719593,64.844414,Local government building grounds,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/22/2014 1:07:46 PM
1005566,Fairborn Farmers Market,http://www.ci.fairborn.oh.us,nan,nan,nan,nan,Corner of Main St. & Grand Ave.,Fairborn,Greene,Ohio,45324,nan,nan,nan,nan,nan,nan,nan,nan,-84.0225,39.8216,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006669,Fairbury Farmers Market,nan,nan,nan,nan,nan,"Downtown Square, west side",Fairbury,Jefferson,Nebraska,68352,nan,nan,nan,nan,nan,nan,nan,nan,-97.1799,40.1371,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008311,Fairfax Community Farmers' Market ,http://www.FairfaxSaturdayMarket.com,https://www.facebook.com/FairfaxSaturdayMarket,nan,nan,nan,10500 Page Avenue,Fairfax,Fairfax City,Virginia,22030,05/14/2016 to 10/29/2016,Sat: 8:00 AM-1:00 PM;,nan,nan,nan,nan,nan,nan,-77.3082835,38.845333200000006,nan,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,6/27/2016 1:37:00 PM
