congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age,,
106,house,B000134,James,A.,Barcia,,2/25/1952,MI,D,Yes,1/6/1999,46.9,,
106,house,S001045,Bart,T.,Stupak,,2/29/1952,MI,D,Yes,1/6/1999,46.9,,
106,house,K000016,John,R.,Kasich,,5/13/1952,OH,R,Yes,1/6/1999,46.7,,
106,house,D000492,David,T.,Dreier,,7/5/1952,CA,R,Yes,1/6/1999,46.5,,
106,house,R000435,Ileana,,Ros-Lehtinen,,7/15/1952,FL,R,Yes,1/6/1999,46.5,,
106,house,F000257,Michael,P.,Forbes,,7/16/1952,NY,D,Yes,1/6/1999,46.5,,
106,house,C000100,Tom,,Campbell,,8/14/1952,CA,R,Yes,1/6/1999,46.4,,
106,house,P000422,Earl,Ralph,Pomeroy,,9/2/1952,ND,D,Yes,1/6/1999,46.3,,
106,house,G000289,Bob,W.,Goodlatte,,9/22/1952,VA,R,Yes,1/6/1999,46.3,,
106,house,S000044,Max,A.,Sandlin,Jr.,9/29/1952,TX,D,Yes,1/6/1999,46.3,,
106,house,R000462,Steven,R.,Rothman,,10/14/1952,NJ,D,Yes,1/6/1999,46.2,,
106,house,C000830,C.,Christopher,Cox,,10/16/1952,CA,R,Yes,1/6/1999,46.2,,
106,house,B000944,Sherrod,,Brown,,11/9/1952,OH,D,Yes,1/6/1999,46.2,,
106,house,F000441,Ernest,Lee,Fletcher,,11/12/1952,KY,R,No,1/6/1999,46.1,,
106,house,C000266,Steve,J.,Chabot,,1/22/1953,OH,R,Yes,1/6/1999,46,,
106,house,S000522,Christopher,H.,Smith,,3/4/1953,NJ,R,Yes,1/6/1999,45.8,,
106,house,V000081,Nydia,M.,Velázquez,,3/28/1953,NY,D,Yes,1/6/1999,45.8,,
106,house,U000031,Fred,Stephen,Upton,,4/23/1953,MI,R,Yes,1/6/1999,45.7,,
106,house,M000477,Scott,,McInnis,,5/9/1953,CO,R,Yes,1/6/1999,45.7,,
106,house,C000059,Ken,S.,Calvert,,6/8/1953,CA,R,Yes,1/6/1999,45.6,,
106,house,H001030,Baron,P.,Hill,,6/23/1953,IN,D,No,1/6/1999,45.5,,
106,house,C000071,Dave,Lee,Camp,,7/9/1953,MI,R,Yes,1/6/1999,45.5,,
106,house,D000482,Michael,F.,Doyle,Jr.,8/5/1953,PA,D,Yes,1/6/1999,45.4,,
106,house,W000267,David,J.,Weldon,Jr.,8/31/1953,FL,R,Yes,1/6/1999,45.3,,
106,house,T000074,Gene,,Taylor,,9/17/1953,MS,D,Yes,1/6/1999,45.3,,
106,house,M001137,Gregory,W.,Meeks,,9/25/1953,NY,D,Yes,1/6/1999,45.3,,
106,house,H000676,Peter,,Hoekstra,,10/30/1953,MI,R,Yes,1/6/1999,45.2,,
106,house,B000177,Thomas,M.,Barrett,,12/8/1953,WI,D,Yes,1/6/1999,45.1,,
106,house,G000535,Luis,V.,Gutiérrez,,12/10/1953,IL,D,Yes,1/6/1999,45.1,,
106,house,M000639,Robert,,Menéndez,,1/1/1954,NJ,D,Yes,1/6/1999,45,,
106,house,B000617,Henry,,Bonilla,,1/2/1954,TX,R,Yes,1/6/1999,45,,
106,house,D000424,Calvin,M.,Dooley,,1/11/1954,CA,D,Yes,1/6/1999,45,,
106,house,M000934,Jerry,,Moran,,5/29/1954,KS,R,Yes,1/6/1999,44.6,,
106,house,C000107,Charles,T.,Canady,,6/22/1954,FL,R,Yes,1/6/1999,44.5,,
106,house,N000081,Robert,William,Ney,,7/5/1954,OH,R,Yes,1/6/1999,44.5,,
106,house,L000553,Steven,C.,LaTourette,,7/22/1954,OH,R,Yes,1/6/1999,44.5,,
106,house,D000299,Lincoln,,Diaz-Balart,,8/13/1954,FL,R,Yes,1/6/1999,44.4,,
106,house,F000238,Mark,Adam,Foley,,9/8/1954,FL,R,Yes,1/6/1999,44.3,,
106,house,L000096,Steve,,Largent,,9/28/1954,OK,R,Yes,1/6/1999,44.3,,
106,house,S000344,Brad,J.,Sherman,,10/24/1954,CA,D,Yes,1/6/1999,44.2,,
106,house,B000081,John,,Baldacci,,1/30/1955,ME,D,Yes,1/6/1999,43.9,,
106,house,M000523,Cynthia,,McKinney,,3/17/1955,GA,D,Yes,1/6/1999,43.8,,
106,house,S000250,Pete,A.,Sessions,,3/22/1955,TX,R,Yes,1/6/1999,43.8,,
106,house,W000793,David,,Wu,,4/8/1955,OR,D,No,1/6/1999,43.7,,
106,house,B000755,Kevin,P.,Brady,,4/11/1955,TX,R,Yes,1/6/1999,43.7,,
106,house,K000220,Jack,,Kingston,,4/24/1955,GA,R,Yes,1/6/1999,43.7,,
106,house,R000004,George,P.,Radanovich,,6/20/1955,CA,R,Yes,1/6/1999,43.5,,
106,house,O000164,Doug,,Ose,,6/27/1955,CA,R,No,1/6/1999,43.5,,
106,house,G000359,Lindsey,O.,Graham,,7/9/1955,SC,R,Yes,1/6/1999,43.5,,
106,house,S001149,John,E.,Sweeney,,8/9/1955,NY,R,No,1/6/1999,43.4,,
106,house,B001135,Richard,M.,Burr,,11/30/1955,NC,R,Yes,1/6/1999,43.1,,
106,house,P000449,Robert,J.,Portman,,12/19/1955,OH,R,Yes,1/6/1999,43,,
106,house,B001229,Brian,N.,Baird,,3/7/1956,WA,D,No,1/6/1999,42.8,,
106,house,E000187,Philip,,English,,6/20/1956,PA,R,Yes,1/6/1999,42.5,,
106,house,M000485,Mike,,McIntyre,,8/6/1956,NC,D,Yes,1/6/1999,42.4,,
106,house,T000024,James,M.,Talent,,10/18/1956,MO,R,Yes,1/6/1999,42.2,,
106,house,R000385,Timothy,,Roemer,,10/30/1956,IN,D,Yes,1/6/1999,42.2,,
106,house,F000043,Chaka,,Fattah,,11/21/1956,PA,D,Yes,1/6/1999,42.1,,
106,house,B000518,Rod,,Blagojevich,,12/10/1956,IL,D,Yes,1/6/1999,42.1,,
106,house,R000281,Lynn,,Rivers,,12/19/1956,MI,D,Yes,1/6/1999,42,,
106,house,M000627,Martin,T.,Meehan,,12/30/1956,MA,D,Yes,1/6/1999,42,,
106,house,W000791,Greg,P.,Walden,,1/10/1957,OR,R,No,1/6/1999,42,,
106,house,H000712,Tim,,Holden,,3/5/1957,PA,D,Yes,1/6/1999,41.8,,
106,house,D000275,Peter,,Deutsch,,4/1/1957,FL,D,Yes,1/6/1999,41.8,,
106,house,W000273,Gerald,C.,Weller,,7/7/1957,IL,R,Yes,1/6/1999,41.5,,
106,house,D000197,Diana,L.,DeGette,,7/29/1957,CO,D,Yes,1/6/1999,41.4,,
106,house,A000210,Robert,E.,Andrews,,8/4/1957,NJ,D,Yes,1/6/1999,41.4,,
106,house,R000386,James,E.,Rogan,,8/21/1957,CA,R,Yes,1/6/1999,41.4,,
106,house,D000114,James,,Davis,,10/11/1957,FL,D,Yes,1/6/1999,41.2,,
106,house,W000119,Zach,,Wamp,,10/28/1957,TN,R,Yes,1/6/1999,41.2,,
106,house,W000210,J.C.,,Watts,,11/18/1957,OK,R,Yes,1/6/1999,41.1,,
106,house,E000093,Robert,L.,Ehrlich,Jr.,11/25/1957,MD,R,Yes,1/6/1999,41.1,,
106,house,S000018,Matt,,Salmon,,1/21/1958,AZ,R,Yes,1/6/1999,41,,
106,house,B000287,Xavier,,Becerra,,1/26/1958,CA,D,Yes,1/6/1999,40.9,,
106,house,S000364,John,M.,Shimkus,,2/21/1958,IL,R,Yes,1/6/1999,40.9,,
106,house,L000155,Rick,A.,Lazio,,3/13/1958,NY,R,Yes,1/6/1999,40.8,,
106,house,H000948,Kenny,C.,Hulshof,,5/22/1958,MO,R,Yes,1/6/1999,40.6,,
106,house,M000481,David,M.,McIntosh,,6/8/1958,IN,R,Yes,1/6/1999,40.6,,
106,house,H000413,John,D.,Hayworth,Jr.,7/12/1958,AZ,R,Yes,1/6/1999,40.5,,
106,house,T000238,Mac,M.,Thornberry,,7/15/1958,TX,R,Yes,1/6/1999,40.5,,
106,house,B001203,Stephen,E.,Buyer,,11/26/1958,IN,R,Yes,1/6/1999,40.1,,
106,house,B000400,Ken,,Bentsen,,6/3/1959,TX,D,Yes,1/6/1999,39.6,,
106,house,H000615,Van,,Hilleary,,6/20/1959,TN,R,Yes,1/6/1999,39.5,,
106,house,M000312,James,P.,McGovern,,11/20/1959,MA,D,Yes,1/6/1999,39.1,,
106,house,J000110,Christopher,,John,,1/5/1960,LA,D,Yes,1/6/1999,39,,
106,house,L000491,Frank,D.,Lucas,,1/6/1960,OK,R,Yes,1/6/1999,39,,
106,house,S000030,Loretta,B.,Sanchez,,1/7/1960,CA,D,Yes,1/6/1999,39,,
106,house,S000051,Marshall,,Sanford,,5/28/1960,SC,R,Yes,1/6/1999,38.6,,
106,house,G000545,Mark,A.,Green,,6/1/1960,WI,R,No,1/6/1999,38.6,,
106,house,N000172,James,Allen,Nussle,,6/27/1960,IA,R,Yes,1/6/1999,38.5,,
106,house,W000789,Heather,A.,Wilson,,12/30/1960,NM,R,Yes,1/6/1999,38,,
106,house,W000314,Robert,,Wexler,,1/2/1961,FL,D,Yes,1/6/1999,38,,
106,house,T000250,John,,Thune,,1/7/1961,SD,R,Yes,1/6/1999,38,,
106,house,P000419,Richard,W.,Pombo,,1/8/1961,CA,R,Yes,1/6/1999,38,,
106,house,V000127,David,,Vitter,,5/3/1961,LA,R,No,1/6/1999,37.7,,
106,house,H000807,John,Nathan,Hostettler,,6/19/1961,IN,R,Yes,1/6/1999,37.5,,
106,house,B001228,Mary,Whitaker,Bono Mack,,10/24/1961,CA,R,Yes,1/6/1999,37.2,,
106,house,T000461,Patrick,J.,Toomey,,11/17/1961,PA,R,No,1/6/1999,37.1,,
106,house,T000459,Lee,R.,Terry,,1/29/1962,NE,R,No,1/6/1999,36.9,,
106,house,B001230,Tammy,,Baldwin,,2/11/1962,WI,D,No,1/6/1999,36.9,,
106,house,C001038,Joseph,,Crowley,,3/16/1962,NY,D,No,1/6/1999,36.8,,
106,house,S000112,Bob,,Schaffer,,7/24/1962,CO,R,Yes,1/6/1999,36.5,,
106,house,K000188,Ron,James,Kind,,3/16/1963,WI,D,Yes,1/6/1999,35.8,,
106,house,S000106,Joe,,Scarborough,,4/9/1963,FL,R,Yes,1/6/1999,35.7,,
106,house,P000323,Charles,W.,Pickering,Jr.,8/10/1963,MS,R,Yes,1/6/1999,35.4,,
106,house,W000792,Anthony,David,Weiner,,9/4/1964,NY,D,No,1/6/1999,34.3,,
106,house,S001078,John,E.,Sununu,,9/10/1964,NH,R,Yes,1/6/1999,34.3,,
106,house,F000440,Vito,J.,Fossella,Jr.,3/9/1965,NY,R,Yes,1/6/1999,33.8,,
106,house,J000283,Jesse,Louis,Jackson,Jr.,3/11/1965,IL,D,Yes,1/6/1999,33.8,,
106,house,S000510,Adam,,Smith,,6/15/1965,WA,D,Yes,1/6/1999,33.6,,
106,house,A000055,Robert,B.,Aderholt,,7/22/1965,AL,R,Yes,1/6/1999,33.5,,
106,house,K000113,Patrick,Joseph,Kennedy,,7/14/1967,RI,D,Yes,1/6/1999,31.5,,
106,house,R000570,Paul,D.,Ryan,,1/29/1970,WI,R,No,1/6/1999,28.9,,
106,house,F000262,Harold,E.,Ford,Jr.,5/11/1970,TN,D,Yes,1/6/1999,28.7,,
106,senate,T000254,J.,Strom,Thurmond,,12/5/1902,SC,R,Yes,1/6/1999,96.1,,
106,senate,B001210,Robert,C.,Byrd,,11/20/1917,WV,D,Yes,1/6/1999,81.1,,
106,senate,R000460,William,V.,Roth,Jr.,7/22/1921,DE,R,Yes,1/6/1999,77.5,,
106,senate,H000463,Jesse,,Helms,,10/18/1921,NC,R,Yes,1/6/1999,77.2,,
106,senate,H000725,Ernest,F.,Hollings,,1/1/1922,SC,D,Yes,1/6/1999,77,,
106,senate,S000888,Ted,F.,Stevens,,11/18/1923,AK,R,Yes,1/6/1999,75.1,,
106,senate,L000123,Frank,R.,Lautenberg,,1/23/1924,NJ,D,Yes,1/6/1999,75,,
106,senate,I000025,Daniel,K.,Inouye,,9/7/1924,HI,D,Yes,1/6/1999,74.3,,
106,senate,A000069,Daniel,Kahikina,Akaka,,9/11/1924,HI,D,Yes,1/6/1999,74.3,,
106,senate,W000154,John,W.,Warner,,2/18/1927,VA,R,Yes,1/6/1999,71.9,,
106,senate,M001054,Daniel,Patrick,Moynihan,,3/16/1927,NY,D,Yes,1/6/1999,71.8,,
106,senate,G000333,T.,Slade,Gorton,,1/8/1928,WA,R,Yes,1/6/1999,71,,
106,senate,S000709,Arlen,,Specter,,2/12/1930,PA,R,Yes,1/6/1999,68.9,,
106,senate,B001066,Jim,,Bunning,,10/23/1931,KY,R,Yes,1/6/1999,67.2,,
106,senate,K000105,Edward,M.,Kennedy,,2/22/1932,MA,D,Yes,1/6/1999,66.9,,
106,senate,M001141,Zell,Bryan,Miller,,2/24/1932,GA,D,No,1/6/1999,66.9,,
106,senate,L000504,Richard,G.,Lugar,,4/4/1932,IN,R,Yes,1/6/1999,66.8,,
106,senate,D000407,Pete,V.,Domenici,,5/7/1932,NM,R,Yes,1/6/1999,66.7,,
106,senate,S000064,Paul,S.,Sarbanes,,2/3/1933,MD,D,Yes,1/6/1999,65.9,,
106,senate,T000162,Craig,,Thomas,,2/17/1933,WY,R,Yes,1/6/1999,65.9,,
106,senate,M001085,Frank,H.,Murkowski,,3/28/1933,AK,R,Yes,1/6/1999,65.8,,
106,senate,C000077,Ben,Nighthorse,Campbell,,4/13/1933,CO,R,Yes,1/6/1999,65.7,,
106,senate,F000062,Dianne,,Feinstein,,6/22/1933,CA,D,Yes,1/6/1999,65.5,,
106,senate,G000386,Charles,E.,Grassley,,9/17/1933,IA,R,Yes,1/6/1999,65.3,,
106,senate,B000382,Robert,F.,Bennett,,9/18/1933,UT,R,Yes,1/6/1999,65.3,,
106,senate,H000338,Orrin,G.,Hatch,,3/22/1934,UT,R,Yes,1/6/1999,64.8,,
106,senate,S000320,Richard,C.,Shelby,,5/6/1934,AL,R,Yes,1/6/1999,64.7,,
106,senate,J000072,James,M.,Jeffords,,5/11/1934,VT,R,Yes,1/6/1999,64.7,,
106,senate,L000261,Carl,,Levin,,6/28/1934,MI,D,Yes,1/6/1999,64.5,,
106,senate,I000024,James,M.,Inhofe,,11/17/1934,OK,R,Yes,1/6/1999,64.1,,
106,senate,B001126,Conrad,,Burns,,1/25/1935,MT,R,Yes,1/6/1999,63.9,,
106,senate,K000305,Herbert,H.,Kohl,,2/7/1935,WI,D,Yes,1/6/1999,63.9,,
106,senate,R000307,Pat,,Roberts,,4/20/1936,KS,R,Yes,1/6/1999,62.7,,
106,senate,V000126,George,V.,Voinovich,,7/15/1936,OH,R,No,1/6/1999,62.5,,
106,senate,M000702,Barbara,A.,Mikulski,,7/20/1936,MD,D,Yes,1/6/1999,62.5,,
106,senate,M000303,John,S.,McCain,,8/29/1936,AZ,R,Yes,1/6/1999,62.4,,
106,senate,G000352,Bob,,Graham,,11/9/1936,FL,D,Yes,1/6/1999,62.2,,
106,senate,R000361,John,D.,Rockefeller,IV,6/18/1937,WV,D,Yes,1/6/1999,61.6,,
106,senate,B000993,Richard,H.,Bryan,,7/16/1937,NV,D,Yes,1/6/1999,61.5,,
106,senate,C000567,Thad,,Cochran,,12/7/1937,MS,R,Yes,1/6/1999,61.1,,
106,senate,B000611,Christopher,S.,Bond,,3/6/1939,MO,R,Yes,1/6/1999,59.8,,
106,senate,R000295,Charles,S.,Robb,,6/26/1939,VA,D,Yes,1/6/1999,59.5,,
106,senate,H000206,Thomas,,Harkin,,11/19/1939,IA,D,Yes,1/6/1999,59.1,,
106,senate,R000146,Harry,M.,Reid,,12/2/1939,NV,D,Yes,1/6/1999,59.1,,
106,senate,L000174,Patrick,J.,Leahy,,3/31/1940,VT,D,Yes,1/6/1999,58.8,,
106,senate,M000019,Connie,,Mack,III,10/29/1940,FL,R,Yes,1/6/1999,58.2,,
106,senate,B000711,Barbara,,Boxer,,11/11/1940,CA,D,Yes,1/6/1999,58.2,,
106,senate,S000606,Robert,,Smith,,3/30/1941,NH,R,Yes,1/6/1999,57.8,,
106,senate,L000447,Trent,,Lott,,10/9/1941,MS,R,Yes,1/6/1999,57.2,,
106,senate,B000243,Max,S.,Baucus,,12/11/1941,MT,D,Yes,1/6/1999,57.1,,
106,senate,M000355,Mitch,,McConnell,,2/20/1942,KY,R,Yes,1/6/1999,56.9,,
106,senate,L000304,Joseph,I.,Lieberman,,2/24/1942,CT,D,Yes,1/6/1999,56.9,,
106,senate,K000352,Jon,,Kyl,,4/25/1942,AZ,R,Yes,1/6/1999,56.7,,
106,senate,A000356,John,,Ashcroft,,5/9/1942,MO,R,Yes,1/6/1999,56.7,,
106,senate,D000432,Byron,L.,Dorgan,,5/14/1942,ND,D,Yes,1/6/1999,56.6,,
106,senate,G000365,Phil,,Gramm,,7/8/1942,TX,R,Yes,1/6/1999,56.5,,
106,senate,T000457,Fred,,Thompson,,8/19/1942,TN,R,Yes,1/6/1999,56.4,,
106,senate,C001034,J.,Maxwell,Cleland,,8/24/1942,GA,D,Yes,1/6/1999,56.4,,
106,senate,B000444,Joseph,R.,Biden,Jr.,11/20/1942,DE,D,Yes,1/6/1999,56.1,,
106,senate,H001016,Kay,Bailey,Hutchison,,7/22/1943,TX,R,Yes,1/6/1999,55.5,,
106,senate,K000146,J.,Robert,Kerrey,,8/27/1943,NE,D,Yes,1/6/1999,55.4,,
106,senate,B000468,Jeff,,Bingaman,,10/3/1943,NM,D,Yes,1/6/1999,55.3,,
106,senate,A000109,Wayne,A.,Allard,,12/2/1943,CO,R,Yes,1/6/1999,55.1,,
106,senate,K000148,John,Forbes,Kerry,,12/11/1943,MA,D,Yes,1/6/1999,55.1,,
106,senate,E000285,Michael,B.,Enzi,,2/1/1944,WY,R,Yes,1/6/1999,54.9,,
106,senate,B000780,John,B.,Breaux,,3/1/1944,LA,D,Yes,1/6/1999,54.9,,
106,senate,D000388,Christopher,J.,Dodd,,5/27/1944,CT,D,Yes,1/6/1999,54.6,,
106,senate,W000288,Paul,David,Wellstone,,7/21/1944,MN,D,Yes,1/6/1999,54.5,,
106,senate,D000563,Richard,J.,Durbin,,11/21/1944,IL,D,Yes,1/6/1999,54.1,,
106,senate,C000858,Larry,E.,Craig,,7/20/1945,ID,R,Yes,1/6/1999,53.5,,
106,senate,H001028,Charles,T.,Hagel,,10/4/1946,NE,R,Yes,1/6/1999,52.3,,
106,senate,S001141,Jefferson,B.,Sessions,,12/24/1946,AL,R,Yes,1/6/1999,52,,
106,senate,J000177,Tim,P.,Johnson,,12/28/1946,SD,D,Yes,1/6/1999,52,,
106,senate,D000294,Michael,,DeWine,,1/5/1947,OH,R,Yes,1/6/1999,52,,
106,senate,G000445,Judd,A.,Gregg,,2/14/1947,NH,R,Yes,1/6/1999,51.9,,
106,senate,S000663,Olympia,J.,Snowe,,2/21/1947,ME,R,Yes,1/6/1999,51.9,,
106,senate,D000064,Thomas,A.,Daschle,,12/9/1947,SD,D,Yes,1/6/1999,51.1,,
106,senate,G000367,Rod,,Grams,,2/4/1948,MN,R,Yes,1/6/1999,50.9,,
106,senate,C000705,Kent,Kent,Conrad,,3/12/1948,ND,D,Yes,1/6/1999,50.8,,
106,senate,N000102,Don,,Nickles,,12/6/1948,OK,R,Yes,1/6/1999,50.1,,
106,senate,W000779,Ron,,Wyden,,5/3/1949,OR,D,Yes,1/6/1999,49.7,,
106,senate,H001015,Tim,,Hutchinson,,8/11/1949,AR,R,Yes,1/6/1999,49.4,,
106,senate,R000122,John,F.,Reed,,11/12/1949,RI,D,Yes,1/6/1999,49.1,,
106,senate,M001111,Patty,,Murray,,10/11/1950,WA,D,Yes,1/6/1999,48.2,,
106,senate,S000148,Charles,E.,Schumer,,11/23/1950,NY,D,Yes,1/6/1999,48.1,,
106,senate,C000880,Michael,D.,Crapo,,5/20/1951,ID,R,Yes,1/6/1999,47.6,,
106,senate,T000317,Robert,,Torricelli,,8/27/1951,NJ,D,Yes,1/6/1999,47.4,,
106,senate,F000439,William,H.,Frist,,2/22/1952,TN,R,Yes,1/6/1999,46.9,,
106,senate,S001142,Gordon,Harold,Smith,,5/25/1952,OR,R,Yes,1/6/1999,46.6,,
106,senate,A000355,Spencer,,Abraham,,6/12/1952,MI,R,Yes,1/6/1999,46.6,,
106,senate,C001035,Susan,M.,Collins,,12/7/1952,ME,R,Yes,1/6/1999,46.1,,
106,senate,F000061,Russell,D.,Feingold,,3/2/1953,WI,D,Yes,1/6/1999,45.8,,
106,senate,C001040,Lincoln,D.,Chafee,,3/26/1953,RI,R,No,1/6/1999,45.8,,
106,senate,E000286,John,Reid,Edwards,,6/10/1953,NC,D,No,1/6/1999,45.6,,
106,senate,L000550,Mary,L.,Landrieu,,11/23/1955,LA,D,Yes,1/6/1999,43.1,,
106,senate,B001233,Evan,,Bayh,,12/26/1955,IN,D,No,1/6/1999,43,,
106,senate,B000953,Samuel,D.,Brownback,,9/12/1956,KS,R,Yes,1/6/1999,42.3,,
106,senate,S000059,Richard,J.,Santorum,,5/10/1958,PA,R,Yes,1/6/1999,40.7,,
106,senate,L000035,Blanche,Lambert,Lincoln,,9/30/1960,AR,D,No,1/6/1999,38.3,,
106,senate,F000442,Peter,G.,Fitzgerald,,10/20/1960,IL,R,No,1/6/1999,38.2,,
106,senate,C000269,John,Hubbard,Chafee,,10/21/1918,RI,R,Yes,1/6/1999,80.2,,
106,senate,C000813,Paul,D.,Coverdell,,1/19/1935,GA,R,Yes,1/6/1999,64,,
107,house,G000212,Benjamin,,Gilman,,12/6/1922,NY,R,Yes,1/3/2001,78.1,,
107,house,H000067,Ralph,M.,Hall,,5/3/1923,TX,D,Yes,1/3/2001,77.7,,
107,house,H001022,Henry,John,Hyde,,4/18/1924,IL,R,Yes,1/3/2001,76.7,,
107,house,R000141,Ralph,,Regula,,12/3/1924,OH,R,Yes,1/3/2001,76.1,,
107,house,M000628,Carrie,,Meek,,4/29/1926,FL,D,Yes,1/3/2001,74.7,,
107,house,B000208,Roscoe,G.,Bartlett,,6/3/1926,MD,R,Yes,1/3/2001,74.6,,
107,house,D000355,John,D.,Dingell,,7/8/1926,MI,D,Yes,1/3/2001,74.5,,
107,house,H000814,Amory,,Houghton,Jr.,8/7/1926,NY,R,Yes,1/3/2001,74.4,,
107,house,B000104,Cass,,Ballenger,,12/6/1926,NC,R,Yes,1/3/2001,74.1,,
107,house,S001044,Robert,,Stump,,4/4/1927,AZ,R,Yes,1/3/2001,73.8,,
107,house,M000834,John,Joseph,Moakley,,4/27/1927,MA,D,Yes,1/3/2001,73.7,,
107,house,S000453,Norman,,Sisisky,,6/9/1927,VA,D,Yes,1/3/2001,73.6,,
107,house,S000463,Joseph,,Skeen,,6/30/1927,NM,R,Yes,1/3/2001,73.5,,
107,house,M000797,Patsy,Takemoto,Mink,,12/6/1927,HI,D,Yes,1/3/2001,73.1,,
107,house,L000090,Tom,,Lantos,,2/1/1928,CA,D,Yes,1/3/2001,72.9,,
107,house,S000718,Floyd,,Spence,,4/9/1928,SC,R,Yes,1/3/2001,72.7,,
107,house,C000714,John,,Conyers,Jr.,5/16/1929,MI,D,Yes,1/3/2001,71.6,,
107,house,S000480,Louise,McIntosh,Slaughter,,8/14/1929,NY,D,Yes,1/3/2001,71.4,,
107,house,K000172,Dale,E.,Kildee,,9/16/1929,MI,D,Yes,1/3/2001,71.3,,
107,house,R000465,Marge,,Roukema,,9/19/1929,NJ,R,Yes,1/3/2001,71.3,,
107,house,M000212,Frank,,Mascara,,1/19/1930,PA,D,Yes,1/3/2001,71,,
107,house,G000121,George,W.,Gekas,,4/14/1930,PA,R,Yes,1/3/2001,70.7,,
107,house,R000053,Charles,B.,Rangel,,6/11/1930,NY,D,Yes,1/3/2001,70.6,,
107,house,B000463,Michael,,Bilirakis,,7/16/1930,FL,R,Yes,1/3/2001,70.5,,
107,house,J000174,Sam,Robert,Johnson,,10/11/1930,TX,R,Yes,1/3/2001,70.2,,
107,house,C000873,Philip,M.,Crane,,11/3/1930,IL,R,Yes,1/3/2001,70.2,,
107,house,Y000031,C.,W. Bill,Young,,12/16/1930,FL,R,Yes,1/3/2001,70.1,,
107,house,M000941,Constance,,Morella,,2/12/1931,MD,R,Yes,1/3/2001,69.9,,
107,house,C000556,Howard,,Coble,,3/18/1931,NC,R,Yes,1/3/2001,69.8,,
107,house,H000789,Stephen,,Horn,,5/31/1931,CA,R,Yes,1/3/2001,69.6,,
107,house,L000263,Sander,M.,Levin,,9/6/1931,MI,D,Yes,1/3/2001,69.3,,
107,house,S000810,Fortney,H.,Stark,,11/11/1931,CA,D,Yes,1/3/2001,69.1,,
107,house,S000465,Ike,,Skelton,,12/20/1931,MO,D,Yes,1/3/2001,69,,
107,house,S000394,Elmer,Greinert,Shuster,,1/23/1932,PA,R,Yes,1/3/2001,68.9,,
107,house,M001120,John,P.,Murtha,,6/17/1932,PA,D,Yes,1/3/2001,68.5,,
107,house,H000172,James,V.,Hansen,,8/14/1932,UT,R,Yes,1/3/2001,68.4,,
107,house,C000052,H.,L.,Callahan,,9/11/1932,AL,R,Yes,1/3/2001,68.3,,
107,house,Y000033,Don,E.,Young,,6/9/1933,AK,R,Yes,1/3/2001,67.6,,
107,house,L000558,Kenneth,R.,Lucas,,8/22/1933,KY,D,Yes,1/3/2001,67.4,,
107,house,W000794,Diane,E.,Watson,,11/12/1933,CA,D,No,1/3/2001,67.1,,
107,house,K000288,Joseph,K.,Knollenberg,,11/28/1933,MI,R,Yes,1/3/2001,67.1,,
107,house,B000652,Leonard,L.,Boswell,,1/10/1934,IA,D,Yes,1/3/2001,67,,
107,house,E000092,Vernon,J.,Ehlers,,2/6/1934,MI,R,Yes,1/3/2001,66.9,,
107,house,P000149,Donald,M.,Payne,,7/16/1934,NJ,D,Yes,1/3/2001,66.5,,
107,house,T000326,Edolphus,,Towns,,7/21/1934,NY,D,Yes,1/3/2001,66.5,,
107,house,O000006,James,L.,Oberstar,,9/10/1934,MN,D,Yes,1/3/2001,66.3,,
107,house,C000494,Eva,,Clayton,,9/16/1934,NC,D,Yes,1/3/2001,66.3,,
107,house,L000274,Jerry,,Lewis,,10/21/1934,CA,R,Yes,1/3/2001,66.2,,
107,house,S000597,Nick,,Smith,,11/5/1934,MI,R,Yes,1/3/2001,66.2,,
107,house,J000163,Nancy,Lee,Johnson,,1/5/1935,CT,R,Yes,1/3/2001,66,,
107,house,H000444,Joel,,Hefley,,4/18/1935,CO,R,Yes,1/3/2001,65.7,,
107,house,P000583,Ronald,E.,Paul,,8/20/1935,TX,R,Yes,1/3/2001,65.4,,
107,house,J000126,Eddie,Bernice,Johnson,,12/3/1935,TX,D,Yes,1/3/2001,65.1,,
107,house,B001235,Henry,E.,Brown,Jr.,12/20/1935,SC,R,No,1/3/2001,65,,
107,house,O000159,Major,R.,Owens,,6/28/1936,NY,D,Yes,1/3/2001,64.5,,
107,house,C000846,William,J.,Coyne,,8/24/1936,PA,D,Yes,1/3/2001,64.4,,
107,house,O000085,John,W.,Olver,,9/3/1936,MA,D,Yes,1/3/2001,64.3,,
107,house,H000324,Alcee,L.,Hastings,,9/5/1936,FL,D,Yes,1/3/2001,64.3,,
107,house,K000078,Sue,W.,Kelly,,9/26/1936,NY,R,Yes,1/3/2001,64.3,,
107,house,B000586,Sherwood,L.,Boehlert,,9/28/1936,NY,R,Yes,1/3/2001,64.3,,
107,house,H000666,David,Lee,Hobson,,10/17/1936,OH,R,Yes,1/3/2001,64.2,,
107,house,J000082,William,Lewis,Jenkins,,11/29/1936,TN,R,Yes,1/3/2001,64.1,,
107,house,N000179,Grace,F.,Napolitano,,12/4/1936,CA,D,Yes,1/3/2001,64.1,,
107,house,M000404,Jim,A.,McDermott,,12/28/1936,WA,D,Yes,1/3/2001,64,,
